rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,avg_distance,free_kicks,penalty_goals,penalty_attempts,expected_goals,non_penalty_xg,npxg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,shot_creating_actions_shot,passes_free_kick,season,table_type,processed_at
334,Dani Calvo,ESP,DF,Oviedo,La Liga,0.0,1994.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
335,Adama Camara,FRA,MF,Paris FC,Ligue 1,0.0,1996.0,4.4,0,0,0,0.0,0.9,0.0,0.0,0.0,19.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
336,Amady Camara,MLI,"MF,FW",Nantes,Ligue 1,0.0,2005.0,1.3,0,0,0,0.0,2.27,0.0,0.0,0.0,20.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
337,Dawda Camara,MTN,FW,Girona,La Liga,0.0,2002.0,0.8,0,0,1,50.0,2.5,1.25,0.0,0.0,11.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
338,Lamine Camara,SEN,MF,Monaco,Ligue 1,0.0,2004.0,3.7,0,0,0,0.0,1.08,0.0,0.0,0.0,27.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,4,2,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
339,Mahdi Camara,FRA,"MF,DF",Rennes,Ligue 1,0.0,1998.0,3.4,0,0,0,0.0,0.3,0.0,0.0,0.0,25.4,0,0,0,0.0,0.0,0.04,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
340,Ousmane Camara,MLI,DF,Angers,Ligue 1,0.0,2003.0,5.7,0,0,0,0.0,0.18,0.0,0.0,0.0,10.9,0,0,0,0.0,0.0,0.05,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
341,Francesco Camarda,ITA,FW,Lecce,Serie A,0.0,2008.0,2.3,1,0,1,20.0,2.21,0.44,0.2,1.0,12.7,0,0,0,0.3,0.3,0.07,0.7,0.7,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
342,Eduardo Camavinga,FRA,MF,Real Madrid,La Liga,0.0,2002.0,0.8,0,0,0,0.0,1.3,0.0,0.0,0.0,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
343,Nicolò Cambiaghi,ITA,FW,Bologna,Serie A,0.0,2000.0,4.0,1,0,2,28.6,1.74,0.5,0.14,0.5,16.4,0,0,0,0.5,0.5,0.07,0.5,0.5,7,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
344,Andrea Cambiaso,ITA,DF,Juventus,Serie A,0.0,2000.0,3.9,0,0,1,50.0,0.51,0.26,0.0,0.0,17.6,0,0,0,0.3,0.3,0.15,-0.3,-0.3,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
345,Axel Camblan,FRA,"FW,MF",Brest,Ligue 1,0.0,2003.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
346,Sergio Camello,ESP,"FW,MF",Rayo Vallecano,La Liga,0.0,2001.0,1.4,0,0,2,33.3,4.35,1.45,0.0,0.0,11.3,0,0,0,0.8,0.8,0.14,-0.8,-0.8,6,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
347,Cole Campbell,USA,FW,Dortmund,Bundesliga,0.0,2006.0,0.2,0,0,0,0.0,5.29,0.0,0.0,0.0,15.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
348,Matteo Cancellieri,ITA,FW,Lazio,Serie A,0.0,2002.0,4.3,3,0,5,45.5,2.54,1.16,0.27,0.6,15.6,0,0,0,1.8,1.8,0.16,1.2,1.2,11,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
349,Fali Candé,GNB,DF,Sassuolo,Serie A,0.0,1998.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
350,Simone Canestrelli,ITA,DF,Pisa,Serie A,0.0,2000.0,6.0,0,0,1,33.3,0.5,0.17,0.0,0.0,10.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
351,Jaydee Canvot,FRA,"MF,DF",Toulouse,Ligue 1,0.0,2006.0,2.0,0,0,0,0.0,1.0,0.0,0.0,0.0,18.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
352,Nicolás Capaldo,ARG,"MF,DF",Hamburger SV,Bundesliga,0.0,1997.0,3.4,0,0,0,0.0,0.59,0.0,0.0,0.0,22.5,0,0,0,0.0,0.0,0.01,0.0,0.0,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
353,Pierrick Capelle,FRA,MF,Angers,Ligue 1,0.0,1987.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
354,Elia Caprile,ITA,GK,Cagliari,Serie A,0.0,2001.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
355,Maxence Caqueret,FRA,"MF,FW",Como,Serie A,0.0,2000.0,1.5,0,0,0,0.0,1.36,0.0,0.0,0.0,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
356,Antonio Caracciolo,ITA,DF,Pisa,Serie A,0.0,1990.0,6.0,0,0,0,0.0,0.33,0.0,0.0,0.0,10.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
357,Valentin Carboni,ARG,"MF,FW",Genoa,Serie A,0.0,2005.0,2.4,0,0,1,50.0,0.83,0.42,0.0,0.0,23.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
358,Sergi Cardona,ESP,DF,Villarreal,La Liga,0.0,1999.0,6.8,0,0,1,25.0,0.59,0.15,0.0,0.0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
359,Fábio Cardoso,POR,DF,Sevilla,La Liga,0.0,1994.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
360,Johnny Cardoso,USA,MF,Atlético Madrid,La Liga,0.0,2001.0,2.0,0,0,0,0.0,0.49,0.0,0.0,0.0,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
361,Igor Carioca,BRA,DF,Lorient,Ligue 1,0.0,1996.0,3.0,0,0,0,0.0,0.33,0.0,0.0,0.0,22.9,0,0,0,0.0,0.0,0.04,0.0,0.0,1,1,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
362,Diego Carlos,BRA,DF,Como,Serie A,0.0,1993.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
363,Kevin Carlos,ESP,FW,Nice,Ligue 1,0.0,2001.0,2.8,0,0,5,45.5,3.94,1.79,0.0,0.0,11.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8,11,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
364,David Carmo,ANG,DF,Oviedo,La Liga,0.0,1999.0,4.1,0,0,1,25.0,0.97,0.24,0.0,0.0,8.2,0,0,0,0.4,0.4,0.11,-0.4,-0.4,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
365,Carmona,ESP,"DF,MF",Sevilla,La Liga,0.0,2002.0,6.2,1,0,2,40.0,0.81,0.32,0.2,0.5,19.2,0,0,0,0.2,0.2,0.04,0.8,0.8,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
366,Marco Carnesecchi,ITA,GK,Atalanta,Serie A,0.0,2000.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
367,Sergio Carreira,ESP,"MF,DF",Celta Vigo,La Liga,0.0,2000.0,4.9,0,0,0,0.0,0.2,0.0,0.0,0.0,21.8,0,0,0,0.0,0.0,0.03,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
368,Álvaro Carreras,ESP,DF,Real Madrid,La Liga,0.0,2003.0,7.9,0,0,0,0.0,0.25,0.0,0.0,0.0,24.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
369,Dani Carvajal,ESP,DF,Real Madrid,La Liga,0.0,1992.0,4.0,0,0,0,0.0,0.5,0.0,0.0,0.0,10.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
370,Fabio Carvalho,POR,"FW,MF",Brentford,Premier League,0.0,2002.0,1.1,1,0,1,50.0,1.86,0.93,0.5,1.0,12.4,0,0,0,0.7,0.7,0.35,0.3,0.3,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
371,Cesare Casadei,ITA,MF,Torino,Serie A,0.0,2003.0,5.2,0,0,5,71.4,1.35,0.96,0.0,0.0,17.6,0,0,0,1.0,0.8,0.12,-1.0,-0.8,7,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
372,Marc Casado,ESP,MF,Barcelona,La Liga,0.0,2003.0,2.4,0,0,0,0.0,1.7,0.0,0.0,0.0,25.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
373,Nicolò Casale,ITA,DF,Bologna,Serie A,0.0,1998.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
374,Casemiro,BRA,MF,Manchester Utd,Premier League,0.0,1992.0,3.6,1,0,1,20.0,1.38,0.28,0.2,1.0,14.1,0,0,0,1.0,1.0,0.21,0.0,0.0,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
375,Matty Cash,POL,DF,Aston Villa,Premier League,0.0,1997.0,6.7,1,0,2,40.0,0.74,0.3,0.2,0.5,30.9,0,0,0,0.1,0.1,0.02,0.9,0.9,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
376,Josué Casimir,HAI,"MF,DF",Auxerre,Ligue 1,0.0,2001.0,5.4,0,0,4,57.1,1.29,0.74,0.0,0.0,16.4,0,0,1,1.4,0.7,0.1,-1.4,-0.7,7,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
377,Cristian Cásseres Jr.,VEN,MF,Toulouse,Ligue 1,0.0,2000.0,5.2,0,0,1,33.3,0.58,0.19,0.0,0.0,25.2,0,0,1,1.0,0.2,0.07,-1.0,-0.2,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
378,Timothy Castagne,BEL,"DF,FW",Fulham,Premier League,0.0,1995.0,3.4,0,0,0,0.0,1.17,0.0,0.0,0.0,8.7,0,0,0,0.4,0.4,0.11,-0.4,-0.4,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
379,Valentín Castellanos,ARG,FW,Lazio,Serie A,0.0,1998.0,4.8,2,0,4,33.3,2.52,0.84,0.17,0.5,17.0,0,0,0,1.5,1.5,0.13,0.5,0.5,12,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
380,Castrin,ESP,DF,Sevilla,La Liga,0.0,2003.0,3.7,0,0,1,33.3,0.81,0.27,0.0,0.0,11.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
381,Jonny Castro,ESP,DF,Alavés,La Liga,0.0,1994.0,7.9,0,0,1,33.3,0.38,0.13,0.0,0.0,24.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
382,Santiago Castro,ARG,FW,Bologna,Serie A,0.0,2004.0,3.6,1,0,3,37.5,2.2,0.82,0.13,0.33,15.7,0,0,0,0.5,0.5,0.06,0.5,0.5,8,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
383,Alessio Castro-Montes,BEL,"DF,FW",Köln,Bundesliga,0.0,1997.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
384,Danilo Cataldi,ITA,MF,Lazio,Serie A,0.0,1994.0,3.8,1,0,1,20.0,1.32,0.26,0.0,0.0,26.4,0,1,1,1.0,0.2,0.03,0.0,-0.2,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
385,Catena,ESP,DF,Osasuna,La Liga,0.0,1994.0,8.0,1,0,1,20.0,0.62,0.12,0.2,1.0,8.7,0,0,0,1.0,1.0,0.2,0.0,0.0,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
386,Nicolò Cavuoti,ITA,DF,Cagliari,Serie A,0.0,2003.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
387,Santi Cazorla,ESP,"MF,FW",Oviedo,La Liga,0.0,1984.0,2.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
388,Dani Ceballos,ESP,MF,Real Madrid,La Liga,0.0,1996.0,2.6,0,0,0,0.0,0.38,0.0,0.0,0.0,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
389,Federico Ceccherini,ITA,DF,Cremonese,Serie A,0.0,1992.0,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
390,Abdoulie Ceesay,GAM,"FW,DF",St. Pauli,Bundesliga,0.0,2004.0,0.5,0,0,0,0.0,3.83,0.0,0.0,0.0,18.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
391,Zeki Çelik,TUR,DF,Roma,Serie A,0.0,1997.0,3.2,0,0,0,0.0,0.31,0.0,0.0,0.0,27.3,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
392,Václav Černý,CZE,FW,Wolfsburg,Bundesliga,0.0,1997.0,0.5,0,0,0,0.0,1.91,0.0,0.0,0.0,12.3,0,0,0,0.0,0.0,0.03,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
393,Julian Chabot,GER,DF,Stuttgart,Bundesliga,0.0,1998.0,4.9,0,0,3,60.0,1.02,0.61,0.0,0.0,25.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
394,Fares Chaïbi,ALG,MF,Eint Frankfurt,Bundesliga,0.0,2002.0,5.0,1,0,2,33.3,1.21,0.4,0.17,0.5,21.3,0,0,0,0.5,0.5,0.09,0.5,0.5,6,1,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
395,Ilyas Chaira,MAR,"FW,MF",Oviedo,La Liga,0.0,2001.0,3.9,0,0,3,50.0,1.54,0.77,0.0,0.0,20.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6,6,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
396,Trevoh Chalobah,ENG,DF,Chelsea,Premier League,0.0,1999.0,5.3,2,0,2,25.0,1.5,0.37,0.25,1.0,13.5,0,0,0,0.7,0.7,0.09,1.3,1.3,8,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
397,Fallou Cham,None,DF,Hellas Verona,Serie A,0.0,0.0,1.5,0,0,1,50.0,1.35,0.68,0.0,0.0,14.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
398,Brendan Chardonnet,FRA,DF,Brest,Ligue 1,0.0,1994.0,5.8,0,0,4,80.0,0.86,0.69,0.0,0.0,12.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
399,Pep Chavarría,ESP,DF,Rayo Vallecano,La Liga,0.0,1998.0,7.2,1,0,1,16.7,0.83,0.14,0.17,1.0,21.7,0,0,0,0.3,0.3,0.04,0.7,0.7,6,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
400,Arthur Chaves,BRA,DF,Hoffenheim,Bundesliga,0.0,2001.0,2.7,0,0,0,0.0,0.37,0.0,0.0,0.0,10.1,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
401,Walid Cheddira,MAR,FW,Sassuolo,Serie A,0.0,1998.0,0.4,1,0,2,50.0,11.25,5.63,0.25,0.5,17.8,0,0,0,0.8,0.8,0.19,0.2,0.2,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
402,Chema,ESP,MF,Stuttgart,Bundesliga,0.0,2005.0,2.5,1,0,1,50.0,0.81,0.41,0.5,1.0,9.5,0,0,0,0.2,0.2,0.11,0.8,0.8,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
403,Samir Chergui,ALG,DF,Paris FC,Ligue 1,0.0,1999.0,5.2,0,0,1,50.0,0.39,0.19,0.0,0.0,13.0,0,0,0,0.2,0.2,0.12,-0.2,-0.2,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
404,Sidiki Cherif,FRA,"FW,MF",Angers,Ligue 1,0.0,2006.0,4.2,0,0,3,27.3,2.63,0.72,0.0,0.0,16.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6,11,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
405,Rayan Cherki,FRA,"MF,FW",Manchester City,Premier League,0.0,2003.0,0.8,1,0,1,100.0,1.27,1.27,1.0,1.0,24.3,0,0,0,0.1,0.1,0.06,0.9,0.9,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
406,Lucas Chevalier,FRA,GK,Paris S-G,Ligue 1,0.0,2001.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
407,Fabio Chiarodia,ITA,DF,Gladbach,Bundesliga,0.0,2005.0,3.1,0,0,0,0.0,0.32,0.0,0.0,0.0,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
408,Federico Chiesa,ITA,"FW,MF",Liverpool,Premier League,0.0,1997.0,0.8,2,0,2,40.0,6.62,2.65,0.4,1.0,14.8,0,0,0,0.7,0.7,0.14,1.3,1.3,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
409,Ben Chilwell,ENG,"DF,FW",Strasbourg,Ligue 1,0.0,1996.0,2.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
410,Joris Chotard,FRA,MF,Brest,Ligue 1,0.0,2001.0,5.2,1,0,2,33.3,1.16,0.39,0.17,0.5,29.3,0,0,0,0.1,0.1,0.02,0.9,0.9,6,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
411,Andreas Christensen,DEN,DF,Barcelona,La Liga,0.0,1996.0,3.2,0,0,0,0.0,0.62,0.0,0.0,0.0,12.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
412,Ryan Christie,SCO,MF,Bournemouth,Premier League,0.0,1995.0,1.7,0,0,0,0.0,2.35,0.0,0.0,0.0,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
413,Carney Chukwuemeka,ENG,"FW,MF",Dortmund,Bundesliga,0.0,2003.0,1.0,0,0,0,0.0,1.01,0.0,0.0,0.0,14.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
414,Samuel Chukwueze,NGA,"FW,MF",Fulham,Premier League,0.0,1999.0,0.4,0,0,0,0.0,5.14,0.0,0.0,0.0,16.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
415,Samuel Chukwueze,NGA,FW,Milan,Serie A,0.0,1999.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
416,Víctor Chust,ESP,DF,Elche,La Liga,0.0,2000.0,4.6,0,0,0,0.0,0.44,0.0,0.0,0.0,10.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
417,Alessandro Circati,AUS,DF,Parma,Serie A,0.0,2003.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
418,Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,La Liga,0.0,1994.0,7.1,0,0,3,60.0,0.71,0.43,0.0,0.0,15.9,0,0,0,1.1,1.1,0.23,-1.1,-1.1,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
419,Djaoui Cissé,FRA,MF,Rennes,Ligue 1,0.0,2004.0,2.7,0,0,1,14.3,2.64,0.38,0.0,0.0,21.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,7,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
420,Alexis Claude-Maurice,FRA,"FW,MF",Augsburg,Bundesliga,0.0,1998.0,1.9,0,0,2,40.0,2.65,1.06,0.0,0.0,20.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
421,Jonathan Clauss,FRA,"DF,MF",Nice,Ligue 1,0.0,1992.0,5.3,0,0,1,20.0,0.94,0.19,0.0,0.0,22.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,5,1,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
422,Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,0.0,1991.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
423,Saúl Coco,EQG,DF,Torino,Serie A,0.0,1999.0,6.0,1,0,1,50.0,0.33,0.17,0.5,1.0,6.9,0,0,0,0.2,0.2,0.1,0.8,0.8,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
424,Séamus Coleman,IRL,FW,Everton,Premier League,0.0,1988.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
425,Maxime Colin,FRA,DF,Metz,Ligue 1,0.0,1991.0,1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
426,Nathan Collins,IRL,DF,Brentford,Premier League,0.0,2001.0,7.0,0,0,2,66.7,0.43,0.29,0.0,0.0,8.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
427,Nnamdi Collins,GER,DF,Eint Frankfurt,Bundesliga,0.0,2004.0,4.6,0,0,0,0.0,0.22,0.0,0.0,0.0,32.1,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
428,Michele Collocolo,ITA,MF,Cremonese,Serie A,0.0,1999.0,3.2,0,0,1,100.0,0.32,0.32,0.0,0.0,32.7,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
429,Santiago Colombatto,ARG,MF,Oviedo,La Liga,0.0,1997.0,2.2,0,0,1,50.0,0.91,0.45,0.0,0.0,23.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2,1,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
430,Lorenzo Colombo,ITA,FW,Genoa,Serie A,0.0,2002.0,4.0,0,0,3,27.3,2.72,0.74,0.0,0.0,17.1,0,0,0,1.1,1.1,0.1,-1.1,-1.1,11,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
431,Santi Comesaña,ESP,MF,Villarreal,La Liga,0.0,1996.0,4.3,0,0,0,0.0,1.16,0.0,0.0,0.0,13.5,0,0,0,0.6,0.6,0.12,-0.6,-0.6,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
432,Pietro Comuzzo,ITA,DF,Fiorentina,Serie A,0.0,2005.0,2.3,0,0,0,0.0,0.87,0.0,0.0,0.0,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
433,Francisco Conceição,POR,MF,Juventus,Serie A,0.0,2002.0,3.3,1,0,3,42.9,2.11,0.91,0.14,0.33,18.6,0,0,0,0.4,0.4,0.06,0.6,0.6,7,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
434,Sirlord Conteh,GER,"FW,MF",Heidenheim,Bundesliga,0.0,1996.0,2.6,1,0,2,40.0,1.91,0.77,0.2,0.5,11.3,0,0,0,1.3,1.3,0.25,-0.3,-0.3,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
435,Lewis Cook,ENG,MF,Bournemouth,Premier League,0.0,1997.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
436,Copete,ESP,DF,Valencia,La Liga,0.0,1999.0,3.9,0,0,0,0.0,1.29,0.0,0.0,0.0,8.7,0,0,0,1.1,1.1,0.23,-1.1,-1.1,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
