rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,yellow_cards,red_cards,second_yellow,fouls,fouled,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_win_pct,shot_creating_actions_foul_drawn,passes_offsides,passes_crosses,own_goals_against,season,table_type,processed_at
1172,Mason Holgate,JAM,"FW,DF",Everton,Premier League,27.0,1996.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1173,Benedict Hollerbach,GER,"FW,MF",Union Berlin,Bundesliga,23.0,2001.0,28.2,3,0,0,42,0,0,0,2,22,2,1,0,111,29,65,30.9,45,17,73,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1174,Emil Holm,SWE,DF,Bologna,Serie A,24.0,2000.0,12.6,3,0,0,16,0,0,0,10,21,1,0,0,47,31,20,60.8,24,1,40,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1175,Lewis Holtby,GER,MF,Holstein Kiel,Bundesliga,33.0,1990.0,13.8,1,1,0,13,0,0,0,21,20,2,1,0,72,8,12,40.0,23,0,46,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1176,Gerrit Holtmann,PHI,"DF,FW",Bochum,Bundesliga,29.0,1995.0,12.6,2,0,0,26,0,0,0,16,19,0,0,0,49,12,16,42.9,7,4,91,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1177,Franck Honorat,FRA,FW,Gladbach,Bundesliga,27.0,1996.0,16.0,0,0,0,7,0,0,0,5,7,0,0,0,72,9,12,42.9,5,8,125,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1178,Mathias Honsak,AUT,"FW,DF",Heidenheim,Bundesliga,27.0,1996.0,13.1,1,0,0,14,0,0,0,10,8,0,0,0,55,22,21,51.2,13,2,50,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1179,Dinko Horkaš,CRO,GK,Las Palmas,La Liga,25.0,1999.0,12.1,1,0,0,1,0,0,0,0,0,0,1,0,14,0,0,0.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1180,Timo Horn,GER,GK,Bochum,Bundesliga,31.0,1993.0,13.0,2,0,0,0,0,0,0,0,0,0,0,0,25,3,0,100.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1181,Cédric Hountondji,BEN,DF,Angers,Ligue 1,30.0,1994.0,3.0,0,0,0,2,0,0,0,4,4,0,0,0,9,5,3,62.5,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1182,Ilyes Housni,FRA,"FW,MF",Le Havre,Ligue 1,19.0,2005.0,2.6,0,0,0,5,0,0,0,1,5,0,0,0,7,0,8,0.0,5,1,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1183,Harry Howell,ENG,FW,Brighton,Premier League,15.0,2008.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1184,Lukáš Hrádecký,FIN,GK,Leverkusen,Bundesliga,34.0,1989.0,29.0,1,0,0,0,0,0,0,0,0,0,0,0,70,1,1,50.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1185,Robin Hranáč,CZE,DF,Hoffenheim,Bundesliga,24.0,2000.0,2.4,0,0,0,5,0,0,0,5,0,0,0,0,12,5,9,35.7,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1186,Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,Premier League,23.0,2000.0,24.4,2,0,0,12,0,0,0,13,14,1,0,0,92,3,10,23.1,25,8,79,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1187,Will Hughes,ENG,MF,Crystal Palace,Premier League,29.0,1995.0,23.4,11,0,0,65,0,0,0,22,36,0,1,0,121,19,18,51.4,31,0,71,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1188,Dean Huijsen,ESP,DF,Bournemouth,Premier League,19.0,2005.0,27.0,10,0,0,31,0,0,0,51,26,0,0,0,105,68,44,60.7,10,2,12,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1189,Mats Hummels,GER,DF,Roma,Serie A,35.0,1988.0,10.2,1,0,0,9,0,0,0,26,15,0,0,0,41,23,15,60.5,4,0,2,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1190,Omari Hutchinson,ENG,"MF,FW",Ipswich Town,Premier League,20.0,2003.0,28.7,5,0,0,30,0,0,0,11,13,0,0,0,110,6,26,18.8,46,6,81,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1191,Elseid Hysaj,ALB,DF,Lazio,Serie A,30.0,1994.0,4.7,2,1,1,5,0,0,0,5,6,0,0,0,20,8,6,57.1,1,0,18,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1192,Hong Hyunseok,KOR,MF,Mainz 05,Bundesliga,25.0,1999.0,5.9,0,0,0,3,0,0,0,7,3,0,0,0,25,3,9,25.0,8,1,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1193,Pierre Højbjerg,DEN,MF,Marseille,Ligue 1,28.0,1995.0,29.6,5,0,0,30,0,0,0,42,45,0,0,0,171,21,18,53.8,39,0,19,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1194,Oscar Højlund,DEN,MF,Eint Frankfurt,Bundesliga,19.0,2005.0,8.0,0,0,0,12,0,0,0,5,12,0,0,0,40,7,17,29.2,3,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1195,Rasmus Højlund,DEN,FW,Manchester Utd,Premier League,21.0,2003.0,22.3,2,0,0,17,0,0,0,2,1,1,0,0,35,31,94,24.8,28,13,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1196,Pablo Ibáñez,ESP,MF,Osasuna,La Liga,25.0,1998.0,14.4,4,0,0,28,0,0,0,18,10,0,0,0,56,19,24,44.2,29,0,13,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1197,Hafiz Ibrahim,NGA,FW,Reims,Ligue 1,18.0,2005.0,4.3,2,1,1,12,0,0,0,2,2,0,0,0,14,8,23,25.8,2,3,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1198,Arijon Ibrahimović,GER,MF,Lazio,Serie A,18.0,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1199,Arijon Ibrahimović,GER,FW,Bayern Munich,Bundesliga,18.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1200,Stanis Idumbo,BEL,"FW,MF",Sevilla,La Liga,19.0,2005.0,3.2,0,0,0,1,0,0,0,4,5,0,0,0,19,1,0,100.0,7,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1201,Jay Idzes,IDN,DF,Venezia,Serie A,24.0,2000.0,34.7,5,0,0,50,0,0,0,32,29,0,3,0,113,57,81,41.3,12,3,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1202,Iglesias,ESP,DF,Getafe,La Liga,26.0,1998.0,32.1,4,0,0,45,0,0,0,50,47,0,0,0,107,35,38,47.9,41,1,84,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1203,Borja Iglesias,ESP,FW,Celta Vigo,La Liga,31.0,1993.0,21.7,2,0,0,40,0,0,0,7,9,2,0,0,46,14,27,34.1,34,14,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1204,Igor,BRA,DF,Brighton,Premier League,26.0,1998.0,10.7,4,0,0,9,0,0,0,4,5,0,0,0,42,8,6,57.1,6,0,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1205,Kelechi Iheanacho,NGA,FW,Sevilla,La Liga,27.0,1996.0,4.4,0,0,0,5,0,0,0,0,0,0,0,0,7,2,8,20.0,1,7,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1206,Jonathan Ikone,FRA,FW,Como,Serie A,26.0,1998.0,6.0,1,0,0,3,0,0,0,0,9,0,0,0,18,4,1,80.0,7,2,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1207,Jonathan Ikone,FRA,"FW,MF",Fiorentina,Serie A,26.0,1998.0,3.7,0,0,0,3,0,0,0,1,2,0,0,0,19,0,6,0.0,7,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1208,George Ilenikhena,NGA,FW,Monaco,Ligue 1,17.0,2006.0,8.0,0,0,0,14,0,0,0,2,2,0,0,0,10,14,16,46.7,10,9,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1209,Andrej Ilic,SRB,FW,Union Berlin,Bundesliga,24.0,2000.0,10.4,1,0,0,14,0,0,0,5,2,0,0,0,16,52,56,48.1,8,8,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1210,Ivan Ilić,SRB,MF,Torino,Serie A,23.0,2001.0,10.2,4,0,0,11,0,0,0,5,2,0,0,0,28,4,14,22.2,23,1,27,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1211,Rareş Ilie,ROU,MF,Nice,Ligue 1,21.0,2003.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.0,0,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1212,Samuel Iling-Junior,ENG,"FW,MF",Bologna,Serie A,20.0,2003.0,1.3,0,0,0,2,0,0,0,2,2,0,0,0,8,0,3,0.0,1,0,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1213,Danny Ings,ENG,"FW,MF",West Ham,Premier League,32.0,1992.0,3.2,0,0,0,0,0,0,0,1,2,1,0,0,9,8,10,44.4,2,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1214,Alessio Iovine,ITA,"DF,FW",Como,Serie A,33.0,1991.0,4.3,2,0,0,5,0,0,0,3,2,0,0,0,16,2,7,22.2,6,0,17,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1215,Tim Iroegbunam,ENG,MF,Everton,Premier League,21.0,2003.0,6.4,4,0,0,15,0,0,0,16,14,0,0,0,51,11,4,73.3,12,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1216,Jackson Irvine,AUS,MF,St. Pauli,Bundesliga,31.0,1993.0,29.0,2,0,0,38,0,0,0,36,28,0,1,0,125,85,65,56.7,16,2,18,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1217,Andy Irving,SCO,MF,West Ham,Premier League,24.0,2000.0,1.8,2,0,0,6,0,0,0,1,4,0,0,0,10,1,1,50.0,1,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1218,Alexander Isak,SWE,FW,Newcastle Utd,Premier League,24.0,1999.0,30.6,1,0,0,27,0,0,0,3,5,1,0,0,55,26,55,32.1,14,20,16,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1219,Gustav Isaksen,DEN,FW,Lazio,Serie A,23.0,2001.0,24.6,5,0,0,23,0,0,0,10,9,1,0,0,68,13,24,35.1,46,3,110,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1220,Isco,ESP,MF,Betis,La Liga,32.0,1992.0,17.2,5,0,0,23,0,0,0,11,13,0,0,0,71,13,21,38.2,44,4,92,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1221,Ismaily,BRA,DF,Lille,Ligue 1,34.0,1990.0,10.0,4,0,0,13,0,0,0,13,17,0,0,0,46,12,15,44.4,6,0,16,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1222,Ardian Ismajli,ALB,DF,Empoli,Serie A,27.0,1996.0,27.9,3,0,0,21,0,0,0,56,23,0,0,0,83,77,54,58.8,29,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1223,Yanis Issoufou,FRA,"MF,FW",Montpellier,Ligue 1,17.0,2006.0,0.9,0,0,0,1,0,0,0,0,4,0,0,0,3,0,1,0.0,0,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1224,Ko Itakura,JPN,DF,Gladbach,Bundesliga,27.0,1997.0,31.0,5,0,0,28,0,0,0,28,29,0,1,0,95,65,35,65.0,12,1,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1225,Hiroki Ito,JPN,DF,Bayern Munich,Bundesliga,25.0,1999.0,2.8,1,0,0,2,0,0,0,6,0,0,0,0,13,5,1,83.3,3,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1226,Junya Ito,JPN,"FW,MF",Reims,Ligue 1,31.0,1993.0,29.9,1,0,0,14,0,0,0,13,30,0,0,0,135,17,28,37.8,34,10,234,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1227,Diego Iturralde,ESP,FW,Sevilla,La Liga,21.0,2003.0,0.4,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,100.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1228,Marko Ivezić,SRB,DF,Holstein Kiel,Bundesliga,22.0,2001.0,18.4,5,0,0,27,0,0,0,27,19,0,0,0,71,34,30,53.1,5,1,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1229,Alex Iwobi,NGA,"FW,MF",Fulham,Premier League,28.0,1996.0,33.1,1,0,0,19,0,0,0,14,25,0,0,0,140,7,31,18.4,18,5,126,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1230,Armando Izzo,ITA,DF,Monza,Serie A,32.0,1992.0,27.1,12,0,0,65,0,0,0,45,15,0,0,0,90,52,64,44.8,47,0,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1231,Fellipe Jack,BRA,DF,Como,Serie A,18.0,2006.0,1.9,2,0,0,5,0,0,0,4,4,0,0,0,4,4,3,57.1,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1232,Nicolas Jackson,SEN,FW,Chelsea,Premier League,23.0,2001.0,24.7,7,1,0,35,0,0,0,3,13,0,0,0,48,21,36,36.8,29,23,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1233,Jérémy Jacquet,FRA,DF,Rennes,Ligue 1,19.0,2005.0,10.3,0,0,0,13,0,0,0,27,17,0,0,0,41,19,10,65.5,6,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1234,Lee Jae-sung,KOR,MF,Mainz 05,Bundesliga,31.0,1992.0,29.4,4,0,0,23,0,0,0,35,21,2,1,0,119,50,72,41.0,40,9,31,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1235,Ivan Jaime Pajuelo,ESP,MF,Valencia,La Liga,23.0,2000.0,3.3,0,0,0,8,0,0,0,2,5,0,0,0,19,4,4,50.0,10,1,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1236,Kristijan Jakić,CRO,MF,Augsburg,Bundesliga,27.0,1997.0,25.6,2,0,0,23,0,0,0,28,23,0,0,0,133,35,30,53.8,28,3,13,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1237,Karl Jakob Hein,EST,GK,Valladolid,La Liga,22.0,2002.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,0,100.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1238,Ismail Jakobs,SEN,DF,Monaco,Ligue 1,24.0,1999.0,2.0,0,0,0,1,0,0,0,2,5,0,0,0,5,1,6,14.3,3,0,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1239,Jordan James,WAL,MF,Rennes,Ligue 1,20.0,2004.0,13.1,4,0,0,26,0,0,0,14,19,0,0,0,54,10,7,58.8,15,1,34,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1240,Reece James,ENG,"DF,MF",Chelsea,Premier League,24.0,1999.0,11.8,1,0,0,8,0,0,0,13,9,0,0,0,66,23,9,71.9,11,0,43,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1241,Vitaly Janelt,GER,MF,Brentford,Premier League,26.0,1998.0,25.0,3,0,0,24,0,0,0,27,22,0,0,0,107,19,11,63.3,15,1,30,2,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1242,Adnan Januzaj,BEL,"MF,FW",Las Palmas,La Liga,29.0,1995.0,6.6,5,0,0,5,0,0,0,2,6,0,0,0,30,4,14,22.2,22,0,65,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1243,Luca Jaquez,SUI,DF,Stuttgart,Bundesliga,21.0,2003.0,2.8,0,0,0,4,0,0,0,3,0,0,0,0,11,4,2,66.7,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1244,Vitezslav Jaros,CZE,GK,Liverpool,Premier League,23.0,2001.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1245,Ali Jasim,IRQ,"FW,DF",Como,Serie A,20.0,2004.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1246,Mikel Jauregizar,ESP,MF,Athletic Club,La Liga,20.0,2003.0,24.9,4,1,0,46,0,0,0,29,48,1,0,0,144,34,35,49.3,42,0,27,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1247,Dominik Javorček,SVK,"DF,MF",Holstein Kiel,Bundesliga,21.0,2002.0,4.3,2,0,0,7,0,0,0,5,0,0,0,0,7,3,7,30.0,6,1,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1248,Gaby Jean,FRA,DF,Lecce,Serie A,24.0,2000.0,15.4,0,0,0,15,0,0,0,9,7,0,1,0,55,41,24,63.1,13,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1249,Daniel Jebbison,CAN,FW,Bournemouth,Premier League,20.0,2003.0,1.3,1,0,0,2,0,0,0,1,3,0,0,0,10,2,10,16.7,4,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1250,Finn Jeltsch,GER,DF,Stuttgart,Bundesliga,18.0,2006.0,8.7,2,0,0,7,0,0,0,13,13,0,0,0,34,12,8,60.0,5,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1251,Malcolm Jeng,SWE,DF,Reims,Ligue 1,19.0,2005.0,1.2,0,0,0,1,0,0,0,3,0,0,0,0,3,4,4,50.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1252,Fredrik Jensen,FIN,MF,Augsburg,Bundesliga,26.0,1997.0,8.5,0,0,0,5,0,0,0,4,7,0,0,0,15,6,13,31.6,5,3,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1253,Mathias Jensen,DEN,MF,Brentford,Premier League,28.0,1996.0,9.6,2,0,0,7,0,0,0,8,10,0,0,0,48,8,5,61.5,10,0,33,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1254,Moritz Jenz,GER,DF,Mainz 05,Bundesliga,25.0,1999.0,17.8,4,0,0,27,0,0,0,30,20,0,0,0,73,73,41,64.0,6,1,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1255,Gabriel Jesus,BRA,FW,Arsenal,Premier League,27.0,1997.0,6.8,4,0,0,14,0,0,0,4,6,0,0,0,28,9,18,33.3,10,9,7,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1256,Juan Jesus,BRA,DF,Napoli,Serie A,33.0,1991.0,11.9,2,0,0,14,0,0,0,9,14,0,0,0,30,24,16,60.0,5,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1257,Álex Jiménez,ESP,"DF,FW",Milan,Serie A,19.0,2005.0,14.1,6,0,0,12,0,0,0,15,13,0,0,0,69,9,13,40.9,18,5,37,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1258,Raúl Jiménez,MEX,FW,Fulham,Premier League,33.0,1991.0,27.7,4,0,0,39,0,0,0,10,24,1,0,0,80,91,99,47.9,41,15,23,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1259,Kim Jisoo,KOR,DF,Brentford,Premier League,19.0,2004.0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1260,João Pedro,BRA,"FW,MF",Brighton,Premier League,22.0,2001.0,21.6,4,1,0,26,0,0,0,9,12,3,1,0,59,41,43,48.8,46,2,22,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1261,John Joe,IRL,"MF,FW",Getafe,La Liga,20.0,2003.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,3,2,2,50.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1262,John Joe,IRL,MF,Reims,Ligue 1,20.0,2003.0,6.1,0,0,0,14,0,0,0,6,15,0,0,0,31,10,13,43.5,13,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1263,Joelinton,BRA,"MF,FW",Newcastle Utd,Premier League,27.0,1996.0,26.6,10,0,0,58,0,0,0,23,35,0,0,0,149,59,46,56.2,35,7,16,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1264,Jofre,ESP,"MF,FW",Espanyol,La Liga,23.0,2001.0,24.1,5,0,0,28,0,0,0,15,16,0,0,0,105,5,17,22.7,59,3,54,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1265,Þórir Jóhann Helgason,ISL,MF,Lecce,Serie A,23.0,2000.0,12.8,0,0,0,10,0,0,0,6,7,0,0,0,46,17,17,50.0,10,2,71,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1266,Carl Johansson,SWE,DF,Holstein Kiel,Bundesliga,30.0,1994.0,6.3,0,1,0,5,0,0,0,10,2,0,1,0,18,29,21,58.0,4,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1267,Ben Johnson,ENG,"DF,FW",Ipswich Town,Premier League,24.0,2000.0,15.0,5,1,1,27,0,0,0,13,22,0,0,0,57,19,18,51.4,6,1,37,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1268,Brennan Johnson,WAL,FW,Tottenham,Premier League,23.0,2001.0,24.2,5,0,0,27,0,0,0,4,26,2,0,0,63,7,20,25.9,26,12,53,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1269,Karl-Johan Johnsson,SWE,GK,Strasbourg,Ligue 1,34.0,1990.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1270,Sam Johnstone,ENG,GK,Wolves,Premier League,31.0,1993.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1271,Paul Joly,FRA,DF,Auxerre,Ligue 1,24.0,2000.0,11.2,3,1,0,10,0,0,0,25,32,0,1,0,56,13,8,61.9,27,0,55,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1272,Curtis Jones,ENG,"MF,DF",Liverpool,Premier League,23.0,2001.0,19.0,3,1,1,18,0,0,0,7,22,1,0,0,97,14,13,51.9,25,1,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1273,Frenkie de Jong,NED,MF,Barcelona,La Liga,27.0,1997.0,12.7,3,0,0,14,0,0,0,12,11,0,1,0,57,10,7,58.8,18,0,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1274,Joan Jordán,ESP,MF,Alavés,La Liga,30.0,1994.0,15.7,4,0,0,28,0,0,0,9,18,0,0,0,61,16,13,55.2,11,1,106,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1275,Jorginho,ITA,MF,Arsenal,Premier League,32.0,1991.0,7.8,5,0,0,15,0,0,0,7,4,0,0,0,55,1,6,14.3,17,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1276,Jesse Joronen,FIN,GK,Venezia,Serie A,31.0,1993.0,7.8,0,0,0,1,0,0,0,0,0,0,1,0,11,3,0,100.0,0,0,0,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1277,Jota,POR,"FW,MF",Rennes,Ligue 1,25.0,1999.0,3.7,0,0,0,3,0,0,0,3,2,0,0,0,11,1,1,50.0,2,3,16,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1278,Diogo Jota,POR,FW,Liverpool,Premier League,27.0,1996.0,13.3,2,0,0,23,0,0,0,8,8,1,0,0,41,22,32,40.7,14,1,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1279,Antoine Joujou,FRA,"MF,FW",Le Havre,Ligue 1,21.0,2003.0,10.5,1,0,0,7,0,0,0,9,11,0,0,0,59,5,18,21.7,7,2,37,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1280,Luka Jović,SRB,"FW,MF",Milan,Serie A,26.0,1997.0,6.2,1,0,0,4,0,0,0,1,0,0,0,0,9,9,9,50.0,7,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1281,Juanmi,ESP,"FW,MF",Getafe,La Liga,31.0,1993.0,7.7,2,0,0,19,0,0,0,2,11,0,0,0,23,6,8,42.9,10,6,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1282,Juanmi,ESP,"FW,MF",Betis,La Liga,31.0,1993.0,2.7,2,0,0,6,0,0,0,1,4,0,0,0,14,6,1,85.7,7,1,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1283,Juanpe,ESP,DF,Girona,La Liga,33.0,1991.0,8.1,2,0,0,4,0,0,0,8,5,0,0,0,22,25,9,73.5,2,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1284,Jubal,BRA,DF,Auxerre,Ligue 1,30.0,1993.0,29.3,7,0,0,27,0,0,0,25,39,1,2,0,90,72,32,69.2,21,1,0,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1285,Abdulai Juma Bah,SLE,DF,Valladolid,La Liga,18.0,2006.0,9.6,1,0,0,6,0,0,0,12,7,0,0,0,35,31,13,70.5,6,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1286,Abdulai Juma Bah,SLE,DF,Lens,Ligue 1,18.0,2006.0,7.6,2,0,0,7,0,0,0,17,10,0,0,0,37,23,6,79.3,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1287,Anthony Jung,GER,DF,Werder Bremen,Bundesliga,32.0,1991.0,21.1,1,0,0,9,0,0,0,25,22,0,2,0,81,34,20,63.0,15,2,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1288,Luiz Lúcio Reis Júnior,BRA,GK,Villarreal,La Liga,23.0,2001.0,16.2,2,0,0,0,0,0,0,0,0,0,0,0,18,6,1,85.7,6,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1289,Hamed Junior Traorè,CIV,MF,Auxerre,Ligue 1,24.0,2000.0,23.3,5,0,0,30,0,0,0,8,20,1,0,0,100,12,20,37.5,40,7,42,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1290,Vinicius Júnior,BRA,FW,Real Madrid,La Liga,24.0,2000.0,25.0,8,1,0,30,0,0,0,3,10,2,0,0,71,1,7,12.5,70,10,56,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
1291,Josip Juranović,CRO,"DF,MF",Union Berlin,Bundesliga,28.0,1995.0,12.9,4,0,0,8,0,0,0,7,13,0,0,0,62,4,5,44.4,6,1,78,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
