rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,yellow_cards,red_cards,second_yellow,fouls,fouled,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_win_pct,shot_creating_actions_foul_drawn,passes_offsides,passes_crosses,own_goals_against,season,table_type,processed_at
2043,Daniel Parejo,ESP,MF,Villarreal,La Liga,35.0,1989.0,25.3,8,0,0,20,0,0,0,24,40,0,0,0,142,24,9,72.7,37,1,37,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2044,Iago Parente,ESP,DF,Valladolid,La Liga,18.0,2006.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2045,Fabiano Parisi,ITA,"DF,MF",Fiorentina,Serie A,23.0,2000.0,12.5,3,0,0,17,0,0,0,17,17,0,0,0,64,13,17,43.3,28,0,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2046,Thomas Partey,GHA,"MF,DF",Arsenal,Premier League,31.0,1993.0,31.1,4,0,0,45,0,0,0,35,53,0,0,0,138,28,27,50.9,31,1,12,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2047,Mario Pašalić,CRO,MF,Atalanta,Serie A,29.0,1995.0,21.9,1,0,0,19,0,0,0,12,16,0,0,0,112,30,29,50.8,10,2,11,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2048,Álvaro Pascual,ESP,FW,Sevilla,La Liga,22.0,2002.0,4.5,1,0,0,11,0,0,0,2,3,0,0,0,12,11,17,39.3,5,1,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2049,Felix Passlack,GER,"DF,MF",Bochum,Bundesliga,26.0,1998.0,25.9,4,0,0,29,0,0,0,18,23,0,2,0,114,10,22,31.3,21,2,113,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2050,Patric,ESP,DF,Lazio,Serie A,31.0,1993.0,6.7,2,0,0,5,0,0,0,3,6,0,0,0,29,7,6,53.8,5,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2051,Rui Patrício,POR,GK,Atalanta,Serie A,36.0,1988.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2052,Nathan Patterson,SCO,DF,Everton,Premier League,22.0,2001.0,3.9,1,0,0,6,0,0,0,2,6,0,0,0,12,1,7,12.5,1,0,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2053,Benjamin Pavard,FRA,DF,Inter,Serie A,28.0,1996.0,17.6,4,0,0,18,0,0,0,16,16,0,0,0,46,40,32,55.6,9,2,11,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2054,Aleksandar Pavlovic,GER,MF,Bayern Munich,Bundesliga,20.0,2004.0,16.1,2,0,0,17,0,0,0,5,21,0,0,0,72,12,10,54.5,9,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2055,Strahinja Pavlović,SRB,DF,Milan,Serie A,23.0,2001.0,20.7,3,1,0,20,0,0,0,16,31,1,0,0,67,45,21,68.2,18,2,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2056,Leonardo Pavoletti,ITA,"FW,MF",Cagliari,Serie A,35.0,1988.0,4.9,5,0,0,25,0,0,0,0,0,0,0,0,9,56,44,56.0,7,7,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2057,Martín Payero,ARG,MF,Udinese,Serie A,25.0,1998.0,15.3,5,0,0,35,0,0,0,13,16,1,2,0,75,21,20,51.2,39,0,39,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2058,Nicolas Pays,FRA,"FW,MF",Montpellier,Ligue 1,20.0,2003.0,5.0,0,0,0,2,0,0,0,4,6,0,0,0,20,5,4,55.6,6,0,17,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2059,Nicolás Paz,ARG,"MF,FW",Como,Serie A,19.0,2004.0,29.9,6,0,0,47,0,0,0,21,33,0,1,0,118,31,23,57.4,33,2,41,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2060,Mads Pedersen,DEN,DF,Augsburg,Bundesliga,27.0,1996.0,2.6,0,0,0,5,0,0,0,2,7,0,1,0,11,1,2,33.3,1,1,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2061,Marcus Pedersen,NOR,DF,Torino,Serie A,24.0,2000.0,15.1,3,0,0,16,0,0,0,13,8,0,1,0,43,6,19,24.0,5,4,56,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2062,Alfonso Pedraza,ESP,"DF,MF",Villarreal,La Liga,28.0,1996.0,5.1,0,0,0,4,0,0,0,6,2,0,0,0,18,5,2,71.4,2,0,26,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2063,Pedri,ESP,MF,Barcelona,La Liga,21.0,2002.0,32.0,3,0,0,10,0,0,0,26,34,0,0,0,254,7,6,53.8,51,2,58,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2064,Pedro,ESP,"FW,MF",Lazio,Serie A,37.0,1987.0,12.2,2,0,0,17,0,0,0,3,14,0,0,0,59,1,6,14.3,24,1,65,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2065,Kévin Pedro,FRA,DF,Saint-Étienne,Ligue 1,18.0,2006.0,0.1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2066,Adrià Pedrosa,ESP,DF,Sevilla,La Liga,26.0,1998.0,25.5,7,0,0,38,0,0,0,24,32,0,0,0,100,11,28,28.2,19,3,97,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2067,Jordan Pefok,USA,FW,Reims,Ligue 1,28.0,1996.0,4.2,0,0,0,11,0,0,0,2,2,0,0,0,7,10,10,50.0,8,3,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2068,Jordan Pefok,USA,FW,Union Berlin,Bundesliga,28.0,1996.0,10.1,2,0,0,22,0,0,0,4,6,0,0,0,31,44,35,55.7,15,7,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2069,Pejiño,ESP,FW,Las Palmas,La Liga,28.0,1996.0,0.2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2070,Pietro Pellegri,ITA,FW,Empoli,Serie A,23.0,2001.0,4.6,2,0,0,10,0,0,0,0,2,0,0,0,15,3,20,13.0,5,1,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2071,Lorenzo Pellegrini,ITA,MF,Roma,Serie A,28.0,1996.0,18.1,4,0,0,26,0,0,0,6,16,0,0,0,61,10,20,33.3,27,4,49,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2072,Luca Pellegrini,ITA,DF,Lazio,Serie A,25.0,1999.0,11.9,5,0,0,18,0,0,0,19,11,1,0,0,41,8,7,53.3,11,0,89,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2073,Mateo Pellegrino,ARG,FW,Parma,Serie A,23.0,2001.0,8.2,2,0,0,27,0,0,0,1,2,0,0,0,20,49,44,52.7,16,0,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2074,Théo Pellenard,FRA,DF,Auxerre,Ligue 1,30.0,1994.0,0.5,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0.0,1,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2075,Andy Pelmard,MAD,DF,Lecce,Serie A,24.0,2000.0,1.4,1,0,0,2,0,0,0,0,6,0,0,0,4,0,1,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2076,Andy Pelmard,MAD,DF,Las Palmas,La Liga,24.0,2000.0,2.3,1,0,0,2,0,0,0,2,0,0,0,0,4,1,1,50.0,3,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2077,Timothee Pembele,FRA,DF,Le Havre,Ligue 1,21.0,2002.0,12.4,3,0,0,9,0,0,0,11,22,0,0,0,46,10,14,41.7,11,1,28,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2078,Faris Pemi Moumbagna,CMR,FW,Marseille,Ligue 1,24.0,2000.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2079,Iñaki Peña,ESP,GK,Barcelona,La Liga,25.0,1999.0,15.5,1,0,0,0,0,0,0,0,0,0,0,0,65,1,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2080,Rubén Peña,ESP,"FW,DF",Osasuna,La Liga,33.0,1991.0,8.6,1,0,0,12,0,0,0,6,5,1,0,0,33,7,15,31.8,7,0,52,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2081,Nicolas Pépé,CIV,"FW,MF",Villarreal,La Liga,29.0,1995.0,16.7,3,0,0,20,0,0,0,5,9,1,0,0,53,16,18,47.1,25,8,44,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2082,Peque,ESP,"MF,FW",Sevilla,La Liga,21.0,2002.0,12.6,1,0,0,22,0,0,0,8,5,0,1,0,41,8,26,23.5,26,2,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2083,Sergiu Perciun,MDA,"FW,MF",Torino,Serie A,18.0,2006.0,1.7,0,0,0,3,0,0,0,1,2,0,0,0,10,0,2,0.0,4,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2084,Óscar Perea,COL,"MF,DF",Strasbourg,Ligue 1,18.0,2005.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2085,Andreas Pereira,BRA,MF,Fulham,Premier League,28.0,1996.0,22.4,7,0,0,28,0,0,0,8,13,1,0,0,100,13,23,36.1,24,1,171,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2086,Mathias Pereira Lage,POR,"FW,MF",Brest,Ligue 1,27.0,1996.0,17.5,4,0,0,30,0,0,0,20,24,0,1,0,77,35,41,46.1,28,2,99,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2087,Pedro Pereira,POR,DF,Monza,Serie A,26.0,1998.0,29.6,10,0,0,48,0,0,0,21,32,0,0,0,88,27,40,40.3,9,0,57,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2088,Ricardo Pereira,POR,DF,Leicester City,Premier League,30.0,1993.0,4.3,1,0,0,6,0,0,0,4,8,0,0,0,19,4,2,66.7,8,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2089,Gastón Pereiro,URU,MF,Genoa,Serie A,29.0,1995.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,1,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2090,Daniel Peretz,ISR,GK,Bayern Munich,Bundesliga,24.0,2000.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2091,Ayoze Pérez,ESP,FW,Villarreal,La Liga,31.0,1993.0,21.9,4,0,0,22,0,0,0,8,14,0,0,0,56,13,32,28.9,39,6,15,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2092,Carles Pérez,ESP,"MF,FW",Getafe,La Liga,26.0,1998.0,15.9,2,0,0,44,0,0,0,6,23,0,0,0,50,13,27,32.5,11,1,42,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2093,Francisco Perez,ESP,"FW,MF",Valencia,La Liga,21.0,2002.0,6.3,1,0,0,6,0,0,0,3,12,0,0,0,27,5,7,41.7,12,0,27,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2094,Kike Pérez,ESP,MF,Venezia,Serie A,27.0,1997.0,12.4,4,0,0,31,0,0,0,10,25,0,0,0,71,14,16,46.7,16,1,49,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2095,Kike Pérez,ESP,MF,Valladolid,La Liga,27.0,1997.0,13.2,6,0,0,32,0,0,0,7,26,0,0,0,60,12,15,44.4,21,1,33,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2096,Luis Pérez,ESP,DF,Valladolid,La Liga,29.0,1995.0,28.4,2,0,0,13,0,0,0,29,30,0,1,0,77,15,34,30.6,25,3,105,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2097,Nehuén Pérez,ARG,DF,Udinese,Serie A,24.0,2000.0,2.0,0,0,0,3,0,0,0,1,1,0,0,0,6,3,1,75.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2098,Simone Perilli,ITA,GK,Hellas Verona,Serie A,29.0,1995.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2099,Mattia Perin,ITA,GK,Juventus,Serie A,31.0,1992.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2100,Romain Perraud,FRA,DF,Betis,La Liga,26.0,1997.0,22.2,8,1,0,26,0,0,0,22,22,0,1,0,95,9,17,34.6,44,5,71,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2101,Lucas Perri,BRA,GK,Lyon,Ligue 1,26.0,1997.0,33.0,1,0,0,1,0,0,0,0,1,0,0,0,29,12,0,100.0,4,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2102,Gaëtan Perrin,FRA,"MF,FW",Auxerre,Ligue 1,28.0,1996.0,29.9,2,0,0,24,0,0,0,12,26,0,0,0,124,3,13,18.8,20,9,162,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2103,Máximo Perrone,ARG,MF,Como,Serie A,21.0,2003.0,20.6,6,0,0,26,0,0,0,20,27,0,0,0,96,11,14,44.0,13,0,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2104,Noah Pesch,CRO,FW,Gladbach,Bundesliga,19.0,2005.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2105,Matteo Pessina,ITA,MF,Monza,Serie A,27.0,1997.0,9.5,2,0,0,5,0,0,0,12,4,0,0,0,58,10,8,55.6,13,0,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2106,Andrea Petagna,ITA,FW,Monza,Serie A,29.0,1995.0,3.7,1,0,0,6,0,0,0,1,1,0,0,0,7,7,17,29.2,4,4,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2107,Prosper Peter,NGA,"MF,FW",Angers,Ligue 1,16.0,2007.0,0.3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2108,Léo Pétrot,FRA,DF,Saint-Étienne,Ligue 1,27.0,1997.0,29.3,4,0,0,22,0,0,0,42,39,0,3,0,115,40,37,51.9,22,1,51,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2109,Đorđe Petrović,SRB,GK,Strasbourg,Ligue 1,24.0,1999.0,31.0,2,0,0,0,0,0,0,0,1,0,0,0,58,4,0,100.0,3,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2110,Giuseppe Pezzella,ITA,"DF,FW",Empoli,Serie A,26.0,1997.0,32.0,7,0,0,49,0,0,0,15,31,0,1,0,88,36,19,65.5,33,6,178,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2111,Valentín Pezzolesi,ESP,DF,Las Palmas,La Liga,17.0,2007.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2112,Luca Philipp,GER,GK,Hoffenheim,Bundesliga,23.0,2000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2113,Maximilian Philipp,GER,"MF,FW",Freiburg,Bundesliga,30.0,1994.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2114,Kalvin Phillips,ENG,MF,Ipswich Town,Premier League,28.0,1995.0,13.7,6,1,1,28,0,0,0,19,19,0,0,0,68,7,22,24.1,20,0,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2115,Jaden Philogene Bidace,ENG,"FW,MF",Aston Villa,Premier League,22.0,2002.0,3.7,4,1,1,12,0,0,0,3,5,0,0,0,21,0,5,0.0,8,1,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2116,Jaden Philogene Bidace,ENG,"FW,DF",Ipswich Town,Premier League,22.0,2002.0,5.3,1,0,0,8,0,0,0,10,7,0,0,0,23,5,3,62.5,10,1,13,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2117,Pica,ESP,DF,Alavés,La Liga,22.0,2002.0,5.5,1,0,0,6,0,0,0,9,7,0,0,0,13,18,11,62.1,3,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2118,Roberto Piccoli,ITA,FW,Cagliari,Serie A,23.0,2001.0,34.7,6,0,0,60,0,0,0,3,9,2,0,0,54,110,147,42.8,54,23,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2119,Benedikt Pichler,AUT,FW,Holstein Kiel,Bundesliga,27.0,1997.0,8.7,1,0,0,14,0,0,0,2,2,0,0,0,15,41,31,56.9,16,13,11,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2120,Jordan Pickford,ENG,GK,Everton,Premier League,30.0,1994.0,38.0,7,0,0,0,0,0,0,1,0,0,0,0,36,5,1,83.3,7,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2121,Amos Pieper,GER,DF,Werder Bremen,Bundesliga,26.0,1998.0,16.6,3,0,0,11,0,0,0,24,17,0,0,0,56,40,40,50.0,11,0,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2122,Marvin Pieringer,GER,"FW,MF",Heidenheim,Bundesliga,24.0,1999.0,24.5,7,0,0,50,0,0,0,8,13,2,0,0,63,73,124,37.1,46,15,11,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2123,Nicholas Pierini,ITA,MF,Venezia,Serie A,25.0,1998.0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,25.0,2,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2124,Santiago Pierotti,ARG,FW,Lecce,Serie A,23.0,2001.0,21.5,6,1,1,55,0,0,0,14,24,0,0,0,111,49,61,44.5,13,12,17,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2125,Balthazar Pierret,FRA,MF,Lecce,Serie A,24.0,2000.0,19.1,2,0,0,34,0,0,0,19,31,0,1,0,93,27,33,45.0,20,0,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2126,Andrea Pinamonti,ITA,FW,Genoa,Serie A,25.0,1999.0,31.7,4,0,0,21,0,0,0,1,6,0,0,0,53,83,111,42.8,43,16,17,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2127,Ethan Pinnock,JAM,DF,Brentford,Premier League,31.0,1993.0,21.3,2,0,0,8,0,0,0,24,19,0,1,0,50,63,43,59.4,4,0,9,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2128,Yeremi Pino,ESP,"MF,FW",Villarreal,La Liga,21.0,2002.0,21.5,11,0,0,49,0,0,0,8,32,1,0,0,93,12,16,42.9,30,15,47,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2129,Nicola Pintus,ITA,DF,Cagliari,Serie A,19.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2130,Niccolò Pisilli,ITA,MF,Roma,Serie A,19.0,2004.0,13.6,7,0,0,19,0,0,0,11,11,0,0,0,58,3,21,12.5,13,1,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2131,Damián Pizarro,CHI,"FW,MF",Udinese,Serie A,19.0,2005.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2132,Semuel Pizzignacco,ITA,GK,Monza,Serie A,22.0,2001.0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,100.0,2,0,0,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2133,Alassane Pléa,FRA,"MF,FW",Gladbach,Bundesliga,31.0,1993.0,21.1,3,0,0,17,0,0,0,2,3,1,0,0,66,15,32,31.9,33,8,45,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2134,Tommaso Pobega,ITA,MF,Bologna,Serie A,25.0,1999.0,13.1,6,2,1,33,0,0,0,14,19,1,0,0,45,14,16,46.7,14,0,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2135,Daniel Podence,POR,"MF,FW",Wolves,Premier League,28.0,1995.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,2,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2136,Joel Pohjanpalo,FIN,FW,Venezia,Serie A,29.0,1994.0,17.8,1,0,0,12,0,0,0,4,3,1,0,0,20,46,59,43.8,15,10,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2137,Matteo Politano,ITA,"FW,MF",Napoli,Serie A,30.0,1993.0,31.2,3,0,0,14,0,0,0,13,15,1,0,0,95,6,20,23.1,31,6,229,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2138,Alfie Pond,ENG,DF,Wolves,Premier League,20.0,2004.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2139,Marin Pongračić,CRO,DF,Fiorentina,Serie A,26.0,1997.0,15.2,3,1,1,26,0,0,0,12,13,0,0,0,73,25,11,69.4,7,0,1,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2140,Nick Pope,ENG,GK,Newcastle Utd,Premier League,32.0,1992.0,28.0,2,0,0,2,0,0,0,1,0,0,2,0,24,11,1,91.7,5,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2141,Finn Porath,GER,"DF,MF",Holstein Kiel,Bundesliga,27.0,1997.0,21.9,3,0,0,31,0,0,0,21,26,0,0,0,79,26,25,51.0,37,0,84,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2142,Pedro Porro,ESP,DF,Tottenham,Premier League,24.0,1999.0,29.0,5,0,0,25,0,0,0,36,49,0,0,0,152,12,23,34.3,33,1,196,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2143,Portu,ESP,"FW,MF",Girona,La Liga,32.0,1992.0,8.7,4,0,0,14,0,0,0,0,7,0,0,0,24,10,12,45.5,10,7,26,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2144,Stefan Posch,AUT,DF,Bologna,Serie A,27.0,1997.0,7.9,1,0,0,16,0,0,0,5,15,0,0,0,43,13,8,61.9,17,1,18,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2145,Stefan Posch,AUT,DF,Atalanta,Serie A,27.0,1997.0,4.3,0,0,0,11,0,0,0,4,11,0,0,0,22,4,6,40.0,0,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2146,Tom Pouilly,FRA,"DF,MF",Lens,Ligue 1,21.0,2003.0,3.0,1,0,0,3,0,0,0,4,6,0,0,0,16,0,4,0.0,2,0,11,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2147,Yussuf Poulsen,DEN,"FW,MF",RB Leipzig,Bundesliga,30.0,1994.0,4.2,1,0,0,8,0,0,0,0,5,0,0,0,16,27,11,71.1,14,1,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2148,Beñat Prados,ESP,MF,Athletic Club,La Liga,23.0,2001.0,19.1,7,0,0,40,0,0,0,28,36,0,0,0,91,29,22,56.9,15,0,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2149,Alexander Prass,AUT,DF,Hoffenheim,Bundesliga,23.0,2001.0,17.4,1,0,0,17,0,0,0,9,23,1,0,0,92,15,19,44.1,25,0,54,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2150,Matteo Prati,ITA,MF,Cagliari,Serie A,20.0,2003.0,6.3,1,0,0,8,0,0,0,7,4,0,0,0,24,1,6,14.3,6,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2151,Abdón Prats,ESP,"FW,MF",Mallorca,La Liga,31.0,1992.0,5.1,4,0,0,6,0,0,0,1,1,1,0,0,13,19,32,37.3,19,2,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2152,David Preu,GER,"MF,DF",Union Berlin,Bundesliga,19.0,2004.0,1.3,1,0,0,1,0,0,0,0,1,0,0,0,4,0,3,0.0,1,1,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2153,Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,29.0,1995.0,1.9,0,0,0,0,0,0,0,2,0,0,0,0,7,1,3,25.0,3,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2154,Ivan Provedel,ITA,GK,Lazio,Serie A,30.0,1994.0,29.0,0,0,0,0,0,0,0,1,0,0,0,0,44,7,1,87.5,5,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2155,Ivan Prtajin,CRO,FW,Union Berlin,Bundesliga,28.0,1996.0,1.8,0,0,0,1,0,0,0,0,2,0,0,0,4,10,17,37.0,1,2,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2156,Javi Puado,ESP,"FW,MF",Espanyol,La Liga,26.0,1998.0,33.0,8,0,0,22,0,0,0,5,17,1,0,0,105,9,30,23.1,27,6,27,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2157,Tymoteusz Puchacz,POL,DF,Holstein Kiel,Bundesliga,25.0,1999.0,4.4,0,0,0,2,0,0,0,3,4,0,0,0,32,4,4,50.0,7,1,37,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2158,Diego Pugno,ITA,FW,Juventus,Serie A,18.0,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2159,Christian Pulisic,USA,"FW,MF",Milan,Serie A,25.0,1998.0,27.5,1,0,0,20,0,0,0,5,29,1,0,0,94,11,42,20.8,37,3,119,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2160,Jarell Quansah,ENG,DF,Liverpool,Premier League,21.0,2003.0,5.5,2,0,0,9,0,0,0,7,8,0,1,0,19,7,10,41.2,1,0,2,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2161,Leopold Querfeld,AUT,DF,Union Berlin,Bundesliga,20.0,2003.0,19.4,8,0,0,20,0,0,0,19,12,0,1,0,66,65,54,54.6,13,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
2162,Dani Raba,ESP,"FW,MF",Leganés,La Liga,28.0,1995.0,20.9,6,0,0,40,0,0,0,14,23,1,0,0,90,5,15,25.0,56,9,90,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
