Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
2289,Djibril Sidibé,fr FRA,"DF,MF",Toulouse,fr Ligue 1,33-078,1992,7,406,58,64.4,4.5,5,77,1,2,12,0,1.43,6,10,-4,-0.89,-2.09,6.4,6.4,0.0,+0.01,Matches
2290,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,22-240,2003,6,237,40,43.9,2.6,2,80,0,4,20,0,0.67,5,2,+3,+1.14,+3.52,5.1,2.3,+2.8,+1.08,Matches
2291,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-196,2002,1,78,78,14.4,0.9,1,78,0,0,,5,0.00,0,4,-4,-4.62,-4.42,0.2,1.9,-1.7,-1.95,Matches
2292,Benjamin Siegrist,ch SUI,GK,Genoa,it Serie A,33-257,1992,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
2293,Ismael Sierra,es ESP,DF,Villarreal,es La Liga,22-212,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2294,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-162,1997,6,514,86,81.6,5.7,6,86,4,0,,0,1.00,4,7,-3,-0.53,+1.03,6.5,7.9,-1.4,-0.25,Matches
2295,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-220,2000,4,267,67,49.4,3.0,3,86,2,1,10,2,0.75,3,4,-1,-0.34,+1.64,2.7,3.6,-0.9,-0.31,Matches
2296,Mathys Silestrie,fr FRA,GK,Rennes,fr Ligue 1,20-029,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
2297,André Silva,pt POR,FW,Elche,es La Liga,29-343,1995,7,364,52,50.6,4.0,4,74,2,3,22,1,1.71,5,7,-2,-0.49,-1.51,6.1,5.0,+1.1,+0.26,Matches
2298,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-066,1994,7,373,53,59.2,4.1,4,78,1,3,20,0,1.86,10,2,+8,+1.93,+1.58,8.2,4.0,+4.2,+1.02,Matches
2299,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-076,1997,7,415,59,65.9,4.6,4,89,3,3,20,0,1.86,11,7,+4,+0.87,+0.87,7.7,6.1,+1.6,+0.35,Matches
2300,Fábio Silva,pt POR,FW,Dortmund,de Bundesliga,23-088,2002,2,14,7,2.6,0.2,0,,0,2,7,0,2.00,0,0,0,0.00,-1.37,0.6,0.0,+0.6,+3.68,Matches
2301,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-075,1999,1,12,12,1.9,0.1,0,,0,1,12,0,3.00,0,0,0,0.00,+1.02,0.0,0.0,0.0,0.00,Matches
2302,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-227,1991,2,180,90,33.3,2.0,2,90,2,0,,4,0.50,2,5,-3,-1.50,-2.00,1.0,4.9,-3.8,-1.91,Matches
2303,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-120,2001,2,54,27,8.6,0.6,0,,0,2,27,2,1.50,1,1,0,0.00,-0.62,0.5,0.7,-0.2,-0.37,Matches
2304,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-102,1995,6,419,70,77.6,4.7,6,70,0,0,,0,0.83,4,11,-7,-1.50,-0.76,4.5,5.8,-1.3,-0.28,Matches
2305,Giuliano Simeone,ar ARG,"MF,FW",Atlético Madrid,es La Liga,22-301,2002,8,607,76,84.3,6.7,7,82,2,1,35,0,1.63,12,8,+4,+0.59,-0.20,10.0,6.9,+3.1,+0.46,Matches
2306,Moses Simon,ng NGA,"FW,MF",Paris FC,fr Ligue 1,30-095,1995,7,523,75,83.0,5.8,7,75,0,0,,0,1.43,10,8,+2,+0.34,+2.87,9.7,7.9,+1.8,+0.31,Matches
2307,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-126,1997,8,720,90,100.0,8.0,8,90,8,0,,0,1.63,9,9,0,0.00,,11.8,6.3,+5.5,+0.69,Matches
2308,Xavi Simons,nl NED,"FW,MF",Tottenham,eng Premier League,22-177,2003,4,250,63,39.7,2.8,3,73,0,1,30,0,2.00,6,2,+4,+1.44,+0.49,2.4,3.6,-1.3,-0.45,Matches
2309,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-177,2003,1,90,90,16.7,1.0,1,90,1,0,,0,0.00,0,6,-6,-6.00,-7.20,0.5,1.7,-1.2,-1.17,Matches
2310,Danel Sinani,lu LUX,MF,St. Pauli,de Bundesliga,28-193,1997,6,522,87,96.7,5.8,6,87,4,0,,0,1.17,8,9,-1,-0.17,-0.17,6.9,7.2,-0.4,-0.07,Matches
2311,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-311,1999,7,567,81,90.0,6.3,7,81,2,0,,0,0.86,5,7,-2,-0.32,+3.97,6.4,7.4,-1.0,-0.15,Matches
2312,Wilfried Singo,ci CIV,"DF,MF",Monaco,fr Ligue 1,24-294,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
2313,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,37-207,1988,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2314,Dario Sits,lv LVA,FW,Parma,it Serie A,21-253,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2315,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-065,1996,8,720,90,100.0,8.0,8,90,8,0,,0,1.38,9,8,+1,+0.12,,7.9,6.7,+1.2,+0.14,Matches
2316,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20-305,2004,3,225,75,35.7,2.5,3,75,2,0,,0,1.00,2,3,-1,-0.40,+0.49,1.7,4.0,-2.3,-0.92,Matches
2317,Tim Skarke,de GER,"MF,DF",Union Berlin,de Bundesliga,29-038,1996,5,122,24,22.6,1.4,0,,0,5,24,1,0.80,0,4,-4,-2.95,-2.74,1.8,3.0,-1.2,-0.89,Matches
2318,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30-158,1995,2,167,84,30.9,1.9,2,84,1,0,,3,1.50,6,6,0,0.00,-0.24,3.1,3.1,0.0,+0.02,Matches
2319,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,25-321,1999,4,315,79,58.3,3.5,4,79,3,0,,1,0.25,1,5,-4,-1.14,-0.34,4.6,4.1,+0.5,+0.15,Matches
2320,Laurs Skjellerup,dk DEN,MF,Sassuolo,it Serie A,23-064,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
2321,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34-163,1991,6,540,90,100.0,6.0,6,90,6,0,,0,1.67,9,5,+4,+0.67,,8.3,5.6,+2.7,+0.45,Matches
2322,Andreas Skov Olsen,dk DEN,FW,Wolfsburg,de Bundesliga,25-290,1999,5,311,62,57.6,3.5,4,67,0,1,45,0,1.00,7,5,+2,+0.58,+2.15,4.9,3.9,+1.1,+0.31,Matches
2323,Robert Skov,dk DEN,DF,Union Berlin,de Bundesliga,29-148,1996,3,220,73,40.7,2.4,3,73,0,0,,0,1.00,4,6,-2,-0.82,+0.03,3.3,6.4,-3.1,-1.26,Matches
2324,Wassim Slama,fr FRA,MF,Paris S-G,fr Ligue 1,17-019,2008,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2325,Gaga Slonina,us USA,GK,Chelsea,eng Premier League,21-153,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
2326,Tobias Slotsager,dk DEN,DF,Hellas Verona,it Serie A,19-287,2006,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
2327,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-169,1991,3,204,68,32.4,2.3,3,68,1,0,,0,2.00,4,3,+1,+0.44,+0.02,3.5,2.6,+0.9,+0.42,Matches
2328,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-280,1997,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,8,9,-1,-0.17,,7.0,7.5,-0.5,-0.09,Matches
2329,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25-079,2000,7,131,19,20.8,1.5,0,,0,7,19,0,1.14,3,1,+2,+1.37,+2.28,2.8,1.3,+1.5,+1.01,Matches
2330,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25-059,2000,4,260,65,48.1,2.9,2,88,1,2,43,2,1.75,4,3,+1,+0.35,+0.02,3.5,2.9,+0.6,+0.20,Matches
2331,Eduard Sobol,ua UKR,"DF,MF",Strasbourg,fr Ligue 1,30-178,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
2332,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24-187,2001,5,239,48,44.3,2.7,3,66,1,2,20,0,0.60,1,6,-5,-1.88,-2.18,2.3,5.3,-3.0,-1.13,Matches
2333,Alex Sola,es ESP,FW,Getafe,es La Liga,26-128,1999,1,13,13,1.8,0.1,0,,0,1,13,2,3.00,0,0,0,0.00,+0.25,0.1,0.1,0.0,-0.19,Matches
2334,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,28-031,1997,2,33,17,5.2,0.4,0,,0,2,17,0,3.00,0,0,0,0.00,-1.21,0.6,0.2,+0.4,+1.02,Matches
2335,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,28-286,1997,5,215,43,29.9,2.4,2,62,0,3,31,0,0.60,1,1,0,0.00,+0.89,4.0,2.6,+1.4,+0.58,Matches
2336,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-241,2005,1,1,1,0.2,0.0,0,,0,1,1,5,3.00,0,0,0,0.00,-0.43,0.0,0.0,0.0,0.00,Matches
2337,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-250,2000,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,6,9,-3,-0.50,,7.3,6.5,+0.9,+0.15,Matches
2338,Jhon Solis,co COL,MF,Girona,es La Liga,21-012,2004,7,300,43,41.7,3.3,3,78,1,4,16,1,0.43,2,12,-10,-3.00,-2.57,3.2,10.1,-7.0,-2.10,Matches
2339,Manor Solomon,il ISR,"FW,MF",Tottenham,eng Premier League,26-083,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2340,Manor Solomon,il ISR,"MF,DF",Villarreal,es La Liga,26-083,1999,3,102,34,14.2,1.1,1,71,0,2,16,2,3.00,3,0,+3,+2.65,+2.21,2.5,1.9,+0.6,+0.53,Matches
2341,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,28-089,1997,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
2342,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-302,1988,4,360,90,66.7,4.0,4,90,4,0,,2,1.50,13,7,+6,+1.50,0.00,7.8,3.3,+4.5,+1.12,Matches
2343,Oliver Sonne,pe PER,"DF,FW",Burnley,eng Premier League,24-339,2000,3,104,35,16.5,1.2,1,73,0,2,16,0,1.00,1,4,-3,-2.60,-1.74,1.5,3.3,-1.7,-1.49,Matches
2344,David Soria,es ESP,GK,Getafe,es La Liga,32-194,1993,8,720,90,100.0,8.0,8,90,8,0,,0,1.38,9,11,-2,-0.25,,5.5,6.8,-1.3,-0.16,Matches
2345,Borna Sosa,hr CRO,"DF,MF",Crystal Palace,eng Premier League,27-267,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,Matches
2346,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-300,2003,7,536,77,74.4,6.0,6,84,4,1,34,1,0.71,6,7,-1,-0.17,+0.81,6.7,7.4,-0.8,-0.13,Matches
2347,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,34-355,1990,4,29,7,4.6,0.3,0,,0,4,7,3,2.25,0,0,0,0.00,-0.60,0.1,0.4,-0.3,-0.98,Matches
2348,Riccardo Sottil,it ITA,FW,Lecce,it Serie A,26-134,1999,5,245,49,45.4,2.7,3,62,0,2,30,1,0.80,2,5,-3,-1.10,-0.49,1.6,3.3,-1.7,-0.63,Matches
2349,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-230,1995,4,232,58,36.8,2.6,3,71,1,1,20,0,0.75,4,8,-4,-1.55,-0.19,3.5,3.6,-0.1,-0.04,Matches
2350,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22-183,2003,6,485,81,89.8,5.4,6,81,1,0,,0,2.50,7,2,+5,+0.93,+0.93,6.1,4.2,+2.0,+0.37,Matches
2351,Aboubaka Soumahoro,fr FRA,DF,Hamburger SV,de Bundesliga,20-253,2005,1,45,45,8.3,0.5,1,45,0,0,,3,0.00,0,4,-4,-8.00,-8.36,0.3,1.6,-1.2,-2.50,Matches
2352,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,24-285,2001,7,298,43,47.3,3.3,3,61,0,4,29,0,1.00,5,6,-1,-0.30,+1.32,4.7,5.5,-0.8,-0.25,Matches
2353,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,25-005,2000,7,630,90,100.0,7.0,7,90,7,0,,0,0.86,8,10,-2,-0.29,,9.7,7.6,+2.1,+0.31,Matches
2354,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26-120,1999,6,462,77,85.6,5.1,6,77,2,0,,0,0.83,7,8,-1,-0.19,+0.96,8.4,8.4,0.0,-0.01,Matches
2355,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-251,1997,4,250,63,34.7,2.8,3,79,1,1,14,2,1.50,6,6,0,0.00,-0.77,4.3,6.0,-1.7,-0.60,Matches
2356,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,25-067,2000,6,403,67,64.0,4.5,5,80,3,1,2,1,1.83,8,2,+6,+1.34,+0.55,5.0,5.6,-0.6,-0.13,Matches
2357,Leonardo Spinazzola,it ITA,DF,Napoli,it Serie A,32-204,1993,5,281,56,52.0,3.1,3,79,1,2,22,0,3.00,8,2,+6,+1.92,+1.92,5.6,3.7,+1.9,+0.60,Matches
2358,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,33-158,1992,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
2359,Anton Stach,de GER,MF,Leeds United,eng Premier League,26-334,1998,7,606,87,96.2,6.7,7,87,6,0,,0,1.14,7,11,-4,-0.59,-0.59,7.3,7.9,-0.6,-0.08,Matches
2360,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-341,1996,4,290,73,53.7,3.2,4,73,1,0,,0,1.50,3,5,-2,-0.62,+0.46,3.7,6.0,-2.4,-0.74,Matches
2361,Dimitrios Stamatakis,gr GRE,GK,Osasuna,es La Liga,22-175,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
2362,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35-063,1990,5,443,89,70.3,4.9,5,89,3,0,,0,0.20,5,11,-6,-1.22,+1.19,6.5,11.0,-4.5,-0.91,Matches
2363,Nicolae Stanciu,ro ROU,"MF,FW",Genoa,it Serie A,32-161,1993,3,172,57,31.9,1.9,2,75,0,1,22,2,0.33,0,0,0,0.00,+1.47,1.3,1.5,-0.2,-0.12,Matches
2364,Otto Stange,de GER,MF,Hamburger SV,de Bundesliga,18-248,2007,1,16,16,3.0,0.2,0,,0,1,16,1,0.00,0,0,0,0.00,+0.34,0.0,0.4,-0.4,-2.12,Matches
2365,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-196,2000,3,270,90,50.0,3.0,3,90,3,0,,0,3.00,14,2,+12,+4.00,+0.67,8.3,1.6,+6.7,+2.24,Matches
2366,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30-136,1995,3,123,41,17.1,1.4,1,90,1,2,17,0,1.00,2,1,+1,+0.73,+1.33,3.1,1.2,+1.8,+1.34,Matches
2367,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-184,1995,2,139,70,25.7,1.5,2,70,0,0,,0,0.50,2,6,-4,-2.59,-2.37,1.6,3.8,-2.2,-1.40,Matches
2368,Jason Steele,eng ENG,GK,Brighton,eng Premier League,35-058,1990,0,,,,,0,,0,0,,7,,,,,,,,,,,Matches
2369,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,21-047,2004,3,113,38,15.7,1.3,1,55,0,2,29,0,0.67,2,1,+1,+0.80,+1.69,2.0,1.7,+0.3,+0.28,Matches
2370,Calvin Stengs,nl NED,MF,Pisa,it Serie A,26-301,1998,2,13,7,2.4,0.1,0,,0,2,7,0,0.00,0,0,0,0.00,+1.20,0.1,0.3,-0.2,-1.40,Matches
2371,Pascal Stenzel,de GER,"DF,MF",Stuttgart,de Bundesliga,29-209,1996,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
2372,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,22-188,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2373,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24-194,2001,6,484,81,89.6,5.4,5,90,5,1,34,0,2.00,8,6,+2,+0.37,+0.37,7.4,5.9,+1.4,+0.27,Matches
2374,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32-049,1993,5,281,56,52.0,3.1,4,66,0,1,17,1,0.40,0,6,-6,-1.92,-1.57,3.9,3.8,+0.1,+0.02,Matches
2375,John Stones,eng ENG,DF,Manchester City,eng Premier League,31-140,1994,4,265,66,42.1,2.9,3,87,2,1,4,2,1.00,5,5,0,0.00,-2.22,5.6,4.0,+1.6,+0.53,Matches
2376,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-251,2000,5,362,72,57.5,4.0,4,79,0,1,45,0,0.40,2,5,-3,-0.75,+1.27,3.3,4.8,-1.5,-0.38,Matches
2377,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26-065,1999,7,630,90,100.0,7.0,7,90,7,0,,0,1.14,7,11,-4,-0.57,,7.6,7.9,-0.3,-0.04,Matches
2378,Cristhian Stuani,uy URU,FW,Girona,es La Liga,39-003,1986,4,104,26,14.4,1.2,1,63,0,3,14,3,1.25,0,2,-2,-1.73,-0.27,0.9,1.6,-0.7,-0.63,Matches
2379,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,24-037,2001,5,346,69,64.1,3.8,4,75,1,1,45,0,0.80,3,8,-5,-1.30,-1.30,3.2,5.9,-2.7,-0.69,Matches
2380,Denis Suárez,es ESP,MF,Villarreal,es La Liga,31-282,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
2381,Denis Suárez,es ESP,MF,Alavés,es La Liga,31-282,1994,6,159,27,22.1,1.8,1,71,0,5,18,0,1.33,5,3,+2,+1.13,+1.29,2.3,1.7,+0.6,+0.37,Matches
2382,Gabriel Suazo,cl CHI,"DF,MF",Sevilla,es La Liga,28-067,1997,6,480,80,66.7,5.3,5,90,5,1,30,0,2.17,11,5,+6,+1.13,+1.87,6.2,9.0,-2.8,-0.52,Matches
2383,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,23-037,2002,4,123,31,17.1,1.4,1,55,0,3,23,3,0.25,0,4,-4,-2.93,-2.78,1.0,3.0,-2.0,-1.43,Matches
2384,Petar Sucic,hr CRO,MF,Inter,it Serie A,21-355,2003,5,267,53,49.4,3.0,3,80,2,2,13,1,1.80,8,6,+2,+0.67,-1.63,5.2,3.7,+1.5,+0.49,Matches
2385,Yukinari Sugawara,jp JPN,DF,Werder Bremen,de Bundesliga,25-109,2000,5,432,86,80.0,4.8,5,86,4,0,,0,1.40,8,9,-1,-0.21,+3.13,8.1,9.7,-1.6,-0.33,Matches
2386,Pavel Šulc,cz CZE,"FW,MF",Lyon,fr Ligue 1,24-290,2000,7,154,22,24.4,1.7,1,73,0,6,14,0,2.14,4,4,0,0.00,-0.76,4.4,3.1,+1.3,+0.77,Matches
2387,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,30-042,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
2388,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,22-146,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2389,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,23-242,2002,6,340,57,63.0,3.8,4,73,0,2,24,0,1.67,10,2,+8,+2.12,+3.02,6.0,3.8,+2.1,+0.56,Matches
2390,Crysencio Summerville,nl NED,"MF,FW",West Ham,eng Premier League,23-350,2001,5,312,62,49.5,3.5,4,76,1,1,9,0,0.80,5,7,-2,-0.58,+1.69,4.4,6.0,-1.7,-0.48,Matches
2391,Yuito Suzuki,jp JPN,MF,Freiburg,de Bundesliga,23-355,2001,2,137,69,25.4,1.5,2,69,0,0,,2,0.00,1,6,-5,-3.28,-4.40,2.5,3.1,-0.6,-0.38,Matches
2392,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23-055,2002,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,3,7,-4,-0.67,,5.9,5.6,+0.3,+0.05,Matches
2393,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-283,1999,5,224,45,41.5,2.5,2,73,0,3,26,0,0.80,3,5,-2,-0.80,-0.80,4.4,4.4,0.0,+0.01,Matches
2394,Daniel Svensson,se SWE,"DF,MF",Dortmund,de Bundesliga,23-245,2002,6,540,90,100.0,6.0,6,90,6,0,,0,2.33,12,4,+8,+1.33,,10.1,5.1,+5.0,+0.84,Matches
2395,Velizar-Ilia Svetozarov Iliev,bg BUL,GK,Cagliari,it Serie A,20-087,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2396,Mile Svilar,rs SRB,GK,Roma,it Serie A,26-049,1999,6,540,90,100.0,6.0,6,90,6,0,,0,2.50,7,2,+5,+0.83,,7.0,5.2,+1.8,+0.30,Matches
2397,Williot Swedberg,se SWE,"MF,FW",Celta Vigo,es La Liga,21-256,2004,6,236,39,32.8,2.6,3,54,0,3,24,1,0.67,1,5,-4,-1.53,-1.71,2.3,2.0,+0.3,+0.11,Matches
2398,Grégoire Swiderski,ca CAN,GK,Alavés,es La Liga,20-010,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2399,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23-066,2002,2,25,13,4.0,0.3,0,,0,2,13,5,0.00,0,2,-2,-7.20,-6.75,0.5,1.3,-0.8,-2.95,Matches
2400,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,22-294,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2401,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,19-182,2006,2,63,32,10.0,0.7,1,58,0,1,5,2,3.00,2,1,+1,+1.43,+0.95,1.0,1.8,-0.8,-1.19,Matches
2402,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35-180,1990,2,180,90,25.0,2.0,2,90,2,0,,4,1.50,3,5,-2,-1.00,-3.50,4.4,3.8,+0.6,+0.30,Matches
2403,Dominik Szoboszlai,hu HUN,"MF,DF",Liverpool,eng Premier League,24-355,2000,7,630,90,100.0,7.0,7,90,7,0,,0,2.14,13,9,+4,+0.57,,10.9,7.9,+3.0,+0.43,Matches
2404,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-314,1995,7,297,42,41.3,3.3,3,74,1,4,19,0,1.43,7,5,+2,+0.61,-0.03,4.3,2.5,+1.8,+0.55,Matches
2405,Musa Al-Taamari,jo JOR,"FW,MF",Rennes,fr Ligue 1,28-127,1997,6,276,46,43.8,3.1,2,71,0,4,34,0,1.67,4,2,+2,+0.65,+1.41,4.5,4.8,-0.3,-0.10,Matches
2406,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31-117,1994,5,245,49,45.4,2.7,2,75,0,3,32,0,0.60,5,5,0,0.00,+2.14,4.1,3.9,+0.2,+0.08,Matches
2407,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33-045,1992,5,325,65,51.6,3.6,3,90,3,2,28,2,2.40,5,2,+3,+0.83,+0.54,5.6,4.5,+1.1,+0.31,Matches
2408,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,29-246,1996,6,517,86,95.7,5.7,6,86,5,0,,0,3.00,23,3,+20,+3.48,-4.34,15.9,3.1,+12.8,+2.22,Matches
2409,Chemsdine Talbi,ma MAR,FW,Sunderland,eng Premier League,20-159,2005,7,501,72,79.5,5.6,6,78,1,1,33,0,1.57,5,2,+3,+0.54,+1.93,4.3,6.0,-1.7,-0.31,Matches
2410,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27-142,1998,7,630,90,100.0,7.0,7,90,7,0,,0,1.00,9,16,-7,-1.00,,9.3,11.3,-2.1,-0.29,Matches
2411,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,31-253,1994,6,188,31,34.8,2.1,1,69,0,5,24,0,0.83,1,5,-4,-1.91,-0.89,2.5,1.9,+0.6,+0.29,Matches
2412,Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,27-035,1998,5,182,36,28.9,2.0,2,73,0,3,12,1,1.40,1,5,-4,-1.98,-1.98,2.5,2.9,-0.4,-0.20,Matches
2413,Axel Tapé,fr FRA,DF,Leverkusen,de Bundesliga,18-066,2007,4,163,41,30.2,1.8,2,63,0,2,19,1,2.00,6,3,+3,+1.66,+1.42,3.3,2.3,+1.0,+0.57,Matches
2414,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-255,1999,6,540,90,100.0,6.0,6,90,6,0,,0,1.83,12,8,+4,+0.67,,10.1,6.3,+3.7,+0.62,Matches
2415,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-330,1992,7,630,90,100.0,7.0,7,90,7,0,,0,1.57,9,7,+2,+0.29,,9.7,9.5,+0.2,+0.03,Matches
2416,César Tárrega,es ESP,DF,Valencia,es La Liga,23-231,2002,8,720,90,100.0,8.0,8,90,8,0,,0,1.00,10,14,-4,-0.50,,8.9,11.0,-2.1,-0.26,Matches
2417,Tylel Tati,fr FRA,DF,Nantes,fr Ligue 1,17-269,2008,6,515,86,81.7,5.7,6,86,5,0,,0,0.83,4,7,-3,-0.52,-1.31,4.1,9.0,-4.9,-0.85,Matches
2418,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-262,2000,6,376,63,69.6,4.2,5,71,1,1,22,0,1.17,5,5,0,0.00,-1.65,4.9,5.0,-0.1,-0.02,Matches
2419,Marcus Tavernier,eng ENG,MF,Bournemouth,eng Premier League,26-207,1999,7,498,71,79.0,5.5,6,78,1,1,31,0,2.00,7,5,+2,+0.36,-0.32,7.0,4.2,+2.8,+0.50,Matches
2420,Loum Tchaouna,fr FRA,MF,Burnley,eng Premier League,22-037,2003,7,312,45,49.5,3.5,4,65,0,3,17,0,0.57,4,5,-1,-0.29,+1.69,2.4,5.4,-3.1,-0.88,Matches
2421,Jackson Tchatchoua,cm CMR,"DF,MF",Wolves,eng Premier League,24-031,2001,6,358,60,56.8,4.0,3,81,2,3,38,0,0.33,4,8,-4,-1.01,+0.65,4.3,4.2,+0.1,+0.02,Matches
2422,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,25-261,2000,8,649,81,90.1,7.2,7,90,6,1,20,0,2.63,15,8,+7,+0.97,-2.83,14.5,7.8,+6.7,+0.93,Matches
2423,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,20-171,2005,5,179,36,28.4,2.0,2,76,0,3,9,2,2.00,6,1,+5,+2.51,+1.92,1.5,2.0,-0.5,-0.25,Matches
