Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1000,Anton Kade,de GER,DF,Augsburg,de Bundesliga,21-271,2004,0.5,18,16,2,0,0,0,0,2,0,0,0,0,15,0,0,Matches
1001,Ferdi Kadioglu,tr TUR,"DF,FW",Brighton,eng Premier League,26-008,1999,4.2,178,143,33,1,0,0,10,32,0,0,0,0,147,2,5,Matches
1002,Florian Kainz,at AUT,"MF,DF",Köln,de Bundesliga,32-356,1992,0.7,63,50,13,2,0,0,9,4,7,5,2,0,50,0,1,Matches
1003,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,28-100,1997,0.2,6,5,0,0,0,0,0,0,0,0,0,0,4,1,0,Matches
1004,Arnaud Kalimuendo,fr FRA,FW,Nott'ham Forest,eng Premier League,23-268,2002,0.8,29,28,1,0,0,0,2,0,0,0,0,0,23,0,0,Matches
1005,Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,25-132,2000,6.0,379,337,42,7,0,1,19,35,0,0,0,0,316,0,5,Matches
1006,Justin-Noël Kalumba,fr FRA,"FW,MF",Angers,fr Ligue 1,20-294,2004,2.5,92,79,13,0,0,0,15,2,11,10,0,0,66,0,1,Matches
1007,Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,29-071,1996,4.8,176,159,16,6,3,1,14,0,9,8,0,0,137,1,2,Matches
1008,Warren Kamanzi,no NOR,"MF,DF",Toulouse,fr Ligue 1,24-338,2000,2.9,85,80,4,0,1,0,3,4,0,0,0,0,71,1,1,Matches
1009,Abu Kamara,eng ENG,"FW,MF",Getafe,es La Liga,22-086,2003,1.3,25,24,1,0,0,0,1,1,0,0,0,0,13,0,2,Matches
1010,Bingourou Kamara,sn SEN,GK,Lorient,fr Ligue 1,28-359,1996,3.0,74,59,15,6,0,0,0,0,0,0,0,0,60,0,2,Matches
1011,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,25-326,1999,3.3,188,183,5,4,2,1,0,0,1,0,0,0,166,0,2,Matches
1012,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,31-224,1994,2.0,96,73,23,2,0,0,9,16,5,3,0,0,74,0,0,Matches
1013,Jakub Kamiński,pl POL,"MF,FW",Köln,de Bundesliga,23-132,2002,6.0,192,165,25,2,1,1,20,9,13,11,1,0,144,2,2,Matches
1014,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,35-006,1990,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
1015,Harry Kane,eng ENG,"FW,MF",Bayern Munich,de Bundesliga,32-079,1993,5.4,159,153,4,0,5,6,3,2,1,0,0,0,126,2,7,Matches
1016,Lee Kang-in,kr KOR,"MF,FW",Paris S-G,fr Ligue 1,24-238,2001,3.6,279,259,20,6,1,6,16,0,12,4,3,0,250,0,2,Matches
1017,Adam Karabec,cz CZE,FW,Lyon,fr Ligue 1,22-105,2003,4.6,150,130,20,7,1,0,27,1,12,7,5,0,111,0,3,Matches
1018,Atakan Karazor,,MF,Stuttgart,de Bundesliga,29-002,1996,4.2,229,219,10,9,0,2,3,1,0,0,0,0,196,0,3,Matches
1019,Dermane Karim,tg TOG,"MF,FW",Lorient,fr Ligue 1,21-312,2003,4.4,150,142,6,4,1,0,5,1,1,0,0,0,120,2,5,Matches
1020,Lennart Karl,de GER,FW,Bayern Munich,de Bundesliga,17-235,2008,1.4,84,80,4,2,0,1,5,1,1,0,0,1,71,0,2,Matches
1021,Jesper Karlström,se SWE,MF,Udinese,it Serie A,30-116,1995,6.0,265,248,17,15,0,2,2,2,0,0,0,0,221,0,2,Matches
1022,Jon Karrikaburu,es ESP,"FW,MF",Real Sociedad,es La Liga,23-026,2002,0.7,9,9,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
1023,Grigoris Kastanos,cy CYP,MF,Hellas Verona,it Serie A,27-258,1998,0.2,11,8,3,2,0,0,2,0,1,1,0,0,5,0,0,Matches
1024,Panos Katseris,gr GRE,"MF,DF",Lorient,fr Ligue 1,24-102,2001,1.4,77,68,9,0,0,0,11,9,0,0,0,0,59,0,1,Matches
1025,Mikkel Kaufmann,dk DEN,FW,Heidenheim,de Bundesliga,24-285,2001,3.7,54,53,1,0,0,0,1,0,0,0,0,0,31,0,6,Matches
1026,Sota Kawasaki,jp JPN,MF,Mainz 05,de Bundesliga,24-077,2001,0.2,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1027,Michael Kayode,it ITA,DF,Brentford,eng Premier League,21-097,2004,6.8,261,189,72,2,0,0,8,70,0,0,0,0,189,0,7,Matches
1028,Moise Kean,it ITA,FW,Fiorentina,it Serie A,25-229,2000,6.0,49,47,2,0,0,0,1,0,0,0,0,0,35,0,3,Matches
1029,Michael Keane,eng ENG,DF,Everton,eng Premier League,32-277,1993,6.7,263,254,8,5,0,3,1,0,0,0,0,0,220,1,0,Matches
1030,Ilan Kebbal,dz ALG,"FW,MF",Paris FC,fr Ligue 1,27-098,1998,6.7,454,415,34,9,5,3,35,8,17,10,0,0,366,5,11,Matches
1031,Yassine Kechta,ma MAR,MF,Le Havre,fr Ligue 1,23-232,2002,4.5,136,128,8,0,2,0,11,1,3,2,1,0,102,0,5,Matches
1032,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,29-024,1996,2.4,206,199,6,4,0,1,1,0,0,0,0,0,182,1,0,Matches
1033,Mandela Keita,be BEL,MF,Parma,it Serie A,23-158,2002,4.9,161,156,5,5,0,0,0,0,0,0,0,0,138,0,3,Matches
1034,Caoimhín Kelleher,ie IRL,GK,Brentford,eng Premier League,26-326,1998,7.0,260,189,70,34,0,0,0,0,0,0,0,0,180,1,0,Matches
1035,Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,27-009,1998,6.0,341,312,29,6,0,1,4,9,0,0,0,0,299,0,1,Matches
1036,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,21-074,2004,0.8,39,35,4,1,0,1,2,1,1,1,0,0,32,0,0,Matches
1037,Marc-Oliver Kempf,de GER,DF,Como,it Serie A,30-260,1995,4.5,280,253,26,13,0,4,0,0,0,0,0,0,248,1,2,Matches
1038,Luca Kerber,de GER,MF,Heidenheim,de Bundesliga,23-219,2002,3.6,65,63,1,0,0,1,4,1,0,0,0,0,42,1,5,Matches
1039,Milos Kerkez,hu HUN,DF,Liverpool,eng Premier League,21-342,2003,5.7,300,242,58,9,1,0,16,49,0,0,0,0,248,0,5,Matches
1040,Kevin,br BRA,"FW,MF",Fulham,eng Premier League,22-284,2003,1.0,48,44,4,0,0,1,9,1,3,3,0,0,33,0,1,Matches
1041,Reda Khadra,de GER,"FW,MF",Le Havre,fr Ligue 1,24-103,2001,1.2,29,24,5,0,0,0,7,0,5,3,2,0,18,0,3,Matches
1042,Bilal El Khannouss,ma MAR,MF,Stuttgart,de Bundesliga,21-158,2004,3.9,206,195,11,4,1,3,7,3,4,1,1,0,162,0,4,Matches
1043,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,31-261,1994,5.8,120,111,7,0,0,0,4,0,0,0,0,0,83,2,4,Matches
1044,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,21-228,2004,2.5,148,124,23,4,0,0,0,18,0,0,0,0,121,1,4,Matches
1045,Kialonda,ao ANG,DF,Lecce,it Serie A,28-018,1997,6.0,220,205,15,12,0,1,0,1,0,0,0,0,187,0,0,Matches
1046,Kiké,es ESP,FW,Espanyol,es La Liga,35-324,1989,3.1,78,73,5,0,1,0,2,0,0,0,0,0,48,0,7,Matches
1047,Semih Kılıçsoy,tr TUR,FW,Cagliari,it Serie A,20-061,2005,0.3,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1048,Max Kilman,eng ENG,DF,West Ham,eng Premier League,28-145,1997,7.0,308,286,21,5,0,2,2,0,0,0,0,0,279,1,0,Matches
1049,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,30-249,1995,4.7,487,446,40,25,8,8,17,5,9,7,0,0,436,1,5,Matches
1050,Joshua King,eng ENG,"MF,FW",Fulham,eng Premier League,18-285,2007,5.2,116,116,0,0,0,0,2,0,0,0,0,0,92,0,7,Matches
1051,Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,26-163,1999,1.8,72,61,11,2,2,0,7,0,5,4,0,0,52,0,2,Matches
1052,Ruben Kluivert,nl NED,"DF,FW",Lyon,fr Ligue 1,24-147,2001,0.1,14,14,0,0,0,0,0,0,0,0,0,0,14,0,0,Matches
1053,Ansgar Knauff,de GER,"FW,MF",Eint Frankfurt,de Bundesliga,23-278,2002,2.3,75,72,3,0,0,0,9,3,0,0,0,0,53,0,6,Matches
1054,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,27-313,1997,6.0,192,153,37,15,0,0,0,0,0,0,0,0,149,2,0,Matches
1055,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,29-090,1996,6.0,438,409,29,9,0,1,0,0,0,0,0,0,398,0,2,Matches
1056,Christian Kofane,cm CMR,FW,Leverkusen,de Bundesliga,19-081,2006,2.0,27,25,2,0,0,0,0,1,0,0,0,0,24,0,0,Matches
1057,Hervé Koffi,bf BFA,GK,Angers,fr Ligue 1,28-364,1996,7.0,214,159,54,15,0,2,0,0,0,0,0,0,153,1,0,Matches
1058,Enzo Koffi Vinette,fr FRA,"DF,FW",Le Havre,fr Ligue 1,19-225,2006,0.1,8,7,1,0,0,0,1,1,0,0,0,0,6,0,0,Matches
1059,Derrick Köhn,gh GHA,DF,Union Berlin,de Bundesliga,26-253,1999,3.4,95,68,26,0,0,0,7,26,0,0,0,0,73,1,6,Matches
1060,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,27-196,1998,4.1,101,76,25,5,0,0,0,0,0,0,0,0,90,0,0,Matches
1061,Dominik Kohr,de GER,DF,Mainz 05,de Bundesliga,31-257,1994,4.2,216,202,14,9,0,5,4,5,0,0,0,0,179,0,3,Matches
1062,Koke,es ESP,MF,Atlético Madrid,es La Liga,33-280,1992,5.0,417,407,10,8,1,7,5,2,0,0,0,0,387,0,6,Matches
1063,Luca Koleosho,it ITA,"MF,FW",Espanyol,es La Liga,21-030,2004,0.7,31,27,4,0,0,0,5,2,2,0,1,0,25,0,0,Matches
1064,Adam Kölle,de GER,"MF,DF",Heidenheim,de Bundesliga,19-170,2006,0.3,14,13,0,0,0,0,1,0,0,0,0,0,6,1,1,Matches
1065,Timothée Kolodziejczak,fr FRA,DF,Paris FC,fr Ligue 1,34-014,1991,1.0,86,84,2,2,0,0,0,0,0,0,0,0,77,0,0,Matches
1066,Mert Kömür,de GER,"FW,MF",Augsburg,de Bundesliga,20-090,2005,5.4,180,148,32,8,1,0,26,1,16,8,5,0,131,0,4,Matches
1067,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,26-143,1999,6.2,410,398,12,8,0,0,1,0,0,0,0,0,375,0,3,Matches
1068,Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,fr Ligue 1,32-242,1993,1.2,97,95,2,1,0,0,0,0,0,0,0,0,89,0,1,Matches
1069,Ismaël Koné,ca CAN,MF,Sassuolo,it Serie A,23-131,2002,4.4,114,110,4,3,0,2,1,1,0,0,0,0,99,0,3,Matches
1070,Manu Koné,fr FRA,MF,Roma,it Serie A,24-151,2001,6.0,279,267,12,12,1,0,0,0,0,0,0,0,256,0,4,Matches
1071,Ransford Königsdörffer,gh GHA,FW,Hamburger SV,de Bundesliga,24-032,2001,5.0,80,68,11,1,1,0,5,0,0,0,0,0,56,1,1,Matches
1072,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,27-357,1997,5.7,398,366,31,21,0,0,2,1,0,0,0,0,379,1,0,Matches
1073,Teun Koopmeiners,nl NED,MF,Juventus,it Serie A,27-229,1998,3.0,165,143,22,5,0,1,15,5,11,3,7,0,135,0,7,Matches
1074,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,24-284,2001,3.0,154,145,9,5,0,0,2,3,0,0,0,0,139,0,1,Matches
1075,Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,32-348,1992,0.4,16,11,5,0,0,0,7,3,2,0,2,0,11,0,2,Matches
1076,Eddy Kouadio,ci CIV,DF,Fiorentina,it Serie A,19-138,2006,0.5,14,13,0,0,0,0,0,0,0,0,0,0,10,1,0,Matches
1077,Koffi Kouao,ci CIV,DF,Metz,fr Ligue 1,27-148,1998,6.9,310,283,27,5,0,2,14,22,0,0,0,0,266,0,6,Matches
1078,Arsène Kouassi,bf BFA,"DF,MF",Lorient,fr Ligue 1,21-034,2004,6.2,265,214,50,7,0,0,34,34,9,3,5,0,210,1,6,Matches
1079,Christ-Owen Kouassi,fr FRA,DF,Lecce,it Serie A,22-183,2003,2.5,107,82,24,1,0,0,2,23,0,0,0,0,82,1,0,Matches
1080,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21-321,2003,6.0,361,320,41,11,1,6,6,0,0,0,0,0,306,0,0,Matches
1081,Seny Koumbassa,fr FRA,DF,Toulouse,fr Ligue 1,18-117,2007,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1082,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,26-337,1998,5.4,420,366,54,7,1,2,11,47,0,0,0,0,364,0,8,Matches
1083,Lancinet Kourouma,gn GUI,MF,Girona,es La Liga,21-199,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1084,Hamza Koutoune,ma MAR,DF,Nice,fr Ligue 1,19-028,2006,0.0,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
1085,Goduine Koyalipou,cf CTA,FW,Levante,es La Liga,25-242,2000,0.9,17,17,0,0,0,0,1,0,0,0,0,0,9,0,0,Matches
1086,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,27-149,1998,1.2,30,30,0,0,0,0,1,0,0,0,0,0,22,0,2,Matches
1087,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,34-118,1991,3.7,179,150,27,5,0,1,19,4,14,7,2,0,141,2,6,Matches
1088,Vladyslav Krapyvtsov,ua UKR,GK,Girona,es La Liga,20-112,2005,1.5,47,31,16,5,0,0,0,0,0,0,0,0,33,0,0,Matches
1089,Jean-Philippe Krasso,ci CIV,FW,Paris FC,fr Ligue 1,28-090,1997,2.5,54,50,4,0,1,0,2,0,0,0,0,0,37,0,2,Matches
1090,Tom Krauß,de GER,"DF,MF",Köln,de Bundesliga,24-115,2001,3.2,186,174,12,5,0,1,0,7,0,0,0,0,166,0,5,Matches
1091,Ladislav Krejčí,cz CZE,"DF,MF",Wolves,eng Premier League,26-178,1999,4.0,198,193,5,4,1,2,1,1,0,0,0,0,171,0,2,Matches
1092,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,26-178,1999,2.0,104,101,3,0,0,0,0,0,0,0,0,0,92,0,0,Matches
1093,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,28-096,1997,2.0,121,93,28,3,0,4,4,25,0,0,0,0,101,0,0,Matches
1094,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,23-271,2002,5.0,255,251,2,2,0,0,1,0,0,0,0,0,224,2,1,Matches
1095,Nikola Krstović,me MNE,FW,Atalanta,it Serie A,25-193,2000,3.6,101,95,6,1,0,1,1,0,0,0,0,0,82,0,2,Matches
1096,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,33-046,1992,4.3,194,156,38,1,0,1,7,37,0,0,0,0,155,0,5,Matches
1097,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,24-133,2001,5.2,182,169,12,0,1,0,20,0,12,8,1,0,132,1,9,Matches
1098,Mohammed Kudus,gh GHA,FW,Tottenham,eng Premier League,25-074,2000,6.9,215,186,28,3,0,2,48,7,18,16,0,0,158,1,8,Matches
1099,Nicolas-Gerrit Kühn,de GER,FW,Como,it Serie A,25-287,2000,2.4,65,65,0,0,0,0,4,0,0,0,0,0,44,0,0,Matches
1100,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,20-203,2005,0.7,17,14,3,0,0,0,1,3,0,0,0,0,9,0,0,Matches
1101,Marash Kumbulla,al ALB,DF,Mallorca,es La Liga,25-249,2000,2.4,148,137,11,4,0,0,1,1,0,0,0,0,121,0,5,Matches
1102,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,18-103,2007,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1103,Khvicha Kvaratskhelia,ge GEO,"FW,DF",Paris S-G,fr Ligue 1,24-245,2001,2.3,112,108,4,0,1,1,2,1,3,2,0,0,98,0,3,Matches
1104,Godson Kyeremeh,fr FRA,"MF,FW",Le Havre,fr Ligue 1,25-123,2000,0.5,11,11,0,0,0,0,3,0,0,0,0,0,9,0,0,Matches
1105,Adrián de la Fuente,es ESP,DF,Levante,es La Liga,26-231,1999,6.3,265,239,22,14,3,7,6,3,0,0,0,0,198,4,6,Matches
1106,Rémy Labeau Lascary,gp GLP,"FW,MF",Brest,fr Ligue 1,22-226,2003,1.2,23,23,0,0,0,1,0,0,0,0,0,0,19,0,1,Matches
1107,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,25-192,2000,7.0,301,293,8,7,1,1,2,1,0,0,0,0,263,0,1,Matches
1108,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,21-204,2004,3.7,201,200,1,1,0,0,0,0,0,0,0,0,187,0,1,Matches
1109,Mayckel Lahdo,se SWE,"MF,FW",Nantes,fr Ligue 1,22-289,2002,2.5,57,57,0,0,0,0,0,0,0,0,0,0,50,0,4,Matches
1110,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,28-141,1997,5.5,315,281,32,4,4,1,8,28,0,0,0,0,269,2,6,Matches
1111,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,34-012,1991,7.0,395,316,76,16,2,5,27,59,1,0,1,0,295,3,11,Matches
1112,Senne Lammens,be BEL,GK,Manchester Utd,eng Premier League,23-100,2002,1.0,46,36,10,3,0,0,0,0,0,0,0,0,19,0,0,Matches
1113,Tariq Lamptey,gh GHA,"MF,DF",Fiorentina,it Serie A,25-015,2000,0.3,11,11,0,0,1,0,1,0,0,0,0,0,8,0,0,Matches
1114,Noa Lang,nl NED,MF,Napoli,it Serie A,26-120,1999,0.4,30,26,4,0,0,0,6,1,3,2,1,0,20,0,2,Matches
1115,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,31-141,1994,3.3,247,236,11,8,0,5,0,1,0,0,0,0,229,0,3,Matches
1116,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,21-110,2004,3.3,158,158,0,0,0,3,0,0,0,0,0,0,125,0,6,Matches
1117,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,31-338,1993,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
1118,Toni Lato,es ESP,DF,Mallorca,es La Liga,27-328,1997,1.8,73,68,5,0,0,0,5,5,0,0,0,0,59,0,1,Matches
1119,Josh Laurent,eng ENG,"DF,MF",Burnley,eng Premier League,30-162,1995,5.0,136,133,2,1,0,3,3,1,0,0,0,0,101,1,4,Matches
1120,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,26-315,1998,4.4,96,89,7,2,0,1,10,0,5,4,0,0,73,0,0,Matches
1121,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-282,2004,0.5,32,32,0,0,0,0,0,0,0,0,0,0,29,0,0,Matches
1122,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,29-205,1996,4.7,235,190,44,3,0,0,16,39,2,1,1,0,191,1,1,Matches
1123,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,31-320,1993,0.7,23,14,9,2,0,0,2,7,0,0,0,0,17,0,0,Matches
1124,Théo Le Bris,fr FRA,DF,Lorient,fr Ligue 1,23-014,2002,3.4,112,103,9,0,0,0,8,9,0,0,0,0,95,0,2,Matches
1125,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,28-073,1997,3.0,120,117,3,3,0,0,0,0,0,0,0,0,97,0,0,Matches
1126,Enzo Le Fée,fr FRA,"FW,MF",Sunderland,eng Premier League,25-254,2000,4.2,158,153,5,1,2,2,7,3,1,0,0,0,125,0,3,Matches
1127,Raphael Le Guen,fr FRA,DF,Brest,fr Ligue 1,19-044,2006,0.1,4,2,2,0,0,0,0,2,0,0,0,0,2,0,0,Matches
1128,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,28-338,1996,7.8,454,445,8,7,0,0,1,1,0,0,0,0,416,1,2,Matches
1129,Nicola Leali,it ITA,GK,Genoa,it Serie A,32-240,1993,6.0,179,132,47,23,0,0,0,0,0,0,0,0,106,0,1,Matches
1130,Rafael Leão,pt POR,FW,Milan,it Serie A,26-127,1999,0.6,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1131,Pierre Lees-Melou,fr FRA,MF,Paris FC,fr Ligue 1,32-143,1993,4.3,247,241,4,4,2,6,1,0,0,0,0,0,220,2,2,Matches
1132,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,32-143,1993,2.0,103,92,11,5,0,2,5,1,0,0,0,0,81,0,1,Matches
1133,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,32-067,1993,7.0,335,285,49,29,1,1,3,2,0,0,0,0,285,1,4,Matches
1134,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-265,1999,2.8,78,71,5,4,0,0,0,1,0,0,0,0,53,2,1,Matches
1135,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,27-150,1998,0.8,22,20,2,2,0,0,1,0,0,0,0,0,15,0,1,Matches
1136,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,34-148,1991,7.9,483,461,22,15,0,6,2,1,0,0,0,0,425,0,0,Matches
1137,Youssef Lekhedim,es ESP,DF,Alavés,es La Liga,20-008,2005,2.5,110,85,23,2,0,0,5,21,0,0,0,0,75,2,0,Matches
1138,Iñigo Lekue,es ESP,"DF,FW",Athletic Club,es La Liga,32-164,1993,1.1,54,44,10,0,0,0,3,10,0,0,0,0,42,0,1,Matches
1139,Thomas Lemar,fr FRA,"MF,FW",Girona,es La Liga,29-337,1995,1.6,82,72,10,4,0,1,10,0,6,3,3,0,63,0,1,Matches
1140,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22-069,2003,4.9,200,184,16,5,0,0,13,0,6,2,4,0,156,0,3,Matches
1141,Tim Lemperle,de GER,FW,Hoffenheim,de Bundesliga,23-252,2002,3.7,80,73,7,0,0,0,3,0,0,0,0,0,57,0,5,Matches
1142,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,30-120,1995,4.4,289,280,8,4,0,7,2,0,0,0,0,0,254,1,1,Matches
1143,Bernd Leno,de GER,GK,Fulham,eng Premier League,33-225,1992,7.0,276,223,52,17,0,0,0,0,0,0,0,0,214,1,0,Matches
1144,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-346,1992,4.5,154,116,38,19,0,0,0,0,0,0,0,0,80,0,1,Matches
1145,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,25-180,2000,1.9,36,33,3,0,0,3,0,0,0,0,0,0,22,0,0,Matches
1146,Esteban Lepaul,fr FRA,FW,Rennes,fr Ligue 1,25-180,2000,4.8,90,82,8,1,0,0,4,0,0,0,0,0,69,0,2,Matches
1147,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,22-358,2002,5.9,207,182,25,12,1,1,13,0,10,9,0,0,165,0,6,Matches
1148,Mehdi Léris,dz ALG,DF,Pisa,it Serie A,27-145,1998,2.8,103,88,14,2,0,0,18,8,4,0,3,0,72,1,7,Matches
1149,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,30-355,1994,2.1,85,75,10,1,1,0,1,9,0,0,0,0,66,0,0,Matches
1150,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,19-265,2006,5.3,187,154,33,7,0,0,13,22,4,2,0,0,142,0,5,Matches
1151,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,37-055,1988,3.9,64,63,0,0,0,0,0,0,0,0,0,0,50,1,3,Matches
1152,Jamie Leweling,de GER,FW,Stuttgart,de Bundesliga,24-231,2001,5.2,188,182,5,0,1,0,32,5,0,0,0,0,137,1,8,Matches
1153,Rico Lewis,eng ENG,DF,Manchester City,eng Premier League,20-328,2004,1.9,127,109,18,2,0,2,1,16,0,0,0,0,113,0,2,Matches
1154,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,24-235,2001,4.4,108,87,21,3,0,0,11,16,2,0,2,0,78,0,2,Matches
1155,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,19-019,2006,1.0,57,48,9,2,0,0,0,7,0,0,0,0,53,0,2,Matches
1156,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,29-096,1996,5.0,336,278,57,8,0,4,8,45,0,0,0,0,266,1,1,Matches
1157,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26-064,1999,7.0,350,340,9,4,1,0,4,3,0,0,0,0,305,1,1,Matches
1158,Victor Lindelöf,se SWE,"MF,DF",Aston Villa,eng Premier League,31-090,1994,0.3,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
1159,Jesper Lindstrøm,dk DEN,MF,Wolfsburg,de Bundesliga,25-228,2000,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1160,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,20-150,2005,1.0,53,50,3,1,0,0,1,0,1,1,0,0,40,0,0,Matches
1161,Pol Lirola,es ESP,MF,Marseille,fr Ligue 1,28-063,1997,0.2,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1,Matches
1162,Adrián Liso,es ESP,FW,Getafe,es La Liga,20-196,2005,4.7,81,71,10,2,0,0,13,1,4,2,0,0,60,0,5,Matches
1163,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,22-337,2002,5.8,289,231,57,2,0,1,13,55,0,0,0,0,235,1,9,Matches
1164,Javier Llabrés,es ESP,"FW,MF",Mallorca,es La Liga,23-034,2002,0.3,11,10,0,0,0,0,1,0,0,0,0,0,8,1,0,Matches
1165,Diego Llorente,es ESP,DF,Betis,es La Liga,32-060,1993,0.5,36,35,1,1,0,0,0,0,0,0,0,0,27,0,0,Matches
1166,Marcos Llorente,es ESP,DF,Atlético Madrid,es La Liga,30-258,1995,8.0,591,524,66,14,0,1,18,50,0,0,0,0,513,1,13,Matches
1167,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,30-089,1995,7.0,458,438,19,16,0,2,0,0,0,0,0,0,427,1,2,Matches
1168,Giovani Lo Celso,ar ARG,MF,Betis,es La Liga,29-189,1996,6.1,352,293,58,34,3,3,29,1,19,8,7,0,293,1,5,Matches
1169,Danny Loader,cm CMR,"MF,FW",Auxerre,fr Ligue 1,25-048,2000,5.1,133,129,3,0,1,0,2,1,0,0,0,0,101,1,2,Matches
1170,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-324,1994,4.7,317,305,12,9,1,0,1,1,0,0,0,0,301,0,0,Matches
1171,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-280,1998,3.6,278,264,13,11,0,3,2,1,1,1,0,0,246,1,2,Matches
