Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
174,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-292,2001,7.2,301,273,27,1,3,4,38,5,21,11,0,0,223,1,10,Matches
175,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,22-122,2003,7.2,451,442,8,6,4,3,11,2,0,0,0,0,377,1,6,Matches
176,Thierno Barry,fr FRA,FW,Everton,eng Premier League,22-359,2002,2.3,41,41,0,0,0,0,0,0,0,0,0,0,27,0,0,Matches
177,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,19-290,2005,1.4,51,44,7,1,0,0,1,6,0,0,0,0,41,0,0,Matches
178,Marc Bartra,es ESP,DF,Betis,es La Liga,34-273,1991,4.5,226,206,20,16,0,5,0,0,0,0,0,0,198,0,3,Matches
179,Federico Baschirotto,it ITA,DF,Cremonese,it Serie A,29-025,1996,6.0,260,239,19,15,0,0,1,0,0,0,0,0,229,2,0,Matches
180,Toma Bašić,hr CRO,MF,Lazio,it Serie A,28-324,1996,1.7,52,51,1,1,0,1,0,0,0,0,0,0,41,0,0,Matches
181,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-288,1999,7.0,428,383,44,15,0,4,3,18,0,0,0,0,377,1,7,Matches
182,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-185,1999,4.6,411,371,37,10,0,3,18,27,0,0,0,0,349,3,2,Matches
183,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29-168,1996,8.0,303,250,53,17,0,2,0,0,0,0,0,0,202,0,1,Matches
184,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,32-013,1993,0.6,17,16,1,0,0,0,0,0,0,0,0,0,13,0,0,Matches
185,Martin Baturina,hr CRO,"FW,MF",Como,it Serie A,22-241,2003,0.9,31,27,4,1,0,0,5,0,3,0,3,0,26,0,0,Matches
186,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,35-135,1990,6.0,196,166,30,5,0,0,0,0,0,0,0,0,144,0,0,Matches
187,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,26-075,1999,5.1,160,148,11,5,3,1,0,0,0,0,0,0,122,1,4,Matches
188,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27-184,1998,6.0,192,160,32,16,0,0,0,0,0,0,0,0,122,0,0,Matches
189,Vakoun Bayo,ci CIV,FW,Udinese,it Serie A,28-278,1997,1.2,35,34,1,0,0,0,0,0,0,0,0,0,23,0,2,Matches
190,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,31-175,1994,0.5,5,5,0,0,1,0,0,0,0,0,0,0,4,0,0,Matches
191,Samu Becerra,es ESP,"DF,MF",Rayo Vallecano,es La Liga,19-287,2006,0.1,14,14,0,0,0,0,2,0,0,0,0,0,12,0,0,Matches
192,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,28-128,1997,1.6,66,63,3,1,0,0,2,1,0,0,0,0,56,0,0,Matches
193,Sheraldo Becker,sr SUR,MF,Osasuna,es La Liga,30-248,1995,0.9,24,23,0,0,0,0,4,0,0,0,0,0,14,1,0,Matches
194,Donny van de Beek,nl NED,MF,Girona,es La Liga,28-180,1997,0.5,14,13,1,0,0,0,0,1,0,0,0,0,13,0,0,Matches
195,Maximilian Beier,de GER,"MF,FW",Dortmund,de Bundesliga,22-363,2002,4.2,111,108,3,1,2,0,2,1,1,0,0,0,80,0,5,Matches
196,Ismael Bekhoucha,ma MAR,DF,Getafe,es La Liga,20-329,2004,1.2,24,23,1,0,0,0,4,1,0,0,0,0,14,0,3,Matches
197,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,21-136,2004,1.7,63,63,0,0,1,1,0,0,0,0,0,0,55,0,2,Matches
198,Rafik Belghali,dz ALG,"DF,FW",Hellas Verona,it Serie A,23-130,2002,4.3,123,104,19,0,0,1,13,19,0,0,0,0,93,0,4,Matches
199,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-260,1994,6.9,237,228,8,5,0,1,1,3,0,0,0,0,214,1,1,Matches
200,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,23-243,2002,6.7,250,244,5,4,0,4,10,1,0,0,0,0,207,1,8,Matches
201,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,34-052,1991,2.0,95,90,4,4,0,1,0,0,0,0,0,0,70,1,2,Matches
202,Armel Bella Kotchap,de GER,DF,Hellas Verona,it Serie A,23-308,2001,0.8,39,38,1,0,0,1,0,1,0,0,0,0,36,0,0,Matches
203,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,25-151,2000,4.9,210,173,37,3,0,0,33,26,8,0,7,0,164,0,1,Matches
204,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,27-110,1998,2.8,101,87,13,4,2,1,9,0,5,5,0,0,76,1,3,Matches
205,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-210,1995,6.9,382,334,47,2,0,1,11,45,0,0,0,0,321,1,7,Matches
206,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,20-022,2005,2.1,132,130,2,2,0,0,1,0,0,0,0,0,113,0,0,Matches
207,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22-108,2003,1.3,83,81,1,1,0,0,1,0,0,0,0,0,74,1,1,Matches
208,Jeanuël Belocian,fr FRA,MF,Leverkusen,de Bundesliga,20-240,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
209,Andrea Belotti,it ITA,FW,Cagliari,it Serie A,31-299,1993,2.1,31,27,3,0,0,0,1,1,0,0,0,0,23,1,1,Matches
210,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-254,1999,2.4,118,116,2,1,0,1,2,0,1,1,0,0,106,0,2,Matches
211,Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24-200,2001,1.9,50,45,5,0,0,0,1,0,0,0,0,0,38,0,3,Matches
212,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,20-241,2005,0.5,26,25,1,1,0,1,1,0,0,0,0,0,19,0,0,Matches
213,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,de Bundesliga,20-241,2005,1.4,66,66,0,0,2,0,2,0,0,0,0,0,54,0,2,Matches
214,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,27-199,1998,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
215,Adrian Benedyczak,pl POL,"MF,DF",Parma,it Serie A,24-325,2000,0.8,19,19,0,0,0,0,2,0,0,0,0,0,10,0,3,Matches
216,Yassine Benhattab,fr FRA,"MF,FW",Nantes,fr Ligue 1,22-331,2002,3.8,115,114,1,0,1,0,13,1,0,0,0,0,77,0,5,Matches
217,Iker Benito,es ESP,"FW,DF",Osasuna,es La Liga,23-066,2002,1.1,56,50,6,0,0,0,3,6,0,0,0,0,44,0,0,Matches
218,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30-182,1995,6.0,513,485,27,12,2,2,7,11,0,0,0,0,463,1,3,Matches
219,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,30-325,1994,2.1,174,159,15,9,2,3,6,2,4,1,1,0,144,0,2,Matches
220,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,28-112,1997,4.6,237,234,3,3,1,0,2,0,0,0,0,0,206,0,4,Matches
221,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,21-325,2003,4.8,440,429,11,3,0,2,0,0,0,0,0,0,424,0,0,Matches
222,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,31-075,1994,4.9,145,133,11,6,2,4,7,2,3,2,1,0,115,1,5,Matches
223,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-247,1990,7.5,523,445,77,12,0,4,21,65,0,0,0,0,442,1,8,Matches
224,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,30-103,1995,4.8,220,159,61,23,1,0,48,4,31,10,12,0,159,0,3,Matches
225,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-243,1998,6.6,305,298,7,6,0,3,2,1,0,0,0,0,266,0,7,Matches
226,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,19-255,2006,4.1,143,116,26,0,0,2,9,20,0,0,0,0,101,1,1,Matches
227,Medon Berisha,al ALB,MF,Lecce,it Serie A,21-359,2003,2.9,120,99,21,5,0,1,19,0,15,8,5,0,78,0,4,Matches
228,Anthony Bermont,fr FRA,"DF,MF",Lens,fr Ligue 1,20-247,2005,0.5,37,36,1,0,0,0,3,1,0,0,0,0,27,0,2,Matches
229,Adrian Bernabe,es ESP,MF,Parma,it Serie A,24-142,2001,5.6,281,252,29,17,0,5,13,0,4,3,1,0,231,0,3,Matches
230,Marc Bernal,es ESP,MF,Barcelona,es La Liga,18-142,2007,0.1,12,12,0,0,1,0,0,0,0,0,0,0,10,0,0,Matches
231,Federico Bernardeschi,it ITA,"MF,FW",Bologna,it Serie A,31-241,1994,2.0,91,86,4,0,0,2,12,1,3,2,1,0,78,1,0,Matches
232,Bernardo,br BRA,DF,Hoffenheim,de Bundesliga,30-154,1995,5.9,357,296,60,4,0,1,5,56,0,0,0,0,278,1,10,Matches
233,Lorenzo Bernasconi,it ITA,DF,Atalanta,it Serie A,21-333,2003,1.1,60,50,10,3,0,0,6,6,1,0,1,0,47,0,2,Matches
234,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26-142,1999,5.5,186,174,10,8,2,1,9,1,1,0,1,0,138,2,5,Matches
235,Nicolò Bertola,it ITA,DF,Udinese,it Serie A,22-206,2003,2.6,144,140,4,3,0,1,1,0,0,0,0,0,120,0,3,Matches
236,Jan-Niklas Beste,de GER,FW,Freiburg,de Bundesliga,26-284,1999,3.5,96,84,12,4,0,0,17,0,8,8,0,0,61,0,9,Matches
237,Beto,gw GNB,FW,Everton,eng Premier League,27-257,1998,4.7,55,55,0,0,0,0,1,0,0,0,0,0,32,0,0,Matches
238,Sam Beukema,nl NED,DF,Napoli,it Serie A,26-332,1998,3.0,207,202,5,4,0,0,0,0,0,0,0,0,195,0,0,Matches
239,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32-212,1993,5.4,268,222,43,14,0,1,1,17,0,0,0,0,214,3,3,Matches
240,Mika Biereth,dk DEN,"FW,MF",Monaco,fr Ligue 1,22-249,2003,4.8,77,66,10,0,2,0,4,2,0,0,0,0,46,1,4,Matches
241,Pedro Bigas,es ESP,DF,Elche,es La Liga,35-030,1990,6.7,515,449,64,40,0,7,10,14,0,0,0,0,459,2,0,Matches
242,Cristiano Biraghi,it ITA,"DF,MF",Torino,it Serie A,33-044,1992,4.1,160,121,38,5,0,3,25,21,12,5,4,0,117,1,3,Matches
243,Tom Bischof,de GER,"MF,DF",Bayern Munich,de Bundesliga,20-109,2005,1.4,137,132,5,2,0,0,2,2,1,1,0,0,128,0,1,Matches
244,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31-300,1993,1.7,116,114,1,0,0,0,1,1,0,0,0,0,96,1,1,Matches
245,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,20-160,2005,1.5,73,71,1,1,0,0,0,0,0,0,0,0,61,1,2,Matches
246,Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,34-219,1991,2.0,67,50,17,3,0,0,0,0,0,0,0,0,46,0,0,Matches
247,Antonio Blanco,es ESP,MF,Alavés,es La Liga,25-084,2000,6.8,431,412,18,10,0,6,9,0,1,0,1,0,356,1,5,Matches
248,Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,27-288,1997,4.1,171,163,7,1,1,4,8,1,1,1,0,0,144,1,4,Matches
249,Daley Blind,nl NED,DF,Girona,es La Liga,35-220,1990,6.9,448,399,46,15,0,7,4,6,0,0,0,0,398,3,2,Matches
250,Adam Boayar,ma MAR,MF,Elche,es La Liga,20-002,2005,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
251,Oscar Bobb,no NOR,"FW,MF",Manchester City,eng Premier League,22-095,2003,4.0,160,155,5,2,1,1,4,3,0,0,0,0,143,0,4,Matches
252,Ben Bobzien,de GER,FW,Mainz 05,de Bundesliga,22-169,2003,0.1,11,11,0,0,0,0,1,0,0,0,0,0,9,0,0,Matches
253,Arnaud Bodart,be BEL,GK,Lille,fr Ligue 1,27-218,1998,1.0,33,26,7,2,0,0,0,0,0,0,0,0,26,0,0,Matches
254,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,25-032,2000,3.5,221,194,27,2,0,0,3,25,0,0,0,0,181,0,7,Matches
255,Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,28-285,1997,3.8,128,116,12,3,1,2,10,0,7,1,4,0,101,0,6,Matches
256,Lamare Bogarde,nl NED,MF,Aston Villa,eng Premier League,21-283,2004,3.1,157,153,3,3,0,0,0,0,0,0,0,0,148,1,1,Matches
257,Jayden Bogle,eng ENG,DF,Leeds United,eng Premier League,25-080,2000,6.8,238,195,43,5,0,1,11,38,0,0,0,0,180,0,11,Matches
258,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,23-115,2002,0.5,45,41,4,1,0,0,2,3,0,0,0,0,41,0,0,Matches
259,Morgan Bokelé Mputu,cm CMR,"DF,FW",Metz,fr Ligue 1,21-216,2004,1.5,69,67,1,1,0,1,4,0,0,0,0,0,53,1,0,Matches
260,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,26-297,1998,1.5,57,57,0,0,0,1,1,0,0,0,0,0,53,0,0,Matches
261,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,25-199,2000,1.6,64,60,4,1,0,0,0,0,0,0,0,0,54,0,0,Matches
262,Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28-147,1997,2.8,75,70,5,0,1,2,1,0,0,0,0,0,62,0,3,Matches
263,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,22-030,2003,4.8,178,176,2,2,0,2,0,0,0,0,0,0,161,0,1,Matches
264,Giovanni Bonfanti,it ITA,DF,Pisa,it Serie A,22-271,2003,2.8,114,80,34,5,0,0,7,25,0,0,0,0,70,0,5,Matches
265,Victor Boniface,ng NGA,"FW,MF",Werder Bremen,de Bundesliga,24-296,2000,1.0,33,32,1,0,1,0,0,0,0,0,0,0,25,0,2,Matches
266,Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,23-287,2002,7.2,341,271,69,5,0,0,24,64,0,0,0,0,267,1,12,Matches
267,Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,21-355,2003,1.5,42,42,0,0,0,0,0,0,0,0,0,0,36,0,1,Matches
268,Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25-219,2000,2.3,34,33,1,0,0,0,1,0,0,0,0,0,22,0,1,Matches
269,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25-276,2000,3.8,193,185,8,6,0,1,0,0,0,0,0,0,164,0,0,Matches
270,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,18-013,2007,5.8,184,177,7,5,0,1,6,2,0,0,0,0,148,0,6,Matches
271,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,20-311,2004,1.0,52,51,1,1,2,0,5,0,0,0,0,0,38,0,0,Matches
272,Badredine Bouanani,dz ALG,FW,Stuttgart,de Bundesliga,20-311,2004,1.6,64,59,4,0,0,0,7,1,2,0,0,0,49,1,1,Matches
273,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,26-022,1999,5.8,238,231,5,5,3,0,7,0,0,0,0,0,195,2,4,Matches
274,Justin Bourgault,fr FRA,"MF,DF",Brest,fr Ligue 1,20-031,2005,0.2,7,4,3,0,0,0,0,3,0,0,0,0,7,0,0,Matches
275,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,28-299,1996,7.0,163,143,18,0,2,1,20,1,3,3,0,0,119,2,11,Matches
276,Lucas Boyé,ar ARG,"FW,MF",Alavés,es La Liga,29-229,1996,3.1,63,59,3,0,0,0,2,0,0,0,0,0,44,1,7,Matches
277,Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,24-008,2001,8.0,374,356,18,10,0,4,6,8,0,0,0,0,297,0,5,Matches
278,Domagoj Bradarić,hr CRO,"DF,FW",Hellas Verona,it Serie A,25-309,1999,5.6,213,175,38,2,2,0,29,24,12,11,1,0,152,0,8,Matches
279,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,22-098,2003,2.6,182,148,34,5,1,0,5,28,1,0,0,0,157,0,2,Matches
280,Bilal Brahimi,dz ALG,FW,Nice,fr Ligue 1,25-215,2000,0.0,5,5,0,0,0,0,2,0,0,0,0,0,3,0,0,Matches
281,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,29-166,1996,2.9,133,130,3,1,1,0,5,2,0,0,0,0,105,0,2,Matches
282,Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,25-347,1999,2.4,180,179,1,1,0,1,5,0,0,0,0,0,154,0,2,Matches
283,Iker Bravo,es ESP,FW,Udinese,it Serie A,20-275,2005,1.8,39,32,7,1,0,0,3,0,2,2,0,0,28,0,4,Matches
284,Josip Brekalo,hr CRO,FW,Oviedo,es La Liga,27-114,1998,3.0,126,116,9,4,2,1,7,2,3,2,0,0,92,1,2,Matches
285,Gleison Bremer,br BRA,DF,Juventus,it Serie A,28-211,1997,3.8,198,193,5,2,1,2,1,0,0,0,0,0,169,0,4,Matches
286,Marco Brescianini,it ITA,MF,Atalanta,it Serie A,25-268,2000,0.8,34,33,1,0,0,0,3,0,1,0,1,0,26,0,0,Matches
287,Abel Bretones,es ESP,"DF,MF",Osasuna,es La Liga,25-055,2000,6.0,205,156,49,2,1,0,10,47,0,0,0,0,144,0,12,Matches
288,Sascha Britschgi,ch SUI,DF,Parma,it Serie A,19-049,2006,1.5,35,33,2,0,0,0,2,2,0,0,0,0,24,0,1,Matches
289,Brian Brobbey,nl NED,FW,Sunderland,eng Premier League,23-256,2002,0.7,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
290,Marius Broholm,no NOR,FW,Lille,fr Ligue 1,20-293,2004,1.0,45,43,2,1,0,0,1,1,0,0,0,0,33,0,1,Matches
291,Armando Broja,al ALB,FW,Burnley,eng Premier League,24-035,2001,0.5,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
292,David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,28-099,1997,5.0,210,189,19,3,2,1,28,5,11,11,0,0,145,2,7,Matches
293,Nathaniel Brown,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,22-121,2003,4.2,208,174,33,8,1,0,14,23,2,2,0,0,176,1,4,Matches
294,Brugui,es ESP,MF,Levante,es La Liga,28-345,1996,5.9,128,125,2,0,0,1,6,1,0,0,0,0,103,1,4,Matches
295,Paris Brunner,de GER,FW,Monaco,fr Ligue 1,19-242,2006,0.9,17,15,1,0,1,0,0,0,0,0,0,0,9,1,1,Matches
296,Jacob Bruun Larsen,dk DEN,"FW,MF",Burnley,eng Premier League,27-026,1998,2.6,59,57,2,0,0,0,6,1,0,0,0,0,47,0,1,Matches
297,Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,26-249,1999,5.8,180,170,10,3,0,0,7,7,0,0,0,0,152,0,6,Matches
298,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,34-085,1991,7.1,121,118,3,1,1,0,1,1,0,0,0,0,70,0,7,Matches
299,Emi Buendía,ar ARG,"MF,FW",Aston Villa,eng Premier League,28-294,1996,3.3,121,113,8,0,1,0,1,2,2,1,0,0,95,0,3,Matches
300,Hugo Bueno,es ESP,"DF,MF",Wolves,eng Premier League,23-027,2002,4.9,240,174,66,8,0,0,35,54,4,4,0,0,182,0,11,Matches
301,Manu Bueno,es ESP,MF,Sevilla,es La Liga,21-080,2004,0.1,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
302,Santiago Bueno,uy URU,DF,Wolves,eng Premier League,26-340,1998,3.4,145,138,6,5,1,0,3,1,0,0,0,0,124,1,0,Matches
303,Louis Buffon,it ITA,FW,Pisa,it Serie A,17-291,2007,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
304,Adam Buksa,pl POL,FW,Udinese,it Serie A,29-095,1996,1.1,21,21,0,0,0,1,0,0,0,0,0,0,11,0,0,Matches
305,Andrija Bulatović,me MNE,MF,Lens,fr Ligue 1,18-292,2006,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
306,Marius Bülter,de GER,FW,Köln,de Bundesliga,32-200,1993,3.3,82,78,4,0,0,0,9,3,0,0,0,0,59,0,4,Matches
307,Facundo Buonanotte,ar ARG,MF,Chelsea,eng Premier League,20-296,2004,0.5,22,22,0,0,0,0,0,0,0,0,0,0,20,0,0,Matches
308,Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26-131,1999,2.1,120,115,5,0,0,0,2,0,0,0,0,0,111,0,1,Matches
309,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,24-241,2001,4.3,212,207,2,0,1,2,2,0,0,0,0,0,153,3,3,Matches
310,Jonathan Burkardt,de GER,FW,Eint Frankfurt,de Bundesliga,25-096,2000,3.7,52,49,2,0,0,0,1,0,0,0,0,0,37,1,3,Matches
311,Oliver Burke,sct SCO,"MF,FW",Union Berlin,de Bundesliga,28-191,1997,3.4,57,56,1,0,0,0,4,1,0,0,0,0,41,0,3,Matches
312,Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,20-022,2005,0.2,16,15,1,0,0,0,1,1,0,0,0,0,15,0,0,Matches
313,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,33-159,1992,7.0,298,272,26,5,0,0,3,21,0,0,0,0,211,0,5,Matches
314,Marnon Busch,de GER,DF,Heidenheim,de Bundesliga,30-311,1994,3.1,128,113,15,1,0,2,6,14,0,0,0,0,95,0,5,Matches
315,Aurélio Buta,pt POR,DF,Eint Frankfurt,de Bundesliga,28-247,1997,1.5,79,65,14,0,0,0,1,14,0,0,0,0,62,0,3,Matches
316,Jean Butez,fr FRA,GK,Como,it Serie A,30-129,1995,6.0,241,214,27,7,0,0,0,0,0,0,0,0,204,0,0,Matches
317,Sam Byram,eng ENG,DF,Leeds United,eng Premier League,32-029,1993,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
318,William Bøving,dk DEN,MF,Mainz 05,de Bundesliga,22-228,2003,0.7,21,21,0,0,0,0,3,0,0,0,0,0,11,0,4,Matches
319,Jorge Cabello,es ESP,DF,Levante,es La Liga,21-173,2004,2.7,51,49,2,2,0,0,0,0,0,0,0,0,42,0,0,Matches
320,Pape Cabral,fr FRA,MF,Monaco,fr Ligue 1,18-268,2007,0.1,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
321,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,34-120,1991,7.0,304,286,17,15,0,4,2,2,0,0,0,0,252,1,2,Matches
322,Anthony Caci,fr FRA,"DF,MF",Mainz 05,de Bundesliga,28-106,1997,3.4,235,184,48,2,0,0,21,46,0,0,0,0,171,3,7,Matches
323,Noah Cadiou,gp GLP,MF,Lorient,fr Ligue 1,26-354,1998,0.5,36,35,1,1,0,1,0,0,0,0,0,0,28,0,1,Matches
324,Mathieu Cafaro,fr FRA,"FW,MF",Paris FC,fr Ligue 1,28-204,1997,0.4,26,23,3,1,0,0,3,1,1,1,0,0,19,0,2,Matches
325,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,23-347,2001,7.0,439,429,9,8,3,1,1,1,0,0,0,0,400,1,4,Matches
326,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,34-268,1991,1.3,94,89,5,3,1,1,1,0,0,0,0,0,87,0,0,Matches
327,Arturo Calabresi,it ITA,DF,Pisa,it Serie A,29-212,1996,0.6,20,16,4,0,0,0,1,4,0,0,0,0,14,0,1,Matches
328,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,23-149,2002,5.8,301,246,54,4,0,0,12,50,0,0,0,0,241,1,10,Matches
329,Calebe,br BRA,"MF,FW",Alavés,es La Liga,25-168,2000,1.2,59,55,4,0,0,0,6,1,3,0,1,0,46,0,1,Matches
330,Fernando Calero,es ESP,DF,Espanyol,es La Liga,30-031,1995,5.0,257,249,8,5,0,1,0,0,0,0,0,0,227,0,0,Matches
331,Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,es La Liga,29-028,1996,6.7,376,362,14,10,0,4,0,0,0,0,0,0,342,0,0,Matches
332,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,31-249,1994,3.3,273,248,24,9,0,2,20,0,15,4,10,0,235,1,5,Matches
333,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,eng Premier League,28-213,1997,4.0,63,62,0,0,1,0,0,0,0,0,0,0,44,1,2,Matches
334,Dani Calvo,es ESP,DF,Oviedo,es La Liga,31-197,1994,6.0,269,239,30,13,0,2,1,1,0,0,0,0,243,0,3,Matches
335,Adama Camara,fr FRA,MF,Paris FC,fr Ligue 1,28-362,1996,4.4,176,175,1,1,0,0,1,0,0,0,0,0,151,0,0,Matches
336,Amady Camara,ml MLI,"MF,FW",Nantes,fr Ligue 1,20-140,2005,1.3,42,41,1,0,0,0,8,1,0,0,0,0,27,0,2,Matches
337,Dawda Camara,mr MTN,FW,Girona,es La Liga,22-345,2002,0.8,10,6,4,0,0,0,0,0,0,0,0,0,7,0,1,Matches
338,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,21-287,2004,3.7,239,224,15,5,0,1,14,1,9,8,1,0,197,0,2,Matches
339,Mahdi Camara,fr FRA,"MF,DF",Rennes,fr Ligue 1,27-107,1998,3.4,154,153,1,1,0,0,5,0,0,0,0,0,140,0,2,Matches
340,Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,22-223,2003,5.7,214,208,5,4,0,0,1,0,0,0,0,0,187,1,1,Matches
341,Francesco Camarda,it ITA,FW,Lecce,it Serie A,17-219,2008,2.3,26,22,3,0,0,0,0,0,0,0,0,0,19,1,0,Matches
342,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,22-339,2002,0.8,75,70,5,5,0,0,1,0,0,0,0,0,71,0,0,Matches
343,Nicolò Cambiaghi,it ITA,FW,Bologna,it Serie A,24-291,2000,4.0,80,80,0,0,1,0,12,0,0,0,0,0,61,0,3,Matches
344,Andrea Cambiaso,it ITA,DF,Juventus,it Serie A,25-237,2000,3.9,257,233,24,3,0,0,20,18,3,1,1,0,223,0,8,Matches
345,Axel Camblan,fr FRA,"FW,MF",Brest,fr Ligue 1,22-046,2003,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
346,Sergio Camello,es ESP,"FW,MF",Rayo Vallecano,es La Liga,24-247,2001,1.4,41,35,5,2,0,0,0,0,0,0,0,0,34,1,0,Matches
347,Cole Campbell,us USA,FW,Dortmund,de Bundesliga,19-237,2006,0.2,7,7,0,0,0,0,1,0,0,0,0,0,4,0,2,Matches
348,Matteo Cancellieri,it ITA,FW,Lazio,it Serie A,23-245,2002,4.3,115,112,3,2,0,0,1,1,0,0,0,0,87,0,4,Matches
349,Fali Candé,gw GNB,DF,Sassuolo,it Serie A,27-264,1998,0.6,27,25,2,0,0,0,1,2,0,0,0,0,23,0,1,Matches
350,Simone Canestrelli,it ITA,DF,Pisa,it Serie A,25-034,2000,6.0,176,154,22,7,0,1,3,5,0,0,0,0,134,0,1,Matches
