Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
1927,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-360,1999,7,7,630,7.0,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,9,44,3,0.00,0.14,0.14,0.00,0.14,0.03,0.09,0.12,0.03,0.12,Matches
1928,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25-303,2000,11,11,954,10.6,2,2,4,0,2,3,1,0,3.1,0.7,3.9,4.6,24,73,66,0.19,0.19,0.38,0.00,0.19,0.29,0.37,0.66,0.07,0.44,Matches
1929,Isaac Schmidt,ch SUI,"DF,MF",Werder Bremen,de Bundesliga,25-354,1999,6,0,129,1.4,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1.0,7,13,12,0.70,0.00,0.70,0.70,0.70,0.57,0.12,0.68,0.57,0.68,Matches
1930,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27-064,1998,11,9,795,8.8,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,4,18,10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
1931,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26-167,1999,10,10,804,8.9,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,9,25,27,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.11,0.05,0.11,Matches
1932,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30-215,1995,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1933,Léo Scienza,br BRA,"MF,FW",Heidenheim,de Bundesliga,27-074,1998,2,2,180,2.0,1,0,1,1,0,0,0,0,0.1,0.1,1.1,1.3,11,3,10,0.50,0.00,0.50,0.50,0.50,0.07,0.56,0.63,0.07,0.63,Matches
1934,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22-097,2003,12,11,773,8.6,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,18,25,23,0.12,0.00,0.12,0.12,0.12,0.07,0.06,0.13,0.07,0.13,Matches
1935,Sebastian Sebulonsen,no NOR,DF,Köln,de Bundesliga,25-303,2000,11,9,810,9.0,0,0,0,0,0,0,3,0,0.7,0.7,1.6,2.3,10,13,43,0.00,0.00,0.00,0.00,0.00,0.08,0.17,0.25,0.08,0.25,Matches
1936,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22-187,2003,2,1,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1937,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22-187,2003,5,4,321,3.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,9,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
1938,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25-175,2000,9,5,436,4.8,0,1,1,0,0,0,1,0,0.0,0.0,0.9,0.9,11,31,16,0.00,0.21,0.21,0.00,0.21,0.00,0.18,0.18,0.00,0.18,Matches
1939,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24-206,2001,11,10,905,10.1,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.5,3,21,7,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches
1940,Ayumu Seko,jp JPN,MF,Le Havre,fr Ligue 1,25-172,2000,13,12,1095,12.2,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.8,2,35,9,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
1941,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-273,1992,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1942,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,25-323,2000,11,11,989,11.0,6,3,9,5,1,2,2,0,4.6,3.0,0.5,3.5,35,39,62,0.55,0.27,0.82,0.46,0.73,0.42,0.05,0.46,0.28,0.32,Matches
1943,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27-318,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1944,Marvin Senaya,tg TOG,DF,Auxerre,fr Ligue 1,24-302,2001,12,12,1037,11.5,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.9,17,29,23,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
1945,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28-200,1997,12,12,1067,11.9,0,3,3,0,0,0,4,0,0.2,0.2,1.1,1.3,7,71,4,0.00,0.25,0.25,0.00,0.25,0.02,0.09,0.11,0.02,0.11,Matches
1946,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-229,1997,9,9,757,8.4,2,0,2,2,0,0,2,0,2.1,2.1,0.8,2.9,15,51,8,0.24,0.00,0.24,0.24,0.24,0.25,0.09,0.34,0.25,0.34,Matches
1947,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-266,2003,4,2,124,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,6,6,20,0.00,0.00,0.00,0.00,0.00,0.22,0.08,0.30,0.22,0.30,Matches
1948,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22-179,2003,11,6,621,6.9,2,1,3,2,0,0,1,0,2.1,2.1,0.3,2.4,4,10,25,0.29,0.14,0.43,0.29,0.43,0.30,0.05,0.35,0.30,0.35,Matches
1949,Ryan Sessegnon,eng ENG,DF,Fulham,eng Premier League,25-192,2000,11,11,926,10.3,2,0,2,2,0,0,0,0,0.8,0.8,1.0,1.8,22,35,51,0.19,0.00,0.19,0.19,0.19,0.08,0.10,0.18,0.08,0.18,Matches
1950,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,33-030,1992,6,2,174,1.9,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,12,9,15,0.00,0.52,0.52,0.00,0.52,0.15,0.22,0.37,0.15,0.37,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1951,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-137,1995,12,12,1023,11.4,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,16,52,11,0.00,0.09,0.09,0.00,0.09,0.01,0.04,0.04,0.01,0.04,Matches
1952,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-155,1998,7,3,326,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1953,Djibril Sidibé,fr FRA,"DF,MF",Toulouse,fr Ligue 1,33-120,1992,13,9,746,8.3,2,0,2,1,1,1,1,0,1.2,0.4,0.2,0.6,10,35,45,0.24,0.00,0.24,0.12,0.12,0.14,0.03,0.17,0.04,0.07,Matches
1954,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,22-282,2003,10,2,308,3.4,2,0,2,2,0,0,1,0,1.6,1.6,0.3,1.9,10,2,25,0.58,0.00,0.58,0.58,0.58,0.47,0.08,0.54,0.47,0.54,Matches
1955,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-238,2002,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1956,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-204,1997,10,9,861,9.6,1,0,1,1,0,0,2,0,1.0,1.0,0.1,1.1,1,16,2,0.10,0.00,0.10,0.10,0.10,0.11,0.01,0.12,0.11,0.12,Matches
1957,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-262,2000,9,8,717,8.0,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.8,8,30,9,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
1958,André Silva,pt POR,FW,Elche,es La Liga,30-020,1995,12,8,696,7.7,4,0,4,4,0,0,0,0,4.1,4.1,1.1,5.2,16,28,44,0.52,0.00,0.52,0.52,0.52,0.53,0.14,0.67,0.53,0.67,Matches
1959,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-108,1994,12,8,720,8.0,0,2,2,0,0,0,3,0,0.1,0.1,2.0,2.1,12,32,32,0.00,0.25,0.25,0.00,0.25,0.01,0.25,0.26,0.01,0.26,Matches
1960,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-118,1997,10,7,685,7.6,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,9,46,30,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches
1961,Fábio Silva,pt POR,"FW,MF",Dortmund,de Bundesliga,23-130,2002,5,0,34,0.4,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,1,3,10,0.00,2.65,2.65,0.00,2.65,0.25,0.84,1.09,0.25,1.09,Matches
1962,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-117,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1963,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-269,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1964,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-162,2001,6,1,144,1.6,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,4,2,10,0.62,0.00,0.62,0.62,0.62,0.14,0.05,0.19,0.14,0.19,Matches
1965,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-144,1995,11,10,751,8.3,4,0,4,4,0,0,0,0,3.1,3.1,1.6,4.8,11,12,49,0.48,0.00,0.48,0.48,0.48,0.38,0.19,0.57,0.38,0.57,Matches
1966,Giuliano Simeone,ar ARG,"MF,FW",Atlético Madrid,es La Liga,22-343,2002,12,10,893,9.9,2,4,6,2,0,0,1,0,2.6,2.6,2.6,5.2,34,26,99,0.20,0.40,0.60,0.20,0.60,0.26,0.27,0.53,0.26,0.53,Matches
1967,Moses Simon,ng NGA,"FW,MF",Paris FC,fr Ligue 1,30-137,1995,13,11,936,10.4,3,2,5,3,0,0,0,0,2.2,2.2,1.9,4.1,48,20,103,0.29,0.19,0.48,0.29,0.48,0.21,0.19,0.39,0.21,0.39,Matches
1968,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-168,1997,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1969,Xavi Simons,nl NED,"MF,FW",Tottenham,eng Premier League,22-219,2003,9,6,577,6.4,0,1,1,0,0,0,2,0,0.4,0.4,0.6,1.0,26,42,28,0.00,0.16,0.16,0.00,0.16,0.06,0.09,0.15,0.06,0.15,Matches
1970,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-219,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1971,Danel Sinani,lu LUX,"MF,FW",St. Pauli,de Bundesliga,28-235,1997,11,9,783,8.7,2,1,3,1,1,1,2,0,1.6,0.8,1.6,2.5,13,58,55,0.23,0.11,0.34,0.11,0.23,0.18,0.19,0.37,0.10,0.28,Matches
1972,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-353,1999,13,13,1083,12.0,3,1,4,2,1,2,2,0,4.0,2.4,1.8,4.2,16,28,79,0.25,0.08,0.33,0.17,0.25,0.33,0.15,0.48,0.20,0.35,Matches
1973,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-107,1996,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1974,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20-347,2004,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1975,Tim Skarke,de GER,"MF,DF",Union Berlin,de Bundesliga,29-080,1996,10,2,334,3.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,7,5,24,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1976,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30-200,1995,7,5,431,4.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,19,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1977,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,25-363,1999,10,10,855,9.5,3,1,4,3,0,0,4,0,1.9,1.9,0.7,2.5,0,19,1,0.32,0.11,0.42,0.32,0.42,0.20,0.07,0.27,0.20,0.27,Matches
1978,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34-205,1991,10,10,817,9.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1979,Andreas Skov Olsen,dk DEN,FW,Wolfsburg,de Bundesliga,25-332,1999,8,4,362,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.9,1.2,8,10,25,0.25,0.00,0.25,0.25,0.25,0.08,0.22,0.30,0.08,0.30,Matches
1980,Robert Skov,dk DEN,DF,Union Berlin,de Bundesliga,29-190,1996,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,8,4,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1981,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-211,1991,5,4,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
1982,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-322,1997,11,11,990,11.0,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,7,46,7,0.09,0.00,0.09,0.09,0.09,0.03,0.00,0.03,0.03,0.03,Matches
1983,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25-121,2000,12,1,253,2.8,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.3,8,14,17,0.36,0.00,0.36,0.36,0.36,0.41,0.06,0.47,0.41,0.47,Matches
1984,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25-101,2000,10,7,652,7.2,0,0,0,0,0,0,5,0,0.4,0.4,1.0,1.5,4,29,20,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20,Matches
1985,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24-229,2001,10,6,482,5.4,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.7,13,18,16,0.00,0.19,0.19,0.00,0.19,0.03,0.29,0.32,0.03,0.32,Matches
1986,Alex Sola,es ESP,FW,Getafe,es La Liga,26-170,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1987,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,28-073,1997,2,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.57,0.57,0.57,Matches
1988,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,28-328,1997,10,5,536,6.0,1,1,2,1,0,0,2,0,0.8,0.8,0.6,1.4,13,36,14,0.17,0.17,0.34,0.17,0.34,0.13,0.11,0.24,0.13,0.24,Matches
1989,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-283,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1990,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-292,2000,12,12,1049,11.7,0,1,1,0,0,0,0,0,0.7,0.7,0.4,1.1,16,52,6,0.00,0.09,0.09,0.00,0.09,0.06,0.04,0.09,0.06,0.09,Matches
1991,Jhon Solis,co COL,MF,Girona,es La Liga,21-054,2004,9,3,334,3.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,3,9,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
1992,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26-125,1999,5,1,129,1.4,1,1,2,1,0,0,0,0,0.4,0.4,0.3,0.7,4,7,11,0.70,0.70,1.40,0.70,1.40,0.29,0.19,0.48,0.29,0.48,Matches
1993,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-344,1988,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1994,Oliver Sonne,pe PER,"DF,FW",Burnley,eng Premier League,25-016,2000,3,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,4,3,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
1995,David Soria,es ESP,GK,Getafe,es La Liga,32-236,1993,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1996,Borna Sosa,hr CRO,DF,Crystal Palace,eng Premier League,27-309,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1997,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-342,2003,11,8,711,7.9,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.2,12,54,6,0.00,0.13,0.13,0.00,0.13,0.01,0.15,0.16,0.01,0.16,Matches
1998,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,35-032,1990,8,0,52,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,Matches
1999,Riccardo Sottil,it ITA,FW,Lecce,it Serie A,26-176,1999,7,4,321,3.6,1,1,2,1,0,0,0,0,0.1,0.1,0.8,0.8,13,8,29,0.28,0.28,0.56,0.28,0.56,0.02,0.22,0.24,0.02,0.24,Matches
2000,Tomáš Souček,cz CZE,"MF,FW",West Ham,eng Premier League,30-272,1995,9,5,464,5.2,2,0,2,2,0,0,0,1,2.3,2.3,0.0,2.3,1,11,8,0.39,0.00,0.39,0.39,0.39,0.44,0.01,0.45,0.44,0.45,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2001,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22-225,2003,12,11,868,9.6,4,2,6,4,0,0,0,0,1.9,1.9,1.5,3.4,42,45,79,0.41,0.21,0.62,0.41,0.62,0.19,0.16,0.35,0.19,0.35,Matches
2002,Aboubaka Soumahoro,fr FRA,DF,Hamburger SV,de Bundesliga,20-295,2005,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2003,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,24-327,2001,13,4,451,5.0,2,2,4,2,0,1,1,0,2.7,1.8,0.9,2.7,7,10,22,0.40,0.40,0.80,0.40,0.80,0.54,0.17,0.71,0.36,0.53,Matches
2004,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,25-047,2000,13,13,1170,13.0,3,2,5,2,1,1,1,0,6.5,5.7,2.1,7.7,32,31,88,0.23,0.15,0.38,0.15,0.31,0.50,0.16,0.65,0.44,0.59,Matches
2005,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26-162,1999,10,10,787,8.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,3,34,7,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
2006,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-293,1997,9,8,622,6.9,1,0,1,1,0,0,2,0,0.2,0.2,0.4,0.7,10,34,10,0.14,0.00,0.14,0.14,0.14,0.03,0.06,0.10,0.03,0.10,Matches
2007,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,25-109,2000,11,10,835,9.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,30,34,39,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
2008,Leonardo Spinazzola,it ITA,"DF,MF",Napoli,it Serie A,32-246,1993,9,6,535,5.9,1,2,3,1,0,0,1,0,0.2,0.2,1.2,1.4,24,24,27,0.17,0.34,0.50,0.17,0.50,0.04,0.20,0.24,0.04,0.24,Matches
2009,Anton Stach,de GER,MF,Leeds United,eng Premier League,27-011,1998,11,10,821,9.1,1,1,2,1,0,0,1,0,1.1,1.1,1.1,2.2,14,45,23,0.11,0.11,0.22,0.11,0.22,0.12,0.12,0.24,0.12,0.24,Matches
2010,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,29-018,1996,9,9,740,8.2,4,0,4,4,0,0,2,0,2.2,2.2,0.3,2.5,2,25,14,0.49,0.00,0.49,0.49,0.49,0.27,0.04,0.30,0.27,0.30,Matches
2011,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35-105,1990,8,6,535,5.9,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,2,17,2,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.18,0.03,0.18,Matches
2012,Nicolae Stanciu,ro ROU,"MF,FW",Genoa,it Serie A,32-203,1993,3,2,172,1.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,4,8,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.27,0.23,0.27,Matches
2013,Otto Stange,de GER,MF,Hamburger SV,de Bundesliga,18-290,2007,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2014,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-238,2000,6,5,457,5.1,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,9,24,22,0.00,0.20,0.20,0.00,0.20,0.02,0.02,0.04,0.02,0.04,Matches
2015,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30-178,1995,7,5,419,4.7,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.2,0,9,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
2016,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-226,1995,4,2,141,1.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2017,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,21-089,2004,3,1,113,1.3,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.7,0,1,9,0.80,0.00,0.80,0.80,0.80,0.37,0.21,0.59,0.37,0.59,Matches
2018,Calvin Stengs,nl NED,MF,Pisa,it Serie A,26-343,1998,2,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,1,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.54,0.54,0.54,Matches
2019,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,29-251,1996,1,1,61,0.7,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,2,7,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.42,0.42,0.42,Matches
2020,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24-236,2001,11,9,866,9.6,1,3,4,1,0,1,0,0,1.7,0.9,1.9,2.8,21,80,22,0.10,0.31,0.42,0.10,0.42,0.17,0.20,0.37,0.09,0.29,Matches
2021,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32-091,1993,9,5,410,4.6,0,0,0,0,0,1,0,0,1.7,0.9,1.1,2.0,6,22,28,0.00,0.00,0.00,0.00,0.00,0.37,0.25,0.62,0.20,0.44,Matches
2022,John Stones,eng ENG,DF,Manchester City,eng Premier League,31-182,1994,5,4,325,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,15,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
2023,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-293,2000,10,9,797,8.9,1,0,1,0,1,1,0,0,1.6,0.8,0.4,1.2,4,7,32,0.11,0.00,0.11,0.00,0.00,0.18,0.05,0.23,0.09,0.14,Matches
