Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
548,Kiernan Dewsbury-Hall,eng ENG,MF,Everton,eng Premier League,27-081,1998,11,11,972,10.8,2,2,4,2,0,0,5,0,0.9,0.9,2.7,3.6,16,54,39,0.19,0.19,0.37,0.19,0.37,0.08,0.25,0.33,0.08,0.33,Matches
549,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,28-122,1997,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
550,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,32-114,1993,12,12,1080,12.0,0,1,1,0,0,0,1,0,1.0,1.0,1.5,2.6,14,67,70,0.00,0.08,0.08,0.00,0.08,0.09,0.13,0.21,0.09,0.21,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
551,Alessandro Di Pardo,it ITA,DF,Cagliari,it Serie A,26-131,1999,2,0,53,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches
552,Boulaye Dia,sn SEN,"FW,MF",Lazio,it Serie A,29-010,1996,12,9,740,8.2,1,0,1,1,0,0,0,0,1.9,1.9,0.2,2.1,4,12,39,0.12,0.00,0.12,0.12,0.12,0.23,0.02,0.25,0.23,0.25,Matches
553,Bambo Diaby,sn SEN,DF,Elche,es La Liga,27-344,1997,2,1,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
554,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,28-342,1996,7,6,453,5.0,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.6,2,17,4,0.20,0.00,0.20,0.20,0.20,0.11,0.01,0.12,0.11,0.12,Matches
555,Bafodé Diakité,fr FRA,DF,Bournemouth,eng Premier League,24-324,2001,9,9,765,8.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,29,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
556,Amad Diallo,ci CIV,"DF,MF",Manchester Utd,eng Premier League,23-138,2002,11,10,844,9.4,1,2,3,1,0,0,1,0,2.2,2.2,1.8,4.1,45,40,83,0.11,0.21,0.32,0.11,0.32,0.24,0.20,0.43,0.24,0.43,Matches
557,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,30-161,1995,9,9,787,8.7,3,1,4,3,0,1,0,0,4.0,3.2,0.3,3.5,11,9,25,0.34,0.11,0.46,0.34,0.46,0.46,0.03,0.50,0.37,0.41,Matches
558,Grady Diangana,cd COD,MF,Elche,es La Liga,27-221,1998,5,3,207,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,3,5,7,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches
559,Assane Diao,sn SEN,FW,Como,it Serie A,20-080,2005,4,3,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15,9,26,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
560,Soriba Diaoune,fr FRA,FW,Lille,fr Ligue 1,18-104,2007,1,0,1,0.0,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.2,1,0,3,0.00,90.00,90.00,0.00,90.00,14.57,4.68,19.25,14.57,19.25,Matches
561,Habib Diarra,sn SEN,MF,Sunderland,eng Premier League,21-327,2004,4,4,345,3.8,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,10,13,17,0.00,0.00,0.00,0.00,0.00,0.15,0.01,0.16,0.15,0.16,Matches
562,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,25-016,2000,3,3,216,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
563,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,28-196,1997,12,11,996,11.1,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,9,37,0,0.09,0.00,0.09,0.09,0.09,0.02,0.01,0.03,0.02,0.03,Matches
564,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,26-274,1999,8,6,622,6.9,0,1,1,0,0,0,0,0,0.7,0.7,1.3,2.0,16,34,50,0.00,0.14,0.14,0.00,0.14,0.10,0.19,0.29,0.10,0.29,Matches
565,Mory Diaw,sn SEN,GK,Le Havre,fr Ligue 1,32-157,1993,13,13,1170,13.0,0,1,1,0,0,0,0,0,0.0,0.0,0.8,0.8,0,0,0,0.00,0.08,0.08,0.00,0.08,0.00,0.06,0.06,0.00,0.06,Matches
566,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,26-115,1999,10,3,298,3.3,0,2,2,0,0,0,1,0,0.2,0.2,1.6,1.8,13,8,30,0.00,0.60,0.60,0.00,0.60,0.07,0.49,0.55,0.07,0.55,Matches
567,Junior Diaz,ci CIV,DF,Brest,fr Ligue 1,22-126,2003,7,6,559,6.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,2,16,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
568,Luis Díaz,co COL,FW,Bayern Munich,de Bundesliga,28-317,1997,11,10,892,9.9,6,4,10,6,0,0,4,0,5.9,5.9,2.2,8.1,38,36,116,0.61,0.40,1.01,0.61,1.01,0.59,0.22,0.82,0.59,0.82,Matches
569,Pedro Díaz,es ESP,"MF,FW",Rayo Vallecano,es La Liga,27-174,1998,12,10,770,8.6,0,0,0,0,0,0,0,0,0.6,0.6,0.5,1.1,10,26,36,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13,Matches
570,Tyler Dibling,eng ENG,FW,Everton,eng Premier League,19-259,2006,4,1,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
571,Nouha Dicko,ml MLI,FW,Paris FC,fr Ligue 1,33-196,1992,7,0,53,0.6,1,1,2,1,0,0,0,0,0.3,0.3,0.2,0.5,1,1,8,1.70,1.70,3.40,1.70,3.40,0.58,0.30,0.88,0.58,0.88,Matches
572,Bamba Dieng,sn SEN,"MF,FW",Lorient,fr Ligue 1,25-248,2000,2,0,31,0.3,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.5,0,0,0,0.00,2.90,2.90,0.00,2.90,0.74,0.85,1.59,0.74,1.59,Matches
573,Eric Dier,eng ENG,DF,Monaco,fr Ligue 1,31-315,1994,6,6,540,6.0,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,2,39,5,0.17,0.00,0.17,0.17,0.17,0.08,0.02,0.10,0.08,0.10,Matches
574,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,32-129,1993,12,11,863,9.6,0,3,3,0,0,0,2,0,0.3,0.3,0.9,1.2,10,23,65,0.00,0.31,0.31,0.00,0.31,0.03,0.09,0.13,0.03,0.13,Matches
575,Kevin Diks,id IDN,DF,Gladbach,de Bundesliga,29-051,1996,11,10,883,9.8,2,0,2,0,2,2,3,0,2.1,0.5,0.2,0.7,11,37,9,0.20,0.00,0.20,0.00,0.00,0.21,0.02,0.23,0.05,0.07,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
576,Federico Dimarco,it ITA,DF,Inter,it Serie A,28-016,1997,12,9,866,9.6,2,4,6,2,0,0,1,0,1.0,1.0,4.9,5.9,15,55,93,0.21,0.42,0.62,0.21,0.62,0.10,0.51,0.62,0.10,0.62,Matches
577,Junior Dina Ebimbe,fr FRA,"FW,MF",Brest,fr Ligue 1,25-005,2000,9,4,331,3.7,1,0,1,1,0,0,0,0,1.1,1.1,0.5,1.6,5,4,10,0.27,0.00,0.27,0.27,0.27,0.29,0.14,0.43,0.29,0.43,Matches
578,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,23-348,2001,8,3,248,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,7,11,0.00,0.00,0.00,0.00,0.00,0.12,0.04,0.15,0.12,0.15,Matches
579,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,24-231,2001,3,3,247,2.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,2,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
580,Yan Diomandé,ci CIV,FW,RB Leipzig,de Bundesliga,19-012,2006,11,7,622,6.9,3,2,5,3,0,0,2,0,1.8,1.8,0.9,2.7,53,26,48,0.43,0.29,0.72,0.43,0.72,0.26,0.12,0.38,0.26,0.38,Matches
581,Issa Diop,fr FRA,DF,Fulham,eng Premier League,28-321,1997,3,2,224,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
582,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,20-198,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.99,0.99,0.99,Matches
583,Sofiane Diop,ma MAR,"MF,FW",Nice,fr Ligue 1,25-170,2000,13,9,781,8.7,6,2,8,4,2,2,2,0,3.7,2.1,1.3,3.4,18,54,39,0.69,0.23,0.92,0.46,0.69,0.42,0.15,0.57,0.24,0.39,Matches
584,Andy Diouf,fr FRA,MF,Inter,it Serie A,22-193,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,7,0.00,0.00,0.00,0.00,0.00,0.05,0.26,0.31,0.05,0.31,Matches
585,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,22-193,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,3,4,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
586,El Hadji Malick Diouf,sn SEN,"DF,MF",West Ham,eng Premier League,20-333,2004,12,11,1035,11.5,0,3,3,0,0,0,1,0,0.2,0.2,0.7,1.0,14,32,45,0.00,0.26,0.26,0.00,0.26,0.02,0.06,0.08,0.02,0.08,Matches
587,Yehvann Diouf,sn SEN,GK,Nice,fr Ligue 1,26-010,1999,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
588,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,28-067,1997,7,1,147,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,9,0,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
589,Matías Dituro,ar ARG,GK,Elche,es La Liga,38-202,1987,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
590,Djené,tg TOG,DF,Getafe,es La Liga,33-330,1991,13,11,864,9.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,3,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
591,Harouna Djibrin,cm CMR,FW,Angers,fr Ligue 1,19-021,2006,5,0,83,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,5,2,7,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.27,0.07,0.27,Matches
592,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,32-280,1993,11,9,874,9.7,0,0,0,0,0,0,1,0,0.7,0.7,0.2,1.0,11,35,12,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.10,0.07,0.10,Matches
593,Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,33-306,1992,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
594,Ritsu Doan,jp JPN,"FW,MF",Eint Frankfurt,de Bundesliga,27-163,1998,11,11,892,9.9,3,4,7,3,0,0,1,0,1.8,1.8,2.7,4.5,14,37,84,0.30,0.40,0.71,0.30,0.71,0.18,0.27,0.46,0.18,0.46,Matches
595,Dodô,br BRA,DF,Fiorentina,it Serie A,27-009,1998,12,12,1025,11.4,0,0,0,0,0,0,2,0,0.9,0.9,0.7,1.6,41,28,49,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14,Matches
596,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,27-149,1998,11,11,990,11.0,4,0,4,4,0,0,1,0,2.3,2.3,0.4,2.7,1,24,5,0.36,0.00,0.36,0.36,0.36,0.21,0.04,0.25,0.21,0.25,Matches
597,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,33-314,1992,4,4,291,3.2,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.1,1,9,3,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
598,Josh Doig,sct SCO,DF,Sassuolo,it Serie A,23-192,2002,11,9,771,8.6,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,13,30,23,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.05,0.02,0.05,Matches
599,Jeremy Doku,be BEL,"MF,FW",Manchester City,eng Premier League,23-183,2002,12,8,696,7.7,1,3,4,1,0,0,0,0,1.1,1.1,4.7,5.8,81,37,82,0.13,0.39,0.52,0.13,0.52,0.14,0.61,0.75,0.14,0.75,Matches
600,Tyrhys Dolan,eng ENG,"MF,FW",Espanyol,es La Liga,23-333,2001,13,10,887,9.9,0,2,2,0,0,0,1,0,1.0,1.0,2.0,3.0,44,23,80,0.00,0.20,0.20,0.00,0.20,0.10,0.20,0.30,0.10,0.30,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
601,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,19-329,2006,7,2,214,2.4,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,1,4,17,0.00,0.42,0.42,0.00,0.42,0.05,0.16,0.21,0.05,0.21,Matches
602,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,22-068,2003,5,2,196,2.2,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,4,4,17,0.00,0.46,0.46,0.00,0.46,0.20,0.03,0.22,0.20,0.22,Matches
603,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,24-288,2001,6,4,436,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,10,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
604,Nicolás Domínguez,ar ARG,"FW,MF",Nott'ham Forest,eng Premier League,27-151,1998,4,3,171,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,11,8,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
605,Jean-Luc Dompé,fr FRA,"FW,MF",Hamburger SV,de Bundesliga,30-106,1995,10,8,731,8.1,2,0,2,2,0,0,0,0,1.0,1.0,2.1,3.1,38,26,93,0.25,0.00,0.25,0.25,0.25,0.13,0.25,0.38,0.13,0.38,Matches
606,John Donald,es ESP,"MF,DF",Elche,es La Liga,25-088,2000,8,2,179,2.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,2,5,3,0.50,0.00,0.50,0.50,0.50,0.18,0.00,0.18,0.18,0.18,Matches
607,Gianluigi Donnarumma,it ITA,GK,Manchester City,eng Premier League,26-274,1999,9,9,810,9.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
608,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,21-031,2004,11,7,683,7.6,0,1,1,0,0,0,4,0,0.7,0.7,1.1,1.8,22,9,56,0.00,0.13,0.13,0.00,0.13,0.09,0.15,0.24,0.09,0.24,Matches
609,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,27-315,1998,10,8,653,7.3,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,7,36,9,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
610,Lohann Doucet,fr FRA,MF,Paris FC,fr Ligue 1,23-073,2002,4,1,91,1.0,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,1,10,0,0.99,0.00,0.99,0.99,0.99,0.29,0.06,0.35,0.29,0.35,Matches
611,Fodé Doucouré,ml MLI,"MF,FW",Le Havre,fr Ligue 1,24-296,2001,12,6,556,6.2,2,1,3,2,0,0,0,0,1.2,1.2,2.1,3.3,11,26,49,0.32,0.16,0.49,0.32,0.49,0.19,0.34,0.53,0.19,0.53,Matches
612,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,20-176,2005,6,4,311,3.5,1,1,2,1,0,0,0,0,1.0,1.0,0.8,1.8,19,17,43,0.29,0.29,0.58,0.29,0.58,0.30,0.22,0.52,0.30,0.52,Matches
613,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,23-040,2002,9,8,742,8.2,1,3,4,1,0,0,2,0,1.0,1.0,1.2,2.2,13,49,20,0.12,0.36,0.49,0.12,0.49,0.12,0.14,0.26,0.12,0.26,Matches
614,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22-125,2003,8,8,650,7.2,0,1,1,0,0,0,2,1,0.2,0.2,0.5,0.7,6,24,3,0.00,0.14,0.14,0.00,0.14,0.03,0.06,0.09,0.03,0.09,Matches
615,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,22-281,2003,9,9,689,7.7,3,1,4,3,0,0,2,0,1.8,1.8,1.0,2.8,10,30,26,0.39,0.13,0.52,0.39,0.52,0.24,0.13,0.37,0.24,0.37,Matches
616,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,26-116,1999,12,5,474,5.3,2,0,2,2,0,0,0,0,1.5,1.5,0.4,1.9,5,13,31,0.38,0.00,0.38,0.38,0.38,0.28,0.08,0.36,0.28,0.36,Matches
617,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,28-158,1997,10,3,327,3.6,2,1,3,2,0,0,0,0,2.0,2.0,1.1,3.1,3,5,16,0.55,0.28,0.83,0.55,0.83,0.56,0.30,0.86,0.56,0.86,Matches
618,Max Dowman,eng ENG,FW,Arsenal,eng Premier League,15-330,2009,2,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,0,6,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.43,0.43,0.43,Matches
619,Domingos Duarte,pt POR,DF,Getafe,es La Liga,30-261,1995,11,11,945,10.5,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,20,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
620,Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,36-315,1989,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
621,Denzel Dumfries,nl NED,DF,Inter,it Serie A,29-222,1996,11,9,719,8.0,1,0,1,1,0,0,1,0,1.5,1.5,1.0,2.4,13,17,66,0.13,0.00,0.13,0.13,0.13,0.18,0.12,0.30,0.18,0.30,Matches
622,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,34-005,1991,12,11,1035,11.5,0,0,0,0,0,0,3,0,0.6,0.6,0.0,0.6,7,37,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
623,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,24-185,2001,11,7,589,6.5,2,0,2,2,0,0,0,0,1.8,1.8,0.1,2.0,4,12,38,0.31,0.00,0.31,0.31,0.31,0.28,0.02,0.30,0.28,0.30,Matches
624,Hugo Duro,es ESP,FW,Valencia,es La Liga,26-016,1999,13,6,650,7.2,4,0,4,4,0,0,1,0,2.6,2.6,0.3,2.9,3,10,34,0.55,0.00,0.55,0.55,0.55,0.35,0.05,0.40,0.35,0.40,Matches
625,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,32-011,1993,8,5,449,5.0,1,1,2,1,0,1,0,0,2.2,1.4,1.1,2.6,11,23,34,0.20,0.20,0.40,0.20,0.40,0.45,0.22,0.67,0.29,0.51,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
626,Edin Džeko,ba BIH,FW,Fiorentina,it Serie A,39-254,1986,10,2,222,2.5,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,3,7,15,0.00,0.00,0.00,0.00,0.00,0.12,0.15,0.27,0.12,0.27,Matches
627,Adam Dźwigała,pl POL,DF,St. Pauli,de Bundesliga,30-062,1995,6,5,409,4.5,1,0,1,1,0,0,3,0,0.0,0.0,0.0,0.0,2,13,3,0.22,0.00,0.22,0.22,0.22,0.01,0.00,0.01,0.01,0.01,Matches
628,Aron Dønnum,no NOR,"MF,DF",Toulouse,fr Ligue 1,27-220,1998,12,12,1080,12.0,3,2,5,0,3,3,5,0,3.4,1.1,2.7,3.8,38,76,71,0.25,0.17,0.42,0.00,0.17,0.29,0.22,0.51,0.09,0.31,Matches
629,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,21-102,2004,11,5,446,5.0,0,0,0,0,0,0,2,0,0.7,0.7,0.2,0.9,9,12,9,0.00,0.00,0.00,0.00,0.00,0.14,0.04,0.17,0.14,0.17,Matches
630,Enzo Ebosse,cm CMR,DF,Hellas Verona,it Serie A,26-260,1999,2,1,54,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
631,Claudio Echeverri,ar ARG,"MF,FW",Leverkusen,de Bundesliga,19-328,2006,4,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
632,Éderson,br BRA,MF,Atalanta,it Serie A,26-142,1999,8,7,588,6.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.6,9,49,17,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
633,Noah Edjouma,fr FRA,"FW,MF",Toulouse,fr Ligue 1,20-053,2005,8,2,217,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,13,3,21,0.00,0.00,0.00,0.00,0.00,0.12,0.17,0.29,0.12,0.29,Matches
634,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,27-314,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
635,Odsonne Édouard,fr FRA,FW,Lens,fr Ligue 1,27-314,1998,10,9,595,6.6,5,1,6,4,1,1,1,0,4.0,3.2,0.5,3.7,10,15,30,0.76,0.15,0.91,0.61,0.76,0.60,0.08,0.67,0.48,0.56,Matches
636,Marcus Edwards,eng ENG,"FW,MF",Burnley,eng Premier League,26-358,1998,3,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,3,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39,Matches
637,CJ Egan-Riley,eng ENG,DF,Marseille,fr Ligue 1,22-328,2003,7,5,414,4.6,0,0,0,0,0,0,0,1,0.0,0.0,0.7,0.7,3,25,2,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches
638,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28-353,1996,11,11,990,11.0,2,0,2,2,0,0,1,0,1.1,1.1,0.6,1.7,6,45,6,0.18,0.00,0.18,0.18,0.18,0.10,0.06,0.16,0.10,0.16,Matches
639,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,30-185,1995,11,6,527,5.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,7,9,21,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
640,Ovie Ejaria,eng ENG,MF,Oviedo,es La Liga,28-008,1997,5,2,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,7,5,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07,Matches
641,Chidera Ejuke,ng NGA,"FW,MF",Sevilla,es La Liga,27-328,1998,10,3,298,3.3,0,1,1,0,0,0,0,0,0.8,0.8,1.1,1.9,12,17,32,0.00,0.30,0.30,0.00,0.30,0.24,0.33,0.57,0.24,0.57,Matches
642,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,27-036,1998,7,6,533,5.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,6,0,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches
643,Jeff Ekhator,it ITA,FW,Genoa,it Serie A,19-015,2006,10,3,306,3.4,1,0,1,1,0,0,2,0,1.4,1.4,0.1,1.6,3,3,29,0.29,0.00,0.29,0.29,0.29,0.43,0.04,0.46,0.43,0.46,Matches
