Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 21_level_0_Int,Unnamed: 22_level_0_Tkl+Int,Unnamed: 23_level_0_Clr,Unnamed: 24_level_0_Err,Unnamed: 25_level_0_Matches
1914,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21-212,2004,3.6,11,6,2,6,3,7,10,70.0,3,5,1,4,7,18,6,0,Matches
1915,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,22-234,2003,4.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,5,2,Matches
1916,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23-131,2002,1.2,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,2,0,Matches
1917,Alejo Sarco,ar ARG,FW,Leverkusen,de Bundesliga,19-329,2006,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1918,Jeremy Sarmiento,ec ECU,"MF,FW",Cremonese,it Serie A,23-168,2002,1.6,6,2,3,0,3,3,4,75.0,1,1,0,1,2,8,1,0,Matches
1919,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-265,2001,3.8,6,3,4,1,1,1,2,50.0,1,3,0,3,2,8,5,0,Matches
1920,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,27-279,1998,10.2,9,4,4,2,3,2,6,33.3,4,9,1,8,6,15,18,0,Matches
1921,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-312,1999,13.0,23,13,16,7,0,13,18,72.2,5,16,9,7,24,47,60,1,Matches
1922,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,20-094,2005,11.0,15,12,6,8,1,6,11,54.5,5,6,1,5,5,20,55,0,Matches
1923,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24-284,2001,5.9,4,2,1,2,1,3,4,75.0,1,3,0,3,4,8,3,0,Matches
1924,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21-200,2004,5.2,9,6,4,2,3,4,9,44.4,5,7,1,6,8,17,8,0,Matches
1925,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23-163,2002,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1926,Sávio,br BRA,"MF,FW",Manchester City,eng Premier League,21-235,2004,4.5,5,2,1,3,1,2,3,66.7,1,3,0,3,4,9,5,0,Matches
1927,Nicolò Savona,it ITA,"DF,MF",Nott'ham Forest,eng Premier League,22-257,2003,6.8,14,11,8,2,4,12,23,52.2,11,4,1,3,2,16,22,0,Matches
1928,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-335,2002,10.0,17,10,9,7,1,12,17,70.6,5,14,2,12,5,22,40,1,Matches
1929,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-355,2003,3.2,6,3,4,1,1,3,6,50.0,3,3,1,2,6,12,11,0,Matches
1930,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-334,1999,4.2,2,1,0,0,2,0,1,0.0,1,3,1,2,1,3,3,0,Matches
1931,Oliver Scarles,eng ENG,"DF,MF",West Ham,eng Premier League,19-354,2005,0.8,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,5,0,Matches
1932,Kevin Schade,de GER,FW,Brentford,eng Premier League,24-004,2001,12.0,19,10,4,8,7,5,12,41.7,7,10,3,7,6,25,12,0,Matches
1933,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-232,1999,4.5,12,9,5,6,1,3,8,37.5,5,8,1,7,9,21,10,0,Matches
1934,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-346,1991,5.7,7,5,5,1,1,4,7,57.1,3,7,6,1,13,20,35,2,Matches
1935,Derry Scherhant,de GER,"FW,MF",Freiburg,de Bundesliga,23-021,2002,4.3,6,3,3,3,0,5,9,55.6,4,3,0,3,2,8,6,0,Matches
1936,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-311,1996,7.6,3,2,0,1,2,1,2,50.0,1,2,1,1,1,4,11,0,Matches
1937,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,31-217,1994,3.1,2,1,0,1,1,1,1,100.0,0,1,0,1,2,4,7,0,Matches
1938,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,28-064,1997,3.8,8,4,3,5,0,3,6,50.0,3,4,1,3,2,10,10,0,Matches
1939,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-217,1997,6.4,12,10,8,4,0,8,11,72.7,3,8,3,5,5,17,29,1,Matches
1940,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,26-000,1999,8.0,17,10,8,8,1,8,12,66.7,4,8,4,4,11,28,39,0,Matches
1941,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25-308,2000,11.6,12,5,3,8,1,4,9,44.4,5,12,2,10,4,16,3,0,Matches
1942,Isaac Schmidt,ch SUI,"DF,MF",Werder Bremen,de Bundesliga,25-359,1999,1.4,6,4,4,1,1,0,1,0.0,1,1,0,1,2,8,7,0,Matches
1943,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27-069,1998,8.8,9,8,7,2,0,3,4,75.0,1,18,8,10,9,18,35,1,Matches
1944,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26-172,1999,9.3,13,7,9,3,1,7,21,33.3,14,8,2,6,16,29,26,2,Matches
1945,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30-220,1995,12.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,0,Matches
1946,Léo Scienza,br BRA,"MF,FW",Heidenheim,de Bundesliga,27-079,1998,2.0,2,2,1,1,0,0,2,0.0,2,3,0,3,0,2,0,0,Matches
1947,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22-102,2003,9.1,22,15,7,10,5,8,15,53.3,7,6,0,6,11,33,20,0,Matches
1948,Simone Scuffet,it ITA,GK,Pisa,it Serie A,29-184,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
1949,Sebastian Sebulonsen,no NOR,DF,Köln,de Bundesliga,25-308,2000,10.0,18,10,13,4,1,10,14,71.4,4,9,2,7,6,24,33,0,Matches
1950,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22-192,2003,1.5,4,0,3,1,0,0,1,0.0,1,4,1,3,0,4,7,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1951,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22-192,2003,4.6,7,6,4,3,0,4,5,80.0,1,7,3,4,4,11,47,0,Matches
1952,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25-180,2000,4.8,17,10,6,10,1,9,13,69.2,4,2,0,2,11,28,10,1,Matches
1953,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24-211,2001,11.1,30,16,18,10,2,11,19,57.9,8,16,5,11,32,62,23,0,Matches
1954,Ayumu Seko,jp JPN,MF,Le Havre,fr Ligue 1,25-177,2000,13.2,22,12,8,13,1,11,18,61.1,7,14,1,13,15,37,40,0,Matches
1955,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-278,1992,13.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,7,2,Matches
1956,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,25-328,2000,12.0,19,12,7,8,4,10,18,55.6,8,23,2,21,2,21,7,2,Matches
1957,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27-323,1998,12.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,1,Matches
1958,Marvin Senaya,tg TOG,DF,Auxerre,fr Ligue 1,24-307,2001,11.5,31,15,12,15,4,14,20,70.0,6,8,3,5,19,50,43,0,Matches
1959,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28-205,1997,12.9,22,16,13,9,0,9,22,40.9,13,21,14,7,21,43,104,0,Matches
1960,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-234,1997,8.4,24,15,11,11,2,10,18,55.6,8,12,3,9,7,31,8,0,Matches
1961,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-271,2003,1.4,2,2,1,1,0,2,6,33.3,4,3,0,3,0,2,2,0,Matches
1962,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22-184,2003,6.9,3,1,0,3,0,2,3,66.7,1,5,1,4,2,5,8,0,Matches
1963,Ryan Sessegnon,eng ENG,DF,Fulham,eng Premier League,25-197,2000,11.3,24,12,10,10,4,10,20,50.0,10,15,6,9,13,37,51,0,Matches
1964,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,33-035,1992,2.0,3,2,2,1,0,3,4,75.0,1,2,0,2,1,4,1,0,Matches
1965,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-142,1995,12.3,26,13,9,15,2,13,18,72.2,5,15,5,10,12,38,27,0,Matches
1966,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-160,1998,3.6,9,8,5,2,2,6,9,66.7,3,4,0,4,3,12,3,1,Matches
1967,Djibril Sidibé,fr FRA,"DF,MF",Toulouse,fr Ligue 1,33-125,1992,9.2,19,13,12,4,3,12,17,70.6,5,6,2,4,7,26,22,1,Matches
1968,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,22-287,2003,3.6,1,0,0,1,0,0,4,0.0,4,4,0,4,0,1,2,1,Matches
1969,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-243,2002,0.9,0,0,0,0,0,0,0,,0,1,1,0,1,1,6,1,Matches
1970,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-209,1997,9.6,14,6,8,5,1,8,12,66.7,4,9,5,4,8,22,58,0,Matches
1971,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-267,2000,8.0,17,12,11,6,0,10,19,52.6,9,7,4,3,18,35,54,0,Matches
1972,André Silva,pt POR,FW,Elche,es La Liga,30-025,1995,8.5,4,1,1,2,1,1,11,9.1,10,5,1,4,2,6,10,0,Matches
1973,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-113,1994,9.0,11,5,4,6,1,6,14,42.9,8,5,2,3,6,17,14,0,Matches
1974,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-123,1997,8.6,10,4,7,1,2,5,8,62.5,3,7,3,4,6,16,19,0,Matches
1975,Fábio Silva,pt POR,"MF,FW",Dortmund,de Bundesliga,23-135,2002,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1976,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-122,1999,0.1,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0,Matches
1977,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-274,1991,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
1978,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-167,2001,1.7,4,3,2,0,2,1,2,50.0,1,2,0,2,0,4,8,0,Matches
1979,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-149,1995,8.3,4,3,1,2,1,0,2,0.0,2,2,0,2,0,4,9,0,Matches
1980,Giuliano Simeone,ar ARG,"MF,FW",Atlético Madrid,es La Liga,22-348,2002,10.4,20,11,12,6,2,10,24,41.7,14,8,1,7,11,31,7,0,Matches
1981,Moses Simon,ng NGA,"FW,MF",Paris FC,fr Ligue 1,30-142,1995,11.2,6,4,2,2,2,3,6,50.0,3,7,1,6,7,13,3,0,Matches
1982,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-173,1997,14.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,Matches
1983,Xavi Simons,nl NED,"MF,FW",Tottenham,eng Premier League,22-224,2003,6.8,13,8,7,5,1,8,16,50.0,8,11,0,11,3,16,7,0,Matches
1984,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-224,2003,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1985,Danel Sinani,lu LUX,"MF,FW",St. Pauli,de Bundesliga,28-240,1997,9.5,12,7,3,7,2,11,14,78.6,3,5,0,5,4,16,3,0,Matches
1986,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-358,1999,13.0,10,6,2,5,3,3,7,42.9,4,10,0,10,14,24,6,0,Matches
1987,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-112,1996,14.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,7,1,Matches
1988,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20-352,2004,2.5,4,3,4,0,0,2,2,100.0,0,5,1,4,4,8,6,0,Matches
1989,Tim Skarke,de GER,"MF,DF",Union Berlin,de Bundesliga,29-085,1996,3.7,3,1,1,2,0,3,5,60.0,2,2,0,2,0,3,8,0,Matches
1990,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30-205,1995,5.6,3,0,2,1,0,1,4,25.0,3,7,1,6,11,14,8,0,Matches
1991,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,26-003,1999,10.5,12,8,6,6,0,5,6,83.3,1,11,10,1,7,19,84,1,Matches
1992,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34-210,1991,9.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,3,Matches
1993,Andreas Skov Olsen,dk DEN,FW,Wolfsburg,de Bundesliga,25-337,1999,4.0,2,1,2,0,0,2,6,33.3,4,3,0,3,1,3,9,0,Matches
1994,Robert Skov,dk DEN,DF,Union Berlin,de Bundesliga,29-195,1996,2.4,6,6,5,0,1,4,7,57.1,3,1,0,1,2,8,8,0,Matches
1995,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-216,1991,3.3,2,1,1,1,0,1,3,33.3,2,1,0,1,1,3,12,0,Matches
1996,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-327,1997,12.0,14,6,8,6,0,7,14,50.0,7,14,10,4,10,24,53,2,Matches
1997,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25-126,2000,3.1,4,3,1,1,2,2,2,100.0,0,3,1,2,1,5,1,0,Matches
1998,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25-106,2000,7.2,22,15,10,11,1,11,19,57.9,8,14,5,9,10,32,26,1,Matches
1999,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24-234,2001,6.2,7,4,4,3,0,3,4,75.0,1,4,2,2,3,10,3,0,Matches
2000,Alex Sola,es ESP,FW,Getafe,es La Liga,26-175,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2001,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,28-078,1997,0.4,1,1,0,1,0,0,0,,0,1,0,1,1,2,1,0,Matches
2002,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,28-333,1997,6.8,6,5,1,4,1,1,6,16.7,5,5,0,5,3,9,2,1,Matches
2003,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-288,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2004,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-297,2000,12.7,28,19,21,7,0,16,24,66.7,8,18,8,10,14,42,54,1,Matches
2005,Jhon Solis,co COL,MF,Girona,es La Liga,21-059,2004,3.7,1,1,1,0,0,0,6,0.0,6,2,1,1,3,4,8,1,Matches
2006,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26-130,1999,1.4,1,1,1,0,0,0,2,0.0,2,3,0,3,0,1,0,0,Matches
2007,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-349,1988,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
2008,Oliver Sonne,pe PER,"DF,FW",Burnley,eng Premier League,25-021,2000,1.2,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,2,0,Matches
2009,David Soria,es ESP,GK,Getafe,es La Liga,32-241,1993,14.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,0,Matches
2010,Borna Sosa,hr CRO,DF,Crystal Palace,eng Premier League,27-314,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2011,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-347,2003,7.9,16,8,6,7,3,10,17,58.8,7,12,4,8,10,26,10,1,Matches
2012,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,35-037,1990,0.8,0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,1,0,Matches
2013,Riccardo Sottil,it ITA,FW,Lecce,it Serie A,26-181,1999,3.9,0,0,0,0,0,0,2,0.0,2,3,0,3,1,1,0,0,Matches
2014,Tomáš Souček,cz CZE,"MF,FW",West Ham,eng Premier League,30-277,1995,5.2,6,3,4,2,0,3,8,37.5,5,6,2,4,3,9,26,0,Matches
2015,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22-230,2003,10.3,4,3,0,3,1,2,7,28.6,5,13,1,12,4,8,5,0,Matches
2016,Aboubaka Soumahoro,fr FRA,DF,Hamburger SV,de Bundesliga,20-300,2005,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,4,0,Matches
2017,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,24-332,2001,5.9,3,2,0,3,0,0,1,0.0,1,2,0,2,3,6,8,0,Matches
2018,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,25-052,2000,14.0,17,7,3,7,7,8,17,47.1,9,10,3,7,4,21,21,0,Matches
2019,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26-167,1999,8.8,24,15,12,10,2,5,9,55.6,4,13,7,6,12,36,45,0,Matches
2020,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-298,1997,7.7,13,7,6,6,1,6,10,60.0,4,2,0,2,8,21,2,2,Matches
2021,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,25-114,2000,9.3,15,10,10,4,1,11,16,68.8,5,7,1,6,3,18,27,0,Matches
2022,Leonardo Spinazzola,it ITA,"DF,MF",Napoli,it Serie A,32-251,1993,5.9,4,1,1,3,0,2,4,50.0,2,5,2,3,4,8,8,1,Matches
2023,Anton Stach,de GER,MF,Leeds United,eng Premier League,27-016,1998,9.1,15,9,7,7,1,6,8,75.0,2,10,2,8,5,20,20,1,Matches
2024,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,29-023,1996,9.2,17,12,11,6,0,4,11,36.4,7,14,5,9,9,26,15,0,Matches
2025,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35-110,1990,5.9,11,6,4,6,1,6,14,42.9,8,6,1,5,3,14,15,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2026,Nicolae Stanciu,ro ROU,"MF,FW",Genoa,it Serie A,32-208,1993,1.9,3,2,0,3,0,2,2,100.0,0,1,0,1,3,6,2,0,Matches
2027,Otto Stange,de GER,MF,Hamburger SV,de Bundesliga,18-295,2007,0.2,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,Matches
2028,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-243,2000,5.4,5,3,3,2,0,2,4,50.0,2,7,3,4,5,10,22,1,Matches
2029,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30-183,1995,5.7,11,7,6,4,1,4,5,80.0,1,6,4,2,8,19,30,1,Matches
2030,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-231,1995,2.1,2,1,1,1,0,2,2,100.0,0,5,3,2,6,8,18,0,Matches
2031,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,21-094,2004,1.3,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,2,0,Matches
2032,Calvin Stengs,nl NED,MF,Pisa,it Serie A,26-348,1998,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
2033,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,29-256,1996,1.2,0,0,0,0,0,0,0,,0,1,0,1,2,2,2,0,Matches
2034,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24-241,2001,10.0,12,5,4,6,2,3,11,27.3,8,11,2,9,10,22,12,0,Matches
2035,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32-096,1993,4.6,12,7,6,5,1,7,12,58.3,5,4,0,4,4,16,2,0,Matches
2036,John Stones,eng ENG,DF,Manchester City,eng Premier League,31-187,1994,3.6,0,0,0,0,0,0,2,0.0,2,5,3,2,2,2,13,0,Matches
2037,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-298,2000,9.9,1,1,0,1,0,0,4,0.0,4,8,2,6,2,3,13,0,Matches
2038,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26-112,1999,10.1,7,5,1,5,1,4,7,57.1,3,7,5,2,4,11,64,0,Matches
2039,Cristhian Stuani,uy URU,FW,Girona,es La Liga,39-050,1986,2.3,3,3,1,1,1,1,3,33.3,2,0,0,0,1,4,2,0,Matches
2040,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,24-084,2001,8.7,9,5,1,7,1,2,3,66.7,1,6,1,5,0,9,7,0,Matches
2041,Denis Suárez,es ESP,MF,Alavés,es La Liga,31-329,1994,6.2,10,5,5,4,1,4,15,26.7,11,7,1,6,2,12,5,0,Matches
2042,Gabriel Suazo,cl CHI,"DF,MF",Sevilla,es La Liga,28-114,1997,10.3,45,36,25,17,3,29,42,69.0,13,11,3,8,12,57,23,2,Matches
2043,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,23-084,2002,1.5,1,1,0,0,1,1,2,50.0,1,3,0,3,0,1,1,0,Matches
2044,Petar Sucic,hr CRO,MF,Inter,it Serie A,22-037,2003,7.5,14,6,4,7,3,6,14,42.9,8,13,1,12,3,17,9,0,Matches
2045,Yukinari Sugawara,jp JPN,DF,Werder Bremen,de Bundesliga,25-156,2000,10.8,14,10,8,6,0,7,12,58.3,5,12,1,11,6,20,47,1,Matches
2046,Pavel Šulc,cz CZE,"FW,MF",Lyon,fr Ligue 1,24-337,2000,7.0,10,3,4,4,2,7,18,38.9,11,6,0,6,4,14,4,0,Matches
2047,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,30-089,1995,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
2048,Ibrahim Sulemana,gh GHA,MF,Bologna,it Serie A,22-193,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2049,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,23-289,2002,5.6,5,3,2,3,0,3,7,42.9,4,3,0,3,0,5,4,0,Matches
2050,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,24-032,2001,7.1,10,5,2,5,3,4,7,57.1,3,4,2,2,4,14,14,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2051,Yuito Suzuki,jp JPN,"MF,FW",Freiburg,de Bundesliga,24-037,2001,4.7,3,3,0,2,1,1,3,33.3,2,3,0,3,4,7,3,0,Matches
2052,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23-102,2002,11.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,Matches
2053,Mattias Svanberg,se SWE,"MF,FW",Wolfsburg,de Bundesliga,26-330,1999,5.5,4,3,1,2,1,1,7,14.3,6,5,0,5,5,9,12,0,Matches
2054,Daniel Svensson,se SWE,"DF,MF",Dortmund,de Bundesliga,23-292,2002,10.5,16,9,6,4,6,8,10,80.0,2,12,3,9,6,22,33,1,Matches
2055,Mile Svilar,rs SRB,GK,Roma,it Serie A,26-096,1999,13.0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,3,0,Matches
2056,Williot Swedberg,se SWE,"MF,FW",Celta Vigo,es La Liga,21-303,2004,2.8,7,7,0,3,4,2,4,50.0,2,3,1,2,0,7,2,0,Matches
2057,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23-113,2002,2.5,7,3,4,2,1,4,5,80.0,1,7,4,3,3,10,8,0,Matches
2058,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,19-229,2006,0.7,6,5,6,0,0,3,3,100.0,0,0,0,0,1,7,3,0,Matches
2059,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35-227,1990,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,Matches
2060,Dominik Szoboszlai,hu HUN,"MF,DF",Liverpool,eng Premier League,25-037,2000,13.0,25,19,15,7,3,19,33,57.6,14,12,6,6,7,32,30,1,Matches
2061,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-361,1995,6.5,3,2,0,3,0,0,2,0.0,2,1,1,0,0,3,5,0,Matches
2062,Musa Al-Taamari,jo JOR,"DF,FW",Rennes,fr Ligue 1,28-174,1997,8.3,10,7,4,2,4,3,5,60.0,2,7,1,6,6,16,3,0,Matches
2063,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31-164,1994,7.9,1,0,0,1,0,1,4,25.0,3,3,3,0,0,1,25,0,Matches
2064,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33-092,1992,8.1,16,8,6,7,3,10,16,62.5,6,8,3,5,13,29,20,0,Matches
2065,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,29-293,1996,10.7,11,6,6,3,2,8,12,66.7,4,10,7,3,11,22,52,0,Matches
2066,Chemsdine Talbi,ma MAR,"FW,MF",Sunderland,eng Premier League,20-206,2005,7.6,5,2,3,0,2,2,10,20.0,8,4,0,4,0,5,9,1,Matches
2067,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27-189,1998,14.0,12,8,11,1,0,6,18,33.3,12,17,14,3,11,23,75,0,Matches
