Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1656,Guilherme Ramos,pt POR,DF,Hamburger SV,de Bundesliga,28-065,1997,0.2,0,0,0,0,0,0,,0,2,0,2,0,0,3,0,Matches
1657,Jacob Ramsey,eng ENG,MF,Newcastle Utd,eng Premier League,24-140,2001,0.7,1,0,0,1,0,1,100.0,0,0,0,0,0,1,0,0,Matches
1658,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,26-175,1999,5.3,11,8,4,6,1,10,60.0,4,6,2,4,4,15,23,0,Matches
1659,Grant Ranos,am ARM,"FW,MF",Gladbach,de Bundesliga,22-087,2003,0.5,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,Matches
1660,Lilian Raolisoa,fr FRA,"FW,DF",Angers,fr Ligue 1,25-121,2000,5.1,14,8,8,5,1,10,60.0,4,0,0,0,3,17,2,0,Matches
1661,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,28-305,1996,4.2,5,0,2,3,0,4,25.0,3,3,0,3,0,5,5,0,Matches
1662,Marcus Rashford,eng ENG,FW,Barcelona,es La Liga,27-349,1997,5.2,1,1,0,1,0,2,0.0,2,1,0,1,1,2,2,0,Matches
1663,Giacomo Raspadori,it ITA,FW,Atlético Madrid,es La Liga,25-239,2000,1.4,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
1664,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,es La Liga,27-117,1998,8.0,14,7,5,7,2,13,53.8,6,5,1,4,10,24,18,0,Matches
1665,Raúl,es ESP,"FW,DF",Osasuna,es La Liga,24-346,2000,2.6,1,1,0,1,0,1,0.0,1,0,0,0,2,3,3,0,Matches
1666,David Raum,de GER,DF,RB Leipzig,de Bundesliga,27-176,1998,6.0,15,10,10,5,0,12,50.0,6,7,3,4,8,23,30,0,Matches
1667,David Raya,es ESP,GK,Arsenal,eng Premier League,30-030,1995,7.0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
1668,Abde Rebbach,dz ALG,"MF,FW",Alavés,es La Liga,27-065,1998,3.5,8,1,5,2,1,6,50.0,3,4,0,4,6,14,2,0,Matches
1669,Federico Redondo,ar ARG,MF,Elche,es La Liga,22-270,2003,0.1,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,Matches
1670,Alejandro Rego,es ESP,"MF,FW",Athletic Club,es La Liga,22-126,2003,0.7,4,2,1,3,0,2,100.0,0,2,1,1,1,5,0,0,Matches
1671,Tijjani Reijnders,nl NED,MF,Manchester City,eng Premier League,27-078,1998,6.7,5,2,1,2,2,1,100.0,0,1,0,1,1,6,13,1,Matches
1672,Alberto Reina,es ESP,MF,Oviedo,es La Liga,28-036,1997,4.2,8,3,5,3,0,7,42.9,4,3,0,3,3,11,8,3,Matches
1673,Vitor Reis,br BRA,DF,Girona,es La Liga,19-276,2006,5.9,8,4,4,4,0,5,80.0,1,13,10,3,6,14,35,1,Matches
1674,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,23-139,2002,5.3,15,8,6,6,3,8,62.5,3,6,0,6,10,25,10,0,Matches
1675,Nicolai Remberg,de GER,MF,Hamburger SV,de Bundesliga,25-118,2000,6.0,14,9,9,4,1,12,41.7,7,5,5,0,5,19,18,1,Matches
1676,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30-205,1995,8.0,1,1,1,0,0,1,100.0,0,0,0,0,0,1,5,1,Matches
1677,Devyne Rensch,nl NED,DF,Roma,it Serie A,22-270,2003,1.4,6,3,1,4,1,4,75.0,1,2,0,2,0,6,9,0,Matches
1678,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,20-218,2005,7.0,0,0,0,0,0,0,,0,0,0,0,1,1,4,2,Matches
1679,Elvis Rexhbeçaj,xk KVX,"MF,DF",Augsburg,de Bundesliga,27-348,1997,3.4,6,4,3,1,2,8,62.5,3,5,0,5,1,7,4,0,Matches
1680,Oriol Rey,es ESP,MF,Levante,es La Liga,27-232,1998,6.4,14,8,8,4,2,13,69.2,4,10,1,9,3,17,15,0,Matches
1681,Gio Reyna,us USA,MF,Gladbach,de Bundesliga,22-336,2002,0.9,3,2,0,1,2,0,,0,0,0,0,0,3,0,0,Matches
1682,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,26-067,1999,3.5,6,4,4,1,1,3,66.7,1,0,0,0,8,14,23,0,Matches
1683,Samuele Ricci,it ITA,MF,Milan,it Serie A,24-055,2001,0.7,1,1,1,0,0,0,,0,2,1,1,1,2,4,0,Matches
1684,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26-274,1999,6.0,6,3,3,2,1,7,57.1,3,5,3,2,3,9,8,0,Matches
1685,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,25-201,2000,7.0,16,12,8,7,1,14,78.6,3,14,7,7,9,25,44,1,Matches
1686,Richarlison,br BRA,FW,Tottenham,eng Premier League,28-158,1997,5.0,3,3,0,3,0,3,0.0,3,3,1,2,2,5,11,1,Matches
1687,Diego Rico,es ESP,DF,Getafe,es La Liga,32-234,1993,6.9,14,11,8,4,2,21,57.1,9,6,0,6,12,26,24,0,Matches
1688,Clemens Riedel,de GER,DF,Espanyol,es La Liga,22-088,2003,3.0,5,5,2,3,0,1,100.0,0,3,2,1,3,8,21,0,Matches
1689,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,23-241,2002,1.5,3,2,1,1,1,8,37.5,5,5,1,4,2,5,2,0,Matches
1690,Fabian Rieder,ch SUI,MF,Augsburg,de Bundesliga,23-241,2002,3.9,7,4,2,3,2,8,37.5,5,1,0,1,2,9,2,0,Matches
1691,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,24-080,2001,1.2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1692,Chris Rigg,eng ENG,MF,Sunderland,eng Premier League,18-119,2007,1.1,2,1,1,0,1,1,100.0,0,1,1,0,0,2,0,0,Matches
1693,Hugo Rincón,es ESP,"DF,MF",Girona,es La Liga,22-261,2003,4.6,7,4,6,1,0,7,57.1,3,7,2,5,4,11,10,0,Matches
1694,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,31-364,1993,6.6,8,5,6,0,2,13,30.8,9,4,0,4,7,15,7,0,Matches
1695,Rodrigo Riquelme,es ESP,"FW,MF",Betis,es La Liga,25-196,2000,4.3,6,3,2,1,3,9,33.3,6,2,0,2,3,9,2,0,Matches
1696,Robin Risser,fr FRA,GK,Lens,fr Ligue 1,20-317,2004,7.0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
1697,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,29-349,1995,2.1,1,0,1,0,0,4,25.0,3,2,2,0,0,1,6,0,Matches
1698,Lars Ritzka,de GER,DF,St. Pauli,de Bundesliga,27-161,1998,1.9,4,4,1,3,0,2,100.0,0,6,3,3,2,6,6,0,Matches
1699,Sergi Roberto,es ESP,MF,Como,it Serie A,33-250,1992,2.0,0,0,0,0,0,2,0.0,2,2,1,1,1,1,3,1,Matches
1700,Patrick Roberts,eng ENG,"MF,FW",Sunderland,eng Premier League,28-252,1997,0.3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1701,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,31-218,1994,1.3,1,1,0,1,0,2,50.0,1,3,1,2,1,2,5,0,Matches
1702,Antonee Robinson,us USA,DF,Fulham,eng Premier League,28-068,1997,0.7,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,Matches
1703,Joel Roca,es ESP,"FW,MF",Girona,es La Liga,20-130,2005,4.1,5,4,3,2,0,8,50.0,4,1,1,0,0,5,4,0,Matches
1704,Marc Roca,es ESP,MF,Betis,es La Liga,28-323,1996,2.0,4,4,3,1,0,6,33.3,4,1,1,0,2,6,3,0,Matches
1705,Joe Rodon,wls WAL,DF,Leeds United,eng Premier League,27-358,1997,7.0,5,3,5,0,0,4,100.0,0,6,4,2,8,13,46,0,Matches
1706,Rodri,es ESP,MF,Manchester City,eng Premier League,29-115,1996,3.2,6,1,2,2,2,6,33.3,4,1,0,1,2,8,11,1,Matches
1707,Álvaro Rodríguez,uy URU,FW,Elche,es La Liga,21-093,2004,4.9,1,1,0,1,0,3,33.3,2,3,0,3,0,1,8,0,Matches
1708,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,22-212,2003,1.0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,Matches
1709,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,37-131,1988,0.8,2,1,0,1,1,1,100.0,0,1,0,1,0,2,1,0,Matches
1710,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,31-186,1994,0.8,0,0,0,0,0,1,0.0,1,3,0,3,0,0,1,0,Matches
1711,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,22-111,2003,5.4,14,9,8,4,2,12,66.7,4,3,2,1,3,17,20,2,Matches
1712,Jesus Rodríguez,es ESP,FW,Como,it Serie A,19-328,2005,4.3,3,1,1,1,1,3,33.3,2,1,0,1,1,4,3,0,Matches
1713,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,33-051,1992,4.2,3,0,2,1,0,5,40.0,3,4,1,3,3,6,23,0,Matches
1714,Rodrygo,br BRA,FW,Real Madrid,es La Liga,24-279,2001,1.5,3,1,1,1,1,1,100.0,0,0,0,0,0,3,0,0,Matches
1715,Robin Roefs,nl NED,GK,Sunderland,eng Premier League,22-271,2003,7.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Matches
1716,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,23-081,2002,6.9,5,1,0,4,1,5,40.0,3,3,0,3,4,9,6,0,Matches
1717,Merlin Röhl,de GER,MF,Everton,eng Premier League,23-102,2002,0.3,2,2,1,1,0,0,,0,0,0,0,0,2,0,0,Matches
1718,Merlin Röhl,de GER,"FW,MF",Freiburg,de Bundesliga,23-102,2002,0.7,1,1,1,0,0,1,100.0,0,1,1,0,0,1,0,0,Matches
1719,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,28-142,1997,1.0,1,1,0,0,1,3,0.0,3,0,0,0,2,3,1,0,Matches
1720,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-276,1995,4.0,6,3,3,3,0,2,100.0,0,4,2,2,4,10,25,1,Matches
1721,Leo Román,es ESP,GK,Mallorca,es La Liga,25-101,2000,8.0,0,0,0,0,0,0,,0,0,0,0,1,1,4,1,Matches
1722,Miguel Román,es ESP,MF,Celta Vigo,es La Liga,22-293,2002,1.8,6,4,2,4,0,3,100.0,0,2,1,1,1,7,4,0,Matches
1723,Carlos Romero,es ESP,DF,Espanyol,es La Liga,23-351,2001,7.9,20,12,9,8,3,20,65.0,7,7,3,4,9,29,11,1,Matches
1724,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,27-171,1998,7.0,15,6,10,2,3,6,66.7,2,7,4,3,11,26,25,1,Matches
1725,Isaac Romero,es ESP,FW,Sevilla,es La Liga,25-150,2000,4.6,7,2,2,2,3,4,25.0,3,7,0,7,0,7,6,0,Matches
1726,Iván Romero,es ESP,FW,Levante,es La Liga,24-188,2001,6.7,6,3,1,2,3,6,33.3,4,5,1,4,2,8,3,0,Matches
1727,Rômulo,br BRA,FW,RB Leipzig,de Bundesliga,23-249,2002,5.3,5,4,1,2,2,3,0.0,3,3,1,2,3,8,5,0,Matches
1728,Salomón Rondón,ve VEN,FW,Oviedo,es La Liga,36-029,1989,4.6,1,0,0,1,0,2,0.0,2,7,1,6,1,2,3,1,Matches
1729,Valentin Rongier,fr FRA,MF,Rennes,fr Ligue 1,30-312,1994,5.5,5,4,3,1,1,5,40.0,3,7,4,3,2,7,9,1,Matches
1730,Marten de Roon,nl NED,MF,Atalanta,it Serie A,34-200,1991,4.7,13,9,5,5,3,9,55.6,4,4,3,1,1,14,15,0,Matches
1731,Pablo Rosario,do DOM,MF,Nice,fr Ligue 1,28-281,1997,0.3,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
1732,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,22-247,2003,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1733,Valentin Rosier,fr FRA,"DF,MF",Osasuna,es La Liga,29-057,1996,6.3,9,5,6,3,0,10,50.0,5,6,1,5,10,19,28,0,Matches
1734,Tom Rothe,de GER,DF,Union Berlin,de Bundesliga,20-351,2004,3.2,4,2,3,1,0,6,33.3,4,3,0,3,6,10,17,1,Matches
1735,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,24-139,2001,6.0,13,5,10,2,1,17,52.9,8,9,6,3,9,22,29,0,Matches
1736,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-315,2001,2.2,3,3,0,1,2,3,33.3,2,3,1,2,5,8,2,1,Matches
1737,Jonathan Rowe,eng ENG,"FW,MF",Bologna,it Serie A,22-168,2003,1.3,4,2,0,2,2,2,100.0,0,1,0,1,1,5,0,0,Matches
1738,Jonathan Rowe,eng ENG,FW,Marseille,fr Ligue 1,22-168,2003,0.7,0,0,0,0,0,1,0.0,1,2,0,2,1,1,0,0,Matches
1739,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,31-233,1994,2.0,3,3,1,1,1,1,100.0,0,1,1,0,2,5,8,0,Matches
1740,Rubén,es ESP,DF,Espanyol,es La Liga,24-253,2001,0.6,0,0,0,0,0,3,0.0,3,0,0,0,0,0,2,0,Matches
1741,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,32-226,1993,1.0,1,0,0,1,0,1,100.0,0,0,0,0,0,1,3,0,Matches
1742,Javier Rueda Garcia,es ESP,"DF,MF",Celta Vigo,es La Liga,23-160,2002,3.8,4,3,1,2,1,5,60.0,2,6,1,5,4,8,9,0,Matches
1743,Daniele Rugani,it ITA,DF,Juventus,it Serie A,31-078,1994,0.9,0,0,0,0,0,0,,0,0,0,0,2,2,5,0,Matches
1744,Matteo Ruggeri,it ITA,DF,Atlético Madrid,es La Liga,23-096,2002,3.2,6,4,4,1,1,9,55.6,4,0,0,0,3,9,16,0,Matches
1745,Aitor Ruibal,es ESP,FW,Betis,es La Liga,29-207,1996,2.9,4,3,1,3,0,10,30.0,7,2,1,1,1,5,5,0,Matches
1746,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,29-195,1996,3.9,4,4,1,1,2,5,20.0,4,7,0,7,4,8,3,0,Matches
1747,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33-148,1992,6.0,1,0,1,0,0,1,100.0,0,0,0,0,0,1,6,1,Matches
1748,Georginio Rutter,fr FRA,"FW,MF",Brighton,eng Premier League,23-178,2002,4.1,4,2,0,2,2,4,25.0,3,6,1,5,1,5,10,0,Matches
1749,Mathew Ryan,au AUS,GK,Levante,es La Liga,33-190,1992,6.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0,Matches
1750,Julian Ryerson,no NOR,"DF,MF",Dortmund,de Bundesliga,27-332,1997,2.6,6,3,3,1,2,7,42.9,4,0,0,0,2,8,7,0,Matches
1751,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,33-072,1992,6.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,Matches
1752,Alexander Røssing-Lelesiit,no NOR,"FW,MF",Hamburger SV,de Bundesliga,18-268,2007,2.2,6,2,5,0,1,5,40.0,3,2,1,1,0,6,3,0,Matches
1753,José Sá,pt POR,GK,Wolves,eng Premier League,32-271,1993,4.0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1754,Elias Saad,tn TUN,"MF,FW",Augsburg,de Bundesliga,25-292,1999,3.6,10,6,1,7,2,10,40.0,6,10,1,9,1,11,2,0,Matches
1755,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-275,1993,1.5,6,5,1,5,0,3,100.0,0,3,3,0,0,6,4,0,Matches
1756,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,31-212,1994,4.8,8,4,2,4,2,8,25.0,6,6,1,5,8,16,12,0,Matches
1757,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,20-302,2004,6.9,11,6,4,4,3,9,77.8,2,11,1,10,10,21,8,0,Matches
1758,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-255,1997,0.2,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1759,Alexis Saelemaekers,be BEL,"DF,MF",Milan,it Serie A,26-110,1999,5.6,18,12,11,4,3,12,66.7,4,4,0,4,3,21,4,0,Matches
1760,Emir Sahiti,xk KVX,FW,Hamburger SV,de Bundesliga,26-320,1998,1.3,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0,Matches
1761,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,24-126,2001,1.1,1,1,1,0,0,1,0.0,1,0,0,0,1,2,0,2,Matches
1762,Wesley Saïd,fr FRA,MF,Lens,fr Ligue 1,30-179,1995,5.4,5,4,3,1,1,2,50.0,1,4,0,4,3,8,6,0,Matches
1763,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,24-040,2001,3.8,5,2,1,3,1,6,33.3,4,6,0,6,1,6,0,0,Matches
1764,Mathis Saka,fr FRA,MF,Toulouse,fr Ligue 1,19-025,2006,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1765,Álex Sala,es ESP,MF,Lecce,it Serie A,24-189,2001,1.2,2,1,1,1,0,2,0.0,2,0,0,0,3,5,1,0,Matches
1766,Ibrahim Salah,ma MAR,FW,Rennes,fr Ligue 1,24-046,2001,0.4,1,1,0,1,0,0,,0,0,0,0,0,1,1,0,Matches
1767,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,33-122,1992,7.0,0,0,0,0,0,1,0.0,1,3,1,2,1,1,2,0,Matches
1768,Jan Salas,es ESP,MF,Mallorca,es La Liga,20-066,2005,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1769,Kike Salas,es ESP,DF,Sevilla,es La Liga,23-175,2002,4.0,10,8,9,1,0,11,63.6,4,10,5,5,5,15,37,1,Matches
1770,Manolis Saliakas,gr GRE,DF,St. Pauli,de Bundesliga,29-033,1996,3.1,10,7,4,3,3,7,71.4,2,2,0,2,1,11,5,0,Matches
1771,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-205,2001,4.5,8,3,4,4,0,4,75.0,1,3,3,0,3,11,25,0,Matches
1772,José Salinas,es ESP,"FW,DF",Espanyol,es La Liga,25-015,2000,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1773,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26-181,1999,2.0,7,2,5,0,2,2,100.0,0,5,5,0,2,9,11,0,Matches
1774,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23-233,2002,2.8,2,1,1,0,1,4,25.0,3,4,0,4,1,3,4,0,Matches
1775,Mbwana Samatta,tz TAN,FW,Le Havre,fr Ligue 1,32-296,1992,4.6,2,1,0,1,1,5,20.0,4,2,0,2,1,3,0,0,Matches
1776,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-343,1995,3.2,6,4,2,0,4,7,85.7,1,1,0,1,1,7,1,0,Matches
1777,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31-173,1994,7.0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
1778,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,25-358,1999,1.0,4,3,2,1,1,1,100.0,0,2,1,1,2,6,1,0,Matches
1779,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29-225,1996,3.7,0,0,0,0,0,2,0.0,2,1,0,1,0,0,9,1,Matches
1780,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25-173,2000,4.8,4,3,0,1,3,1,0.0,1,1,0,1,2,6,3,1,Matches
1781,Alexis Sánchez,cl CHI,"FW,MF",Sevilla,es La Liga,36-300,1988,3.6,6,2,1,5,0,4,50.0,2,4,0,4,1,7,3,0,Matches
1782,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28-287,1997,3.0,3,2,3,0,0,5,20.0,4,4,1,3,3,6,3,0,Matches
1783,Juanlu Sánchez,es ESP,"DF,FW",Sevilla,es La Liga,22-061,2003,4.4,11,7,4,5,2,17,47.1,9,6,0,6,1,12,11,0,Matches
1784,Borja Sánchez Laborde,es ESP,MF,Oviedo,es La Liga,29-231,1996,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1785,Manu Sánchez,es ESP,DF,Levante,es La Liga,25-052,2000,6.6,23,12,13,8,2,26,61.5,10,9,1,8,4,27,29,0,Matches
1786,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-331,1997,6.0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
1787,Jadon Sancho,eng ENG,FW,Aston Villa,eng Premier League,25-204,2000,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1788,Álex Sancris,es ESP,"FW,MF",Getafe,es La Liga,28-270,1997,2.0,4,2,4,0,0,1,0.0,1,1,0,1,0,4,1,0,Matches
1789,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,27-236,1998,3.8,12,8,3,6,3,8,75.0,2,5,3,2,7,19,4,0,Matches
1790,James Sands,us USA,MF,St. Pauli,de Bundesliga,25-101,2000,5.7,18,7,7,7,4,11,63.6,4,8,2,6,8,26,3,0,Matches
1791,Ibou Sané,sn SEN,"FW,MF",Metz,fr Ligue 1,20-201,2005,1.8,3,3,2,1,0,2,50.0,1,2,0,2,1,4,0,0,Matches
1792,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21-127,2004,3.9,11,9,5,6,0,9,66.7,3,6,1,5,8,19,21,0,Matches
1793,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23-186,2002,5.8,7,2,3,4,0,6,50.0,3,3,1,2,7,14,26,1,Matches
1794,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-317,1997,3.9,7,6,2,4,1,6,83.3,1,3,1,2,6,13,12,2,Matches
1795,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23-111,2002,5.3,16,6,9,4,3,20,50.0,10,10,1,9,5,21,9,0,Matches
1796,Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,19-230,2006,3.2,5,2,2,3,0,2,50.0,1,1,1,0,1,6,9,1,Matches
1797,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,24-256,2001,2.5,0,0,0,0,0,2,0.0,2,1,0,1,1,1,3,0,Matches
1798,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-289,2000,6.0,7,5,4,2,1,8,37.5,5,7,2,5,13,20,13,0,Matches
1799,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,31-058,1994,1.0,2,1,2,0,0,4,25.0,3,3,2,1,0,2,0,0,Matches
1800,Baptiste Santamaria,fr FRA,MF,Valencia,es La Liga,30-220,1995,5.8,8,4,3,3,2,6,50.0,3,5,2,3,2,10,15,1,Matches
1801,Yellu Santiago,es ESP,MF,Hellas Verona,it Serie A,21-143,2004,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1802,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21-165,2004,1.9,4,3,1,2,1,4,50.0,2,2,0,2,1,5,1,0,Matches
1803,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,22-187,2003,3.0,1,0,1,0,0,1,100.0,0,0,0,0,0,1,5,1,Matches
1804,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23-084,2002,1.2,2,1,0,1,1,2,100.0,0,0,0,0,0,2,2,0,Matches
1805,Jeremy Sarmiento,ec ECU,MF,Cremonese,it Serie A,23-121,2002,0.4,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
1806,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-218,2001,2.4,3,2,2,0,1,0,,0,1,0,1,1,4,3,0,Matches
1807,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,27-232,1998,4.8,5,1,3,1,1,5,20.0,4,5,1,4,1,6,7,0,Matches
1808,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-265,1999,7.0,14,7,11,3,0,10,70.0,3,10,6,4,15,29,40,1,Matches
1809,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,20-047,2005,6.0,14,11,6,7,1,9,55.6,4,5,1,4,2,16,28,0,Matches
1810,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24-237,2001,1.9,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,Matches
1811,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21-153,2004,3.8,7,4,4,1,2,7,42.9,4,3,1,2,6,13,6,0,Matches
1812,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23-116,2002,6.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,Matches
1813,Sávio,br BRA,MF,Manchester City,eng Premier League,21-188,2004,1.9,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Matches
1814,Nicolò Savona,it ITA,"DF,MF",Nott'ham Forest,eng Premier League,22-210,2003,1.6,3,3,1,1,1,5,60.0,2,2,1,1,1,4,2,0,Matches
1815,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-288,2002,4.9,4,2,3,1,0,6,50.0,3,10,1,9,3,7,16,0,Matches
1816,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-308,2003,2.9,6,3,4,1,1,6,50.0,3,3,1,2,6,12,10,0,Matches
1817,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-287,1999,1.5,1,0,0,0,1,0,,0,1,0,1,1,2,0,0,Matches
1818,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-322,2001,6.4,14,6,2,6,6,7,42.9,4,4,2,2,3,17,3,0,Matches
1819,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-185,1999,2.1,6,4,4,2,0,3,33.3,2,3,0,3,0,6,7,0,Matches
1820,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-299,1991,3.9,4,3,3,0,1,4,25.0,3,5,4,1,6,10,21,1,Matches
1821,Derry Scherhant,de GER,"FW,MF",Freiburg,de Bundesliga,22-339,2002,1.3,2,1,2,0,0,4,50.0,2,1,0,1,1,3,3,0,Matches
1822,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-264,1996,4.7,2,1,0,1,1,1,100.0,0,2,1,1,1,3,8,0,Matches
1823,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,31-170,1994,0.4,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1824,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,28-017,1997,2.1,4,2,2,2,0,1,0.0,1,2,0,2,1,5,5,0,Matches
1825,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-170,1997,3.5,3,2,3,0,0,2,100.0,0,2,1,1,3,6,18,1,Matches
1826,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-318,1999,3.0,3,3,2,1,0,4,25.0,3,4,3,1,4,7,18,0,Matches
1827,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25-261,2000,5.6,8,3,2,5,1,5,40.0,3,3,0,3,3,11,1,0,Matches
