Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
691,Niccolò Fortini,it ITA,"MF,DF",Fiorentina,it Serie A,19-244,2006,0.9,7,2,5,2,0,5,40.0,3,3,1,2,1,8,1,0,Matches
692,Lyle Foster,za RSA,FW,Burnley,eng Premier League,25-042,2000,6.3,5,5,3,2,0,1,0.0,1,2,2,0,0,5,9,0,Matches
693,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32-206,1993,7.0,8,6,4,3,1,8,75.0,2,2,0,2,7,15,23,0,Matches
694,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-276,1998,4.0,8,4,7,1,0,8,87.5,1,3,3,0,5,13,15,0,Matches
695,Alejandro Francés,es ESP,DF,Girona,es La Liga,23-075,2002,2.9,3,3,3,0,0,3,66.7,1,2,1,1,2,5,18,0,Matches
696,Przemysław Frankowski,pl POL,DF,Rennes,fr Ligue 1,30-186,1995,3.4,11,7,6,5,0,9,55.6,4,2,0,2,2,13,11,1,Matches
697,Davide Frattesi,it ITA,"MF,FW",Inter,it Serie A,25-358,1999,1.6,4,2,2,2,0,1,100.0,0,2,1,1,0,4,3,0,Matches
698,Oscar Fraulo,dk DEN,MF,Gladbach,de Bundesliga,21-313,2003,0.2,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
699,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24-191,2001,5.8,23,18,11,12,0,19,63.2,7,9,2,7,5,28,10,1,Matches
700,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27-284,1998,5.3,19,8,8,9,2,11,63.6,4,3,1,2,6,25,18,0,Matches
701,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33-183,1992,4.9,21,14,8,10,3,12,75.0,3,5,0,5,3,24,1,0,Matches
702,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27-213,1998,4.9,10,6,2,8,0,8,87.5,1,7,5,2,5,15,30,1,Matches
703,Jeremie Frimpong,nl NED,DF,Liverpool,eng Premier League,24-309,2000,0.9,2,2,1,1,0,1,0.0,1,4,0,4,1,3,4,0,Matches
704,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28-237,1997,6.2,7,3,1,2,4,14,28.6,10,3,0,3,2,9,2,0,Matches
705,Chris Führich,de GER,FW,Stuttgart,de Bundesliga,27-279,1998,1.8,2,2,0,2,0,2,50.0,1,0,0,0,0,2,1,0,Matches
706,Joel Fujita,jp JPN,MF,St. Pauli,de Bundesliga,23-241,2002,5.9,8,4,2,3,3,14,35.7,9,7,1,6,10,18,3,0,Matches
707,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32-248,1993,4.2,2,1,1,1,0,2,50.0,1,1,1,0,2,4,5,0,Matches
708,Matteo Gabbia,it ITA,DF,Milan,it Serie A,25-359,1999,6.0,2,2,1,1,0,0,,0,3,3,0,2,4,42,0,Matches
709,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,20-293,2004,5.1,14,7,12,2,0,10,80.0,2,6,2,4,9,23,29,1,Matches
710,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,25-163,2000,1.8,1,0,0,1,0,5,20.0,4,0,0,0,2,3,1,0,Matches
711,Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,31-191,1994,1.5,3,2,1,1,1,5,40.0,3,1,1,0,5,8,5,0,Matches
712,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,26-161,1999,6.2,6,2,3,2,1,9,44.4,5,10,1,9,5,11,6,0,Matches
713,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30-330,1994,1.5,2,2,1,1,0,3,66.7,1,3,0,3,1,3,5,0,Matches
714,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,32-070,1993,5.1,15,8,2,10,3,7,71.4,2,2,1,1,2,17,6,0,Matches
715,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-251,2000,2.7,6,4,1,5,0,7,42.9,4,2,1,1,6,12,2,0,Matches
716,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25-283,2000,5.3,9,5,6,2,1,11,36.4,7,1,0,1,1,10,10,0,Matches
717,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,36-019,1989,6.8,12,7,3,8,1,8,37.5,5,11,2,9,7,19,2,1,Matches
718,Ismaëlo Ganiou,bf BFA,DF,Lens,fr Ligue 1,20-215,2005,0.8,1,0,1,0,0,0,,0,3,3,0,1,2,5,0,Matches
719,Ben Gannon-Doak,sct SCO,FW,Bournemouth,eng Premier League,19-338,2005,0.3,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,Matches
720,Facundo Garcés,my MAS,DF,Alavés,es La Liga,26-040,1999,6.0,9,5,6,3,0,7,71.4,2,10,8,2,5,14,42,0,Matches
721,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,28-109,1997,5.5,3,1,0,3,0,6,50.0,3,5,1,4,5,8,7,1,Matches
722,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,32-353,1992,6.4,7,4,4,2,1,6,33.3,4,6,1,5,2,9,7,0,Matches
723,Eric García,es ESP,DF,Barcelona,es La Liga,24-279,2001,6.6,14,9,10,2,2,12,75.0,3,8,2,6,8,22,17,0,Matches
724,Fran Garcia,es ESP,"DF,MF",Real Madrid,es La Liga,26-062,1999,1.3,3,0,2,1,0,2,100.0,0,2,0,2,1,4,0,0,Matches
725,Gonzalo García,es ESP,"FW,MF",Real Madrid,es La Liga,21-205,2004,1.0,1,1,0,1,0,0,,0,1,0,1,1,2,1,0,Matches
726,Joan García,es ESP,GK,Barcelona,es La Liga,24-164,2001,6.0,1,1,1,0,0,1,100.0,0,0,0,0,1,2,7,1,Matches
727,Pablo Garcia,es ESP,FW,Betis,es La Liga,19-124,2006,2.0,8,4,3,3,2,4,75.0,1,3,0,3,2,10,0,0,Matches
728,Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,32-093,1993,2.7,7,5,2,4,1,9,55.6,4,0,0,0,3,10,3,0,Matches
729,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-277,1996,1.6,3,2,2,1,0,2,100.0,0,2,1,1,0,3,5,0,Matches
730,Víctor García,es ESP,"MF,DF",Levante,es La Liga,28-029,1997,1.0,4,2,0,3,1,0,,0,1,1,0,1,5,0,0,Matches
731,Alejandro Garnacho,ar ARG,FW,Chelsea,eng Premier League,21-106,2004,1.0,1,1,0,1,0,1,100.0,0,0,0,0,0,1,0,0,Matches
732,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,24-216,2001,7.0,18,13,10,6,2,20,50.0,10,13,3,10,11,29,23,1,Matches
733,Federico Gatti,it ITA,DF,Juventus,it Serie A,27-113,1998,5.2,4,3,2,1,1,2,0.0,2,3,1,2,4,8,25,2,Matches
734,Gavi,es ESP,"MF,DF",Barcelona,es La Liga,21-071,2004,0.7,2,1,2,0,0,3,33.3,2,0,0,0,0,2,1,0,Matches
735,Jusuf Gazibegović,ba BIH,DF,Köln,de Bundesliga,25-218,2000,0.3,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
736,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-286,1992,6.5,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,Matches
737,Jean-Philippe Gbamin,ci CIV,DF,Metz,fr Ligue 1,30-020,1995,6.2,18,9,13,5,0,14,78.6,3,12,5,7,3,21,20,0,Matches
738,Yann Gboho,fr FRA,"FW,MF",Toulouse,fr Ligue 1,24-274,2001,6.2,6,4,3,3,0,9,33.3,6,3,0,3,3,9,0,0,Matches
739,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-342,1990,6.0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
740,Lutsharel Geertruida,nl NED,"DF,MF",Sunderland,eng Premier League,25-089,2000,0.7,2,2,2,0,0,4,50.0,2,1,1,0,1,3,0,0,Matches
741,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-253,2006,1.5,1,1,0,1,0,0,,0,0,0,0,0,1,1,0,Matches
742,Yannick Gerhardt,de GER,DF,Wolfsburg,de Bundesliga,31-216,1994,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
743,Willem Geubbels,fr FRA,FW,Paris FC,fr Ligue 1,24-060,2001,3.7,0,0,0,0,0,2,0.0,2,3,2,1,0,0,3,0,Matches
744,Ismaël Gharbi,tn TUN,MF,Augsburg,de Bundesliga,21-188,2004,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
745,Mourad El Ghezouani,ma MAR,FW,Elche,es La Liga,27-141,1998,0.6,4,2,1,3,0,3,100.0,0,1,0,1,0,4,0,0,Matches
746,Rachid Ghezzal,dz ALG,"FW,MF",Lyon,fr Ligue 1,33-159,1992,0.3,2,1,2,0,0,4,50.0,2,0,0,0,0,2,0,0,Matches
747,Andrea Ghion,it ITA,"FW,MF",Sassuolo,it Serie A,25-234,2000,0.1,1,1,1,0,0,1,100.0,0,0,0,0,0,1,0,0,Matches
748,Dimitris Giannoulis,gr GRE,"DF,MF",Augsburg,de Bundesliga,29-363,1995,2.5,5,3,2,2,1,3,100.0,0,3,0,3,2,7,7,0,Matches
749,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,25-261,2000,6.1,2,2,0,0,2,4,50.0,2,6,1,5,2,4,10,2,Matches
750,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,24-246,2001,1.6,4,3,2,2,0,4,25.0,3,2,0,2,2,6,2,1,Matches
751,Mario Gila,es ESP,DF,Lazio,it Serie A,25-047,2000,5.9,9,6,8,1,0,9,55.6,4,8,2,6,4,13,22,0,Matches
752,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,24-126,2001,1.3,2,0,2,0,0,3,33.3,2,1,0,1,2,4,3,0,Matches
753,Benedikt Gimber,de GER,"DF,MF",Heidenheim,de Bundesliga,28-238,1997,3.3,6,3,4,2,0,10,60.0,4,5,3,2,0,6,13,0,Matches
754,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24-180,2001,5.0,4,3,4,0,0,0,,0,2,1,1,1,5,1,0,Matches
755,Gvidas Gineitis,lt LTU,"MF,FW",Torino,it Serie A,21-183,2004,1.3,2,0,2,0,0,3,66.7,1,4,1,3,1,3,0,1,Matches
756,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-269,1994,6.0,1,0,1,0,0,1,100.0,0,3,2,1,8,9,41,0,Matches
757,Giovane,br BRA,FW,Hellas Verona,it Serie A,21-325,2003,5.4,5,4,0,3,2,2,100.0,0,6,1,5,0,5,3,0,Matches
758,Olivier Giroud,fr FRA,FW,Lille,fr Ligue 1,39-015,1986,5.7,3,3,2,1,0,3,0.0,3,2,1,1,2,5,6,0,Matches
759,Jamie Gittens,eng ENG,FW,Chelsea,eng Premier League,21-068,2004,1.8,2,1,1,1,0,1,100.0,0,2,1,1,0,2,1,0,Matches
760,Robert Glatzel,de GER,FW,Hamburger SV,de Bundesliga,31-280,1994,0.7,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches
761,Serge Gnabry,de GER,MF,Bayern Munich,de Bundesliga,30-093,1995,4.0,5,3,1,4,0,5,20.0,4,4,0,4,2,7,0,1,Matches
762,Wilfried Gnonto,it ITA,FW,Leeds United,eng Premier League,21-344,2003,2.1,9,7,5,4,0,7,71.4,2,2,0,2,2,11,0,0,Matches
763,Giorgi Gocholeishvili,ge GEO,MF,Hamburger SV,de Bundesliga,24-243,2001,4.6,3,2,2,0,1,5,60.0,2,2,0,2,4,7,10,1,Matches
764,Martial Godo,eng ENG,"MF,FW",Strasbourg,fr Ligue 1,22-215,2003,1.6,1,0,0,1,0,2,0.0,2,2,0,2,2,3,2,0,Matches
765,Maxima Goffi,fr FRA,DF,Lille,fr Ligue 1,17-265,2008,0.4,1,1,1,0,0,1,100.0,0,0,0,0,0,1,1,0,Matches
766,Saba Goglichidze,ge GEO,DF,Udinese,it Serie A,21-112,2004,1.7,2,2,2,0,0,3,66.7,1,0,0,0,3,5,11,0,Matches
767,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31-347,1993,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
768,Aleksandr Golovin,ru RUS,"FW,MF",Monaco,fr Ligue 1,29-138,1996,2.7,4,2,0,3,1,6,50.0,3,5,1,4,2,6,2,1,Matches
769,Angel Gomes,eng ENG,MF,Marseille,fr Ligue 1,25-045,2000,5.6,6,3,0,4,2,3,66.7,1,4,0,4,1,7,1,0,Matches
770,João Gomes,br BRA,MF,Wolves,eng Premier League,24-245,2001,6.7,20,14,10,10,0,31,45.2,17,10,2,8,7,27,15,0,Matches
771,Rodrigo Gomes,pt POR,"DF,MF",Wolves,eng Premier League,22-100,2003,1.8,6,5,1,3,2,2,50.0,1,1,0,1,2,8,5,0,Matches
772,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-272,1999,4.3,7,4,7,0,0,6,83.3,1,1,1,0,3,10,17,0,Matches
773,Diego Gómez,py PAR,MF,Brighton,eng Premier League,22-202,2003,3.5,16,9,7,5,4,13,61.5,5,6,0,6,3,19,4,0,Matches
774,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28-145,1997,0.3,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,Matches
775,Moi Gómez,es ESP,MF,Osasuna,es La Liga,31-114,1994,4.5,4,3,2,2,0,2,50.0,1,6,0,6,4,8,2,0,Matches
776,Sergio Gómez,es ESP,DF,Real Sociedad,es La Liga,25-041,2000,5.3,28,17,17,9,2,21,61.9,8,8,2,6,6,34,5,0,Matches
777,Unai Gómez,es ESP,"FW,MF",Athletic Club,es La Liga,22-143,2003,1.0,3,2,1,1,1,3,66.7,1,0,0,0,0,3,1,1,Matches
778,Valentín Gómez,ar ARG,DF,Betis,es La Liga,22-111,2003,3.5,11,6,7,4,0,7,85.7,1,4,1,3,1,12,37,0,Matches
779,Rafael Gonçalves,pt POR,MF,Strasbourg,fr Ligue 1,20-239,2005,2.1,7,5,3,4,0,5,60.0,2,2,0,2,1,8,5,0,Matches
780,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-285,2002,3.9,11,10,2,8,1,7,57.1,3,4,2,2,2,13,12,0,Matches
781,Nicolás González,ar ARG,"MF,DF",Juventus,it Serie A,27-192,1998,0.2,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Matches
782,Nicolás González,ar ARG,MF,Atlético Madrid,es La Liga,27-192,1998,4.0,5,2,3,0,2,5,60.0,2,4,0,4,3,8,6,1,Matches
783,Urko González,es ESP,MF,Espanyol,es La Liga,24-209,2001,3.6,6,5,3,3,0,11,45.5,6,7,1,6,3,9,11,0,Matches
784,Urko González,es ESP,MF,Real Sociedad,es La Liga,24-209,2001,0.1,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches
785,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,24-233,2001,3.0,4,3,2,2,0,6,33.3,4,1,0,1,0,4,1,0,Matches
786,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30-251,1995,3.4,7,5,2,3,2,7,57.1,3,4,2,2,5,12,5,0,Matches
787,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,29-072,1996,0.8,2,1,2,0,0,6,33.3,4,1,0,1,0,2,0,1,Matches
788,Jon Gorrotxategi,es ESP,MF,Real Sociedad,es La Liga,23-255,2002,5.7,14,8,5,9,0,13,46.2,7,7,2,5,9,23,9,2,Matches
789,Alimami Gory,ml MLI,"FW,MF",Paris FC,fr Ligue 1,29-046,1996,1.5,2,2,1,0,1,1,0.0,1,1,1,0,0,2,0,0,Matches
790,Robin Gosens,de GER,DF,Fiorentina,it Serie A,31-102,1994,5.8,9,4,2,4,3,7,28.6,5,13,3,10,5,14,11,0,Matches
791,Mikel Goti,es ESP,MF,Real Sociedad,es La Liga,23-145,2002,0.6,0,0,0,0,0,0,,0,2,0,2,0,0,0,1,Matches
792,Mario Götze,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,33-134,1992,0.7,2,1,1,1,0,1,100.0,0,0,0,0,1,3,0,0,Matches
793,Amine Gouiri,dz ALG,"FW,MF",Marseille,fr Ligue 1,25-241,2000,4.2,3,2,0,2,1,1,0.0,1,0,0,0,1,4,0,1,Matches
794,Tiago Gouveia,pt POR,DF,Nice,fr Ligue 1,24-119,2001,0.9,2,2,1,0,1,2,0.0,2,0,0,0,0,2,1,0,Matches
795,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,34-097,1991,3.7,5,5,5,0,0,7,42.9,4,3,0,3,5,10,31,0,Matches
796,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-280,1999,6.0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,Matches
797,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-325,1992,4.0,11,8,9,2,0,8,62.5,3,6,5,1,10,21,24,1,Matches
798,Alberto Grassi,it ITA,MF,Cremonese,it Serie A,30-222,1995,4.1,6,4,3,3,0,4,50.0,2,4,1,3,6,12,11,1,Matches
799,Ryan Gravenberch,nl NED,"MF,DF",Liverpool,eng Premier League,23-152,2002,6.0,10,5,8,2,0,7,57.1,3,2,0,2,8,18,11,0,Matches
800,Archie Gray,eng ENG,MF,Tottenham,eng Premier League,19-217,2006,0.8,1,1,1,0,0,2,50.0,1,1,0,1,0,1,2,0,Matches
801,Jack Grealish,eng ENG,FW,Everton,eng Premier League,30-035,1995,6.2,11,9,2,5,4,7,71.4,2,7,4,3,4,15,5,0,Matches
802,Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,24-014,2001,5.8,1,1,0,1,0,8,12.5,7,1,0,1,2,3,1,0,Matches
803,Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28-192,1997,3.0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
804,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,34-208,1991,3.5,4,1,1,1,2,3,33.3,2,3,0,3,1,5,4,1,Matches
805,Vincenzo Grifo,it ITA,FW,Freiburg,de Bundesliga,32-191,1993,4.6,2,0,0,1,1,5,20.0,4,5,1,4,2,4,5,1,Matches
806,Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,30-025,1995,5.5,12,6,5,6,1,12,66.7,4,6,1,5,2,14,11,0,Matches
807,Pascal Groß,de GER,MF,Dortmund,de Bundesliga,34-122,1991,2.0,3,1,1,2,0,3,33.3,2,5,0,5,0,3,0,0,Matches
808,Brajan Gruda,de GER,"MF,FW",Brighton,eng Premier League,21-137,2004,2.5,5,1,2,3,0,4,50.0,2,1,0,1,0,5,2,0,Matches
809,Ilia Gruev,bg BUL,MF,Leeds United,eng Premier League,25-162,2000,2.2,5,4,3,2,0,6,33.3,4,2,1,1,3,8,2,0,Matches
810,Marco Grüll,at AUT,FW,Werder Bremen,de Bundesliga,27-101,1998,4.3,6,2,0,5,1,9,55.6,4,4,1,3,1,7,2,0,Matches
811,Albert Grønbaek,dk DEN,FW,Genoa,it Serie A,24-145,2001,0.7,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
812,Nemanja Gudelj,rs SRB,MF,Sevilla,es La Liga,33-333,1991,4.9,9,8,1,6,2,9,77.8,2,7,4,3,3,12,11,0,Matches
813,Gabriel Gudmundsson,se SWE,DF,Leeds United,eng Premier League,26-169,1999,6.7,15,9,9,4,2,14,64.3,5,8,3,5,6,21,27,1,Matches
814,Gonçalo Guedes,pt POR,"MF,FW",Real Sociedad,es La Liga,28-320,1996,3.0,2,2,2,0,0,8,12.5,7,5,0,5,1,3,1,0,Matches
815,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25-094,2000,7.0,15,11,14,1,0,9,55.6,4,0,0,0,8,23,36,0,Matches
816,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,26-184,1999,3.9,6,2,1,3,2,8,62.5,3,2,0,2,2,8,0,1,Matches
817,Javier Guerra,es ESP,MF,Valencia,es La Liga,22-287,2003,5.3,7,2,4,3,0,6,50.0,3,4,2,2,7,14,8,0,Matches
818,Raphaël Guerreiro,pt POR,"MF,DF",Bayern Munich,de Bundesliga,31-297,1993,0.8,1,1,0,1,0,0,,0,2,0,2,0,1,0,0,Matches
819,Daniel Guerrero,es ESP,MF,Betis,es La Liga,20-081,2005,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
820,Ismaël Guerti,fr FRA,MF,Metz,fr Ligue 1,21-077,2004,0.2,2,1,2,0,0,0,,0,0,0,0,1,3,1,0,Matches
821,Evann Guessand,ci CIV,"FW,MF",Aston Villa,eng Premier League,24-106,2001,3.1,11,5,4,6,1,2,50.0,1,8,1,7,0,11,4,0,Matches
822,Ander Guevara,es ESP,MF,Alavés,es La Liga,28-100,1997,2.0,1,0,1,0,0,4,0.0,4,4,1,3,3,4,8,0,Matches
823,Idrissa Guèye,sn SEN,FW,Udinese,it Serie A,19-029,2006,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
824,Idrissa Guèye,sn SEN,FW,Metz,fr Ligue 1,19-029,2006,1.5,2,2,1,1,0,1,0.0,1,0,0,0,0,2,5,0,Matches
825,Pape Gueye,sn SEN,MF,Villarreal,es La Liga,26-264,1999,6.4,10,7,2,8,0,7,71.4,2,7,1,6,9,19,6,2,Matches
826,Morgan Guilavogui,gn GUI,"MF,FW",Lens,fr Ligue 1,27-219,1998,2.5,10,6,3,6,1,7,57.1,3,6,0,6,1,11,3,0,Matches
827,Luis Guilherme,br BRA,"FW,MF",West Ham,eng Premier League,19-248,2006,0.6,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
828,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,27-333,1997,6.0,13,8,4,9,0,12,33.3,8,2,0,2,2,15,1,0,Matches
829,Daouda Guindo,ml MLI,"FW,DF",Brest,fr Ligue 1,23-001,2002,0.3,1,1,0,0,1,0,,0,0,0,0,0,1,0,0,Matches
830,Bahereba Guirassy,fr FRA,"MF,FW",Nantes,fr Ligue 1,19-047,2006,2.6,9,5,9,0,0,9,77.8,2,3,0,3,3,12,4,0,Matches
831,Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,29-217,1996,4.8,0,0,0,0,0,2,0.0,2,1,0,1,0,0,7,0,Matches
832,Marc Guiu,es ESP,FW,Sunderland,eng Premier League,19-284,2006,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
833,Marc Guiu,es ESP,FW,Chelsea,eng Premier League,19-284,2006,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
834,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,35-162,1990,6.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
835,Arda Güler,tr TUR,"MF,FW",Real Madrid,es La Liga,20-232,2005,6.2,13,9,1,9,3,6,50.0,3,2,0,2,2,15,3,1,Matches
836,Gerard Gumbau,es ESP,"MF,FW",Rayo Vallecano,es La Liga,30-301,1994,0.7,1,1,0,1,0,1,0.0,1,1,0,1,0,1,0,0,Matches
837,Christian Günter,de GER,DF,Freiburg,de Bundesliga,32-229,1993,2.9,0,0,0,0,0,1,0.0,1,4,1,3,0,0,6,0,Matches
838,Jon Guridi,es ESP,"MF,FW",Alavés,es La Liga,30-229,1995,3.2,4,3,1,2,1,4,0.0,4,4,0,4,0,4,1,0,Matches
839,Gorka Guruzeta,es ESP,"FW,MF",Athletic Club,es La Liga,29-033,1996,3.5,3,1,1,1,1,2,50.0,1,4,0,4,2,5,3,0,Matches
840,Malo Gusto,fr FRA,"DF,MF",Chelsea,eng Premier League,22-149,2003,3.5,7,3,3,2,2,5,80.0,1,2,1,1,3,10,5,0,Matches
841,Miguel Gutiérrez,es ESP,DF,Napoli,it Serie A,24-080,2001,1.1,1,0,1,0,0,2,50.0,1,0,0,0,1,2,1,0,Matches
842,Albert Guðmundsson,is ISL,MF,Fiorentina,it Serie A,28-122,1997,3.0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,3,0,Matches
843,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,23-265,2002,3.8,3,3,1,2,0,1,0.0,1,6,3,3,4,7,20,1,Matches
844,Viktor Gyökeres,se SWE,FW,Arsenal,eng Premier League,27-133,1998,6.4,2,2,0,1,1,1,0.0,1,2,0,2,0,2,6,0,Matches
845,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,25-086,2000,6.6,1,0,0,0,1,1,0.0,1,1,0,1,0,1,13,0,Matches
846,Janik Haberer,de GER,MF,Union Berlin,de Bundesliga,31-196,1994,4.2,7,2,4,2,1,8,50.0,4,5,1,4,5,12,11,0,Matches
847,Robin Hack,de GER,"FW,MF",Gladbach,de Bundesliga,27-049,1998,2.7,1,1,1,0,0,1,0.0,1,2,0,2,1,2,4,0,Matches
848,Albian Hajdari,xk KVX,DF,Hoffenheim,de Bundesliga,22-150,2003,3.1,6,4,5,1,0,4,75.0,1,4,2,2,6,12,23,0,Matches
849,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,26-345,1998,5.3,11,8,4,6,1,7,57.1,3,5,0,5,2,13,3,0,Matches
850,Lewis Hall,eng ENG,DF,Newcastle Utd,eng Premier League,21-037,2004,1.5,6,3,3,2,1,5,60.0,2,3,1,2,2,8,3,0,Matches
851,Pierre-Yves Hamel,fr FRA,FW,Paris FC,fr Ligue 1,31-254,1994,0.9,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0,Matches
852,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,28-271,1997,4.7,4,2,2,2,0,1,0.0,1,5,2,3,11,15,30,1,Matches
853,Dávid Hancko,sk SVK,DF,Atlético Madrid,es La Liga,27-306,1997,6.8,15,9,9,4,2,12,75.0,3,5,2,3,5,20,22,0,Matches
854,Florent Hanin,dz ALG,DF,Angers,fr Ligue 1,35-253,1990,2.2,5,3,3,2,0,6,33.3,4,2,0,2,0,5,8,0,Matches
855,Isak Hansen-Aarøen,no NOR,FW,Werder Bremen,de Bundesliga,21-054,2004,0.0,2,2,2,0,0,1,100.0,0,0,0,0,0,2,0,0,Matches
856,Conrad Harder,dk DEN,FW,RB Leipzig,de Bundesliga,20-191,2005,0.6,1,1,1,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
857,Jack Harrison,eng ENG,"FW,DF",Leeds United,eng Premier League,28-329,1996,1.5,3,1,1,1,1,3,66.7,1,2,0,2,3,6,0,0,Matches
858,Abdou Harroui,nl NED,MF,Hellas Verona,it Serie A,27-275,1998,0.8,2,2,1,1,0,1,100.0,0,0,0,0,0,2,1,0,Matches
859,Quilindschy Hartman,nl NED,DF,Burnley,eng Premier League,23-335,2001,7.0,14,9,10,3,1,13,61.5,5,7,2,5,11,25,27,0,Matches
860,Haissem Hassan,fr FRA,"FW,MF",Oviedo,es La Liga,23-249,2002,6.0,7,5,3,3,1,8,62.5,3,2,0,2,2,9,2,1,Matches
861,Hans Hateboer,nl NED,DF,Rennes,fr Ligue 1,31-279,1994,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
862,Jorrel Hato,nl NED,DF,Chelsea,eng Premier League,19-222,2006,1.9,2,1,1,0,1,4,50.0,2,4,2,2,2,4,2,0,Matches
