Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 23_level_0_Ast,Unnamed: 24_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 27_level_0_KP,Unnamed: 28_level_0_1/3,Unnamed: 29_level_0_PPA,Unnamed: 30_level_0_CrsPA,Unnamed: 31_level_0_PrgP,Unnamed: 32_level_0_Matches
1849,José Sá,pt POR,GK,Wolves,eng Premier League,32-313,1993,4.0,89,131,67.9,2683,2098,13,13,100.0,47,48,97.9,28,69,40.6,0,0.1,0.0,-0.1,1,3,1,0,0,Matches
1850,Elias Saad,tn TUN,"MF,FW",Augsburg,de Bundesliga,25-334,1999,5.5,124,166,74.7,1647,321,82,98,83.7,39,47,83.0,2,8,25.0,0,0.7,0.4,-0.7,12,6,2,0,12,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1851,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-317,1993,2.8,94,142,66.2,1679,775,41,48,85.4,42,60,70.0,8,25,32.0,0,0.1,0.1,-0.1,2,11,1,0,6,Matches
1852,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,it Serie A,28-363,1996,0.3,15,23,65.2,298,128,5,5,100.0,8,11,72.7,2,6,33.3,0,0.1,0.2,-0.1,3,1,0,0,2,Matches
1853,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,31-254,1994,6.0,213,253,84.2,3311,1055,115,126,91.3,73,86,84.9,13,23,56.5,1,0.2,0.5,+0.8,4,29,6,4,42,Matches
1854,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,20-344,2004,11.9,356,421,84.6,5523,1357,185,203,91.1,134,151,88.7,24,38,63.2,0,0.4,0.7,-0.4,7,26,11,3,37,Matches
1855,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-297,1997,0.5,5,7,71.4,73,29,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.1,0.0,1,0,1,1,0,Matches
1856,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,26-152,1999,11.5,457,565,80.9,7184,1722,250,277,90.3,178,212,84.0,21,40,52.5,1,1.0,1.3,0.0,16,23,15,4,35,Matches
1857,Emir Sahiti,xk KVX,FW,Hamburger SV,de Bundesliga,26-362,1998,1.3,23,33,69.7,366,38,8,11,72.7,14,19,73.7,0,0,,0,0.0,0.0,0.0,1,2,1,0,1,Matches
1858,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,24-168,2001,2.9,127,161,78.9,1820,520,71,84,84.5,43,52,82.7,6,7,85.7,2,0.5,0.8,+1.5,8,12,11,0,30,Matches
1859,Wesley Saïd,fr FRA,MF,Lens,fr Ligue 1,30-221,1995,9.5,219,275,79.6,3475,1043,116,134,86.6,81,99,81.8,14,23,60.9,2,2.4,2.0,-0.4,10,27,11,1,39,Matches
1860,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,24-082,2001,8.6,234,323,72.4,3747,1007,136,159,85.5,72,96,75.0,21,44,47.7,0,2.3,2.3,-2.3,19,3,15,3,19,Matches
1861,Mathis Saka,fr FRA,MF,Toulouse,fr Ligue 1,19-067,2006,0.1,2,5,40.0,38,21,0,2,0.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1862,Álex Sala,es ESP,MF,Lecce,it Serie A,24-231,2001,1.2,37,43,86.0,577,115,20,23,87.0,14,16,87.5,2,3,66.7,1,0.0,0.2,+1.0,1,5,2,2,6,Matches
1863,Ibrahim Salah,ma MAR,FW,Rennes,fr Ligue 1,24-088,2001,0.4,22,22,100.0,295,46,15,15,100.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1864,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,33-164,1992,11.9,273,401,68.1,4083,1216,161,194,83.0,87,128,68.0,19,47,40.4,2,2.3,1.8,-0.3,23,12,30,4,50,Matches
1865,Jan Salas,es ESP,MF,Mallorca,es La Liga,20-108,2005,0.2,6,10,60.0,183,92,1,2,50.0,3,4,75.0,2,2,100.0,0,0.0,0.0,0.0,0,3,1,0,4,Matches
1866,Kike Salas,es ESP,DF,Sevilla,es La Liga,23-217,2002,4.0,254,308,82.5,5575,1874,53,55,96.4,170,190,89.5,31,55,56.4,0,0.0,0.1,0.0,1,23,1,0,22,Matches
1867,Manolis Saliakas,gr GRE,DF,St. Pauli,de Bundesliga,29-075,1996,5.0,277,369,75.1,4785,1422,136,152,89.5,116,138,84.1,24,63,38.1,1,0.2,0.6,+0.8,4,27,8,3,27,Matches
1868,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-247,2001,9.0,732,777,94.2,12670,3726,304,311,97.7,386,403,95.8,35,49,71.4,0,0.1,0.4,-0.1,1,39,1,0,40,Matches
1869,José Salinas,es ESP,"DF,FW",Espanyol,es La Liga,25-057,2000,1.5,59,77,76.6,832,152,36,41,87.8,19,26,73.1,2,5,40.0,0,0.1,0.3,-0.1,3,2,4,1,8,Matches
1870,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26-223,1999,8.0,554,624,88.8,9700,3966,195,204,95.6,321,341,94.1,30,61,49.2,0,0.2,0.2,-0.2,2,28,0,0,31,Matches
1871,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23-275,2002,5.2,209,274,76.3,3884,1140,92,106,86.8,75,84,89.3,34,61,55.7,1,1.3,1.1,-0.3,14,33,11,3,45,Matches
1872,Mbwana Samatta,tz TAN,FW,Le Havre,fr Ligue 1,32-338,1992,5.7,66,94,70.2,1003,218,34,41,82.9,23,30,76.7,5,8,62.5,0,0.3,0.6,-0.3,6,3,2,0,9,Matches
1873,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,30-020,1995,5.3,76,107,71.0,1026,160,49,59,83.1,18,26,69.2,4,12,33.3,1,0.5,0.5,+0.5,4,6,2,0,6,Matches
1874,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31-215,1994,13.0,420,546,76.9,10490,6526,66,68,97.1,253,255,99.2,100,220,45.5,0,0.0,0.0,0.0,1,4,0,0,0,Matches
1875,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,26-035,1999,5.5,186,217,85.7,3102,840,80,90,88.9,84,94,89.4,15,22,68.2,0,0.5,0.8,-0.5,7,21,4,1,26,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1876,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29-267,1996,4.3,46,56,82.1,590,98,27,31,87.1,13,14,92.9,1,3,33.3,1,1.0,0.0,0.0,1,3,0,0,5,Matches
1877,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25-215,2000,7.4,185,227,81.5,2889,570,94,109,86.2,69,81,85.2,13,17,76.5,0,0.8,0.4,-0.8,13,22,8,0,31,Matches
1878,Alexis Sánchez,cl CHI,"FW,MF",Sevilla,es La Liga,36-342,1988,4.6,108,158,68.4,1672,613,61,77,79.2,31,43,72.1,11,23,47.8,1,0.6,0.6,+0.4,9,11,9,1,23,Matches
1879,Antonio Sánchez,es ESP,"MF,FW",Mallorca,es La Liga,28-329,1997,4.4,120,145,82.8,1944,586,60,64,93.8,50,60,83.3,8,17,47.1,0,0.1,0.1,-0.1,2,12,2,0,13,Matches
1880,Juanlu Sánchez,es ESP,"DF,FW",Sevilla,es La Liga,22-103,2003,8.4,290,373,77.7,4515,1358,157,181,86.7,104,127,81.9,20,34,58.8,1,1.1,1.3,-0.1,9,17,11,4,23,Matches
1881,Borja Sánchez Laborde,es ESP,MF,Oviedo,es La Liga,29-273,1996,0.2,11,13,84.6,253,63,4,4,100.0,3,4,75.0,4,4,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1882,Manu Sánchez,es ESP,DF,Levante,es La Liga,25-094,2000,11.5,293,394,74.4,4621,1373,150,178,84.3,124,150,82.7,14,48,29.2,1,1.0,0.5,0.0,8,14,8,5,31,Matches
1883,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,28-008,1997,11.0,316,461,68.5,8241,5820,63,64,98.4,162,164,98.8,85,224,37.9,0,0.1,0.0,-0.1,2,10,0,0,0,Matches
1884,Selton Sánchez,es ESP,MF,Athletic Club,es La Liga,18-279,2007,0.7,12,17,70.6,196,38,7,9,77.8,4,6,66.7,1,1,100.0,0,0.1,0.0,-0.1,3,1,1,0,2,Matches
1885,Jadon Sancho,eng ENG,FW,Aston Villa,eng Premier League,25-246,2000,1.3,61,70,87.1,935,184,33,35,94.3,23,25,92.0,4,5,80.0,0,0.1,0.2,-0.1,2,1,5,0,9,Matches
1886,Álex Sancris,es ESP,"FW,MF",Getafe,es La Liga,28-312,1997,4.3,76,133,57.1,1216,266,43,58,74.1,27,41,65.9,5,21,23.8,1,0.6,0.7,+0.4,4,1,3,2,5,Matches
1887,Philipp Sander,de GER,"MF,DF",Gladbach,de Bundesliga,27-278,1998,7.4,344,403,85.4,6358,1910,132,148,89.2,162,177,91.5,43,65,66.2,0,0.1,0.4,-0.1,1,27,3,1,32,Matches
1888,James Sands,us USA,MF,St. Pauli,de Bundesliga,25-143,2000,9.1,324,420,77.1,4777,1355,175,209,83.7,115,140,82.1,15,29,51.7,0,0.4,0.5,-0.4,5,30,7,2,34,Matches
1889,Ibou Sané,sn SEN,"FW,MF",Metz,fr Ligue 1,20-243,2005,3.1,65,87,74.7,992,223,31,34,91.2,27,31,87.1,2,11,18.2,1,1.1,0.6,-0.1,3,5,3,1,14,Matches
1890,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21-169,2004,4.4,285,316,90.2,5599,1810,86,92,93.5,163,173,94.2,33,44,75.0,0,0.0,0.0,0.0,0,5,0,0,5,Matches
1891,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23-228,2002,11.7,617,701,88.0,12050,4150,158,174,90.8,404,422,95.7,44,80,55.0,0,0.1,0.4,-0.1,3,36,1,0,46,Matches
1892,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-359,1997,6.6,285,322,88.5,4863,1600,133,140,95.0,124,136,91.2,21,31,67.7,0,0.1,0.1,-0.1,2,40,3,0,39,Matches
1893,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23-153,2002,10.6,450,531,84.7,7818,2001,212,245,86.5,195,215,90.7,38,53,71.7,1,0.8,0.7,+0.2,10,36,4,0,51,Matches
1894,Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,19-272,2006,3.7,178,207,86.0,2655,738,95,99,96.0,71,84,84.5,6,15,40.0,0,0.7,0.4,-0.7,5,7,5,3,12,Matches
1895,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,24-298,2001,2.9,46,65,70.8,617,100,24,33,72.7,15,17,88.2,2,3,66.7,0,0.6,0.1,-0.6,2,4,0,0,4,Matches
1896,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-331,2000,11.0,346,434,79.7,5639,2007,174,208,83.7,136,158,86.1,23,37,62.2,1,1.1,1.2,-0.1,5,52,11,0,75,Matches
1897,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,31-100,1994,2.6,56,69,81.2,845,218,31,32,96.9,19,26,73.1,3,6,50.0,1,0.7,0.3,+0.3,3,5,2,0,7,Matches
1898,Baptiste Santamaria,fr FRA,MF,Valencia,es La Liga,30-262,1995,7.2,290,353,82.2,4941,1753,139,147,94.6,117,136,86.0,26,39,66.7,1,1.0,0.7,0.0,4,39,3,0,36,Matches
1899,Yago Santiago,es ESP,MF,Elche,es La Liga,22-225,2003,0.2,14,15,93.3,180,27,11,12,91.7,3,3,100.0,0,0,,0,0.2,0.1,-0.2,2,0,1,1,1,Matches
1900,Yellu Santiago,es ESP,MF,Hellas Verona,it Serie A,21-185,2004,0.1,4,7,57.1,55,41,2,4,50.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1901,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21-207,2004,3.6,130,161,80.7,1770,502,82,96,85.4,38,44,86.4,3,5,60.0,0,0.1,0.1,-0.1,4,14,1,0,15,Matches
1902,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,22-229,2003,4.0,113,163,69.3,2497,1604,20,20,100.0,78,78,100.0,15,64,23.4,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1903,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23-126,2002,1.2,30,45,66.7,510,248,16,19,84.2,10,16,62.5,4,7,57.1,0,0.0,0.0,0.0,1,4,0,0,2,Matches
1904,Alejo Sarco,ar ARG,FW,Leverkusen,de Bundesliga,19-324,2006,0.4,7,10,70.0,87,5,6,7,85.7,1,3,33.3,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,Matches
1905,Jeremy Sarmiento,ec ECU,"MF,FW",Cremonese,it Serie A,23-163,2002,1.6,55,62,88.7,892,200,26,29,89.7,21,22,95.5,5,6,83.3,0,0.2,0.2,-0.2,3,8,1,0,8,Matches
1906,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-260,2001,3.6,66,93,71.0,811,220,38,47,80.9,13,22,59.1,3,3,100.0,0,0.3,0.2,-0.3,5,7,1,1,8,Matches
1907,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,27-274,1998,9.8,133,192,69.3,2002,627,72,89,80.9,52,66,78.8,5,12,41.7,1,0.7,0.5,+0.3,9,13,8,0,30,Matches
1908,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-307,1999,12.0,544,628,86.6,11003,3978,182,202,90.1,290,308,94.2,69,103,67.0,0,0.0,0.2,0.0,0,46,0,0,42,Matches
1909,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,20-089,2005,10.0,607,643,94.4,11008,3663,205,211,97.2,343,356,96.3,48,63,76.2,0,0.1,0.1,-0.1,1,24,0,0,20,Matches
1910,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24-279,2001,4.9,90,109,82.6,1351,272,49,58,84.5,26,32,81.3,7,10,70.0,1,0.7,0.5,+0.3,5,4,3,1,11,Matches
1911,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21-195,2004,5.2,134,169,79.3,2298,635,60,76,78.9,58,67,86.6,12,17,70.6,0,0.1,0.3,-0.1,2,14,1,0,20,Matches
1912,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23-158,2002,6.0,135,172,78.5,3268,2506,31,31,100.0,78,80,97.5,25,60,41.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1913,Sávio,br BRA,"MF,FW",Manchester City,eng Premier League,21-230,2004,4.5,167,210,79.5,2306,404,104,119,87.4,54,63,85.7,5,10,50.0,1,0.4,0.7,+0.6,4,2,5,1,9,Matches
1914,Nicolò Savona,it ITA,"DF,MF",Nott'ham Forest,eng Premier League,22-252,2003,5.8,173,244,70.9,2763,1067,91,111,82.0,70,96,72.9,10,27,37.0,0,0.1,0.1,-0.1,3,14,2,1,17,Matches
1915,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-330,2002,9.0,314,376,83.5,5223,1628,150,163,92.0,138,153,90.2,19,34,55.9,2,0.8,0.9,+1.2,5,26,5,2,31,Matches
1916,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-350,2003,3.2,190,221,86.0,2806,1033,115,123,93.5,69,79,87.3,5,13,38.5,0,0.1,0.3,-0.1,2,13,1,0,22,Matches
1917,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-329,1999,3.4,64,88,72.7,1037,223,29,40,72.5,26,31,83.9,4,5,80.0,0,0.2,0.2,-0.2,2,7,4,0,11,Matches
1918,Oliver Scarles,eng ENG,"DF,MF",West Ham,eng Premier League,19-349,2005,0.8,20,24,83.3,265,100,12,13,92.3,8,9,88.9,0,2,0.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
1919,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-364,2001,11.2,120,191,62.8,1819,547,65,94,69.1,40,60,66.7,8,15,53.3,1,1.2,0.9,-0.2,13,6,5,1,11,Matches
1920,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-227,1999,4.4,79,121,65.3,918,129,58,74,78.4,19,33,57.6,0,4,0.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches
1921,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-341,1991,5.7,286,348,82.2,6430,2745,76,82,92.7,158,169,93.5,51,94,54.3,0,0.1,0.2,-0.1,2,29,1,0,25,Matches
1922,Derry Scherhant,de GER,"FW,MF",Freiburg,de Bundesliga,23-016,2002,4.2,56,92,60.9,861,289,33,40,82.5,17,28,60.7,5,19,26.3,0,0.5,0.6,-0.5,6,0,1,0,6,Matches
1923,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-306,1996,6.9,114,138,82.6,1532,248,78,86,90.7,31,39,79.5,3,3,100.0,2,0.7,1.2,+1.3,4,2,3,0,9,Matches
1924,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,31-212,1994,2.7,37,55,67.3,628,220,18,24,75.0,13,20,65.0,4,6,66.7,0,0.7,0.4,-0.7,5,3,4,3,7,Matches
1925,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,28-059,1997,3.0,151,168,89.9,2335,667,86,93,92.5,57,61,93.4,7,9,77.8,0,0.3,0.6,-0.3,4,19,6,1,20,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1926,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-212,1997,6.4,286,355,80.6,5677,2300,112,132,84.8,135,146,92.5,36,66,54.5,0,0.1,0.2,-0.1,2,32,4,2,31,Matches
1927,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-360,1999,7.0,424,492,86.2,8539,3223,143,151,94.7,216,231,93.5,61,98,62.2,1,0.6,0.6,+0.4,3,46,4,0,44,Matches
1928,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25-303,2000,10.6,385,530,72.6,6501,2007,194,227,85.5,127,168,75.6,45,89,50.6,2,3.9,3.9,-1.9,32,34,38,9,73,Matches
1929,Isaac Schmidt,ch SUI,"DF,MF",Werder Bremen,de Bundesliga,25-354,1999,1.4,73,88,83.0,1105,455,41,50,82.0,28,30,93.3,2,3,66.7,0,0.2,0.2,-0.2,4,10,4,0,13,Matches
1930,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27-064,1998,8.8,310,355,87.3,5403,1390,141,150,94.0,148,160,92.5,17,33,51.5,0,0.1,0.2,-0.1,2,21,2,0,18,Matches
1931,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26-167,1999,8.9,181,260,69.6,3049,776,84,106,79.2,75,100,75.0,15,34,44.1,0,0.6,0.2,-0.6,2,17,3,0,25,Matches
1932,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30-215,1995,11.0,363,523,69.4,11791,8915,45,45,100.0,175,175,100.0,143,301,47.5,0,0.3,0.1,-0.3,1,14,0,0,0,Matches
1933,Léo Scienza,br BRA,"MF,FW",Heidenheim,de Bundesliga,27-074,1998,2.0,32,52,61.5,592,142,10,14,71.4,17,22,77.3,3,12,25.0,0,1.1,0.4,-1.1,3,1,4,1,3,Matches
1934,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22-097,2003,8.6,337,427,78.9,5221,1022,180,196,91.8,129,150,86.0,18,59,30.5,0,0.5,0.4,-0.5,6,23,5,2,25,Matches
1935,Sebastian Sebulonsen,no NOR,DF,Köln,de Bundesliga,25-303,2000,9.0,191,300,63.7,3338,1172,93,110,84.5,81,127,63.8,13,49,26.5,0,1.6,1.5,-1.6,9,12,9,5,13,Matches
1936,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22-187,2003,1.5,96,110,87.3,1786,705,38,40,95.0,46,48,95.8,10,16,62.5,0,0.0,0.0,0.0,0,6,0,0,14,Matches
1937,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22-187,2003,3.6,133,153,86.9,2579,948,35,40,87.5,82,85,96.5,12,23,52.2,0,0.0,0.0,0.0,0,7,0,0,9,Matches
1938,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25-175,2000,4.8,304,345,88.1,5024,1505,144,153,94.1,134,150,89.3,21,30,70.0,1,0.9,0.6,+0.1,4,25,3,3,31,Matches
1939,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24-206,2001,10.1,347,396,87.6,6080,1918,138,149,92.6,177,199,88.9,26,37,70.3,0,0.2,0.5,-0.2,5,20,4,1,21,Matches
1940,Ayumu Seko,jp JPN,MF,Le Havre,fr Ligue 1,25-172,2000,12.2,327,410,79.8,5611,1547,144,162,88.9,140,160,87.5,32,59,54.2,0,0.3,1.0,-0.3,7,38,3,1,35,Matches
1941,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-273,1992,12.0,207,345,60.0,5903,4363,57,57,100.0,85,88,96.6,64,198,32.3,0,0.1,0.1,-0.1,1,16,2,0,0,Matches
1942,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,25-323,2000,11.0,231,333,69.4,3807,1105,124,150,82.7,76,105,72.4,25,54,46.3,3,0.5,0.5,+2.5,11,13,16,1,39,Matches
1943,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27-318,1998,12.0,259,407,63.6,8677,6962,30,31,96.8,113,117,96.6,116,257,45.1,0,0.0,0.0,0.0,0,4,0,0,0,Matches
1944,Marvin Senaya,tg TOG,DF,Auxerre,fr Ligue 1,24-302,2001,11.5,351,488,71.9,6661,2721,144,171,84.2,162,207,78.3,40,91,44.0,0,0.2,0.3,-0.2,4,29,7,4,29,Matches
1945,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28-200,1997,11.9,611,780,78.3,13164,6152,177,195,90.8,313,344,91.0,113,210,53.8,3,1.1,1.9,+1.9,8,91,20,5,71,Matches
1946,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-229,1997,8.4,183,261,70.1,3436,1520,77,99,77.8,76,100,76.0,26,46,56.5,0,0.8,0.7,-0.8,11,50,8,1,51,Matches
1947,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-266,2003,1.4,44,58,75.9,808,174,16,18,88.9,21,27,77.8,6,10,60.0,0,0.1,0.2,-0.1,2,3,2,2,6,Matches
1948,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22-179,2003,6.9,77,121,63.6,951,223,51,74,68.9,12,26,46.2,5,5,100.0,1,0.3,0.2,+0.7,7,5,2,0,10,Matches
1949,Ryan Sessegnon,eng ENG,DF,Fulham,eng Premier League,25-192,2000,10.3,353,481,73.4,5462,1910,184,210,87.6,146,184,79.3,15,49,30.6,0,1.0,0.8,-1.0,6,29,5,0,35,Matches
1950,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,33-030,1992,1.9,67,87,77.0,1031,239,36,41,87.8,24,30,80.0,3,7,42.9,1,0.4,0.2,+0.6,2,4,0,0,9,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1951,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-137,1995,11.4,579,682,84.9,9467,3437,296,328,90.2,228,259,88.0,37,64,57.8,1,0.4,0.6,+0.6,5,46,3,0,52,Matches
1952,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-155,1998,3.6,119,135,88.1,2083,508,50,55,90.9,56,61,91.8,10,13,76.9,0,0.0,0.0,0.0,1,6,1,0,6,Matches
1953,Djibril Sidibé,fr FRA,"DF,MF",Toulouse,fr Ligue 1,33-120,1992,8.3,268,368,72.8,4611,1989,125,150,83.3,113,148,76.4,22,45,48.9,0,0.2,0.6,-0.2,4,37,11,4,35,Matches
1954,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,22-282,2003,3.4,54,83,65.1,766,174,31,40,77.5,14,22,63.6,4,7,57.1,0,0.3,0.4,-0.3,6,6,2,2,2,Matches
1955,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-238,2002,0.9,37,38,97.4,688,192,15,15,100.0,19,19,100.0,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1956,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-204,1997,9.6,364,407,89.4,7319,1891,90,102,88.2,240,249,96.4,33,47,70.2,0,0.1,0.2,-0.1,2,15,0,0,16,Matches
1957,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-262,2000,8.0,282,358,78.8,6022,2108,79,83,95.2,160,178,89.9,42,93,45.2,0,0.5,0.3,-0.5,2,23,0,0,30,Matches
1958,André Silva,pt POR,FW,Elche,es La Liga,30-020,1995,7.7,171,208,82.2,2293,476,101,117,86.3,60,70,85.7,1,2,50.0,0,1.1,0.7,-1.1,13,8,11,0,28,Matches
1959,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-108,1994,8.0,410,468,87.6,6158,1465,237,249,95.2,123,142,86.6,28,40,70.0,2,2.0,1.3,0.0,12,42,7,2,32,Matches
1960,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-118,1997,7.6,377,489,77.1,6146,2064,189,208,90.9,154,194,79.4,28,69,40.6,0,0.7,1.4,-0.7,9,30,14,6,46,Matches
1961,Fábio Silva,pt POR,"FW,MF",Dortmund,de Bundesliga,23-130,2002,0.4,13,17,76.5,159,60,6,7,85.7,5,5,100.0,0,1,0.0,1,0.3,0.2,+0.7,3,0,2,0,3,Matches
1962,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-117,1999,0.1,2,3,66.7,27,5,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1963,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-269,1991,4.0,97,157,61.8,2800,2105,21,21,100.0,48,49,98.0,28,87,32.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
