Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 23_level_0_Ast,Unnamed: 24_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 27_level_0_KP,Unnamed: 28_level_0_1/3,Unnamed: 29_level_0_PPA,Unnamed: 30_level_0_CrsPA,Unnamed: 31_level_0_PrgP,Unnamed: 32_level_0_Matches
466,Edoardo Corvi,it ITA,GK,Parma,it Serie A,24-248,2001,1.0,28,41,68.3,818,494,1,1,100.0,17,17,100.0,10,23,43.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
467,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,23-123,2002,3.1,75,126,59.5,1072,262,48,60,80.0,21,41,51.2,4,14,28.6,0,0.1,0.5,-0.1,2,6,4,3,11,Matches
468,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,32-136,1993,9.7,350,472,74.2,7013,2921,114,127,89.8,187,218,85.8,44,111,39.6,0,0.4,0.9,-0.4,5,46,11,4,51,Matches
469,Samu Costa,pt POR,MF,Mallorca,es La Liga,24-364,2000,8.6,301,403,74.7,5437,1594,138,179,77.1,123,151,81.5,35,55,63.6,0,0.7,0.1,-0.7,4,33,1,1,26,Matches
470,David Costas,es ESP,DF,Oviedo,es La Liga,30-245,1995,6.9,287,319,90.0,6128,2110,73,77,94.8,172,183,94.0,41,54,75.9,0,0.1,0.1,-0.1,2,7,1,0,13,Matches
471,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,26-237,1999,3.4,73,115,63.5,2317,1805,8,8,100.0,39,40,97.5,26,67,38.8,0,0.0,0.0,0.0,0,5,0,0,0,Matches
472,Vladimír Coufal,cz CZE,DF,Hoffenheim,de Bundesliga,33-096,1992,10.9,403,561,71.8,7031,2887,185,207,89.4,151,202,74.8,52,117,44.4,4,2.2,2.0,+1.8,15,29,13,8,52,Matches
473,Abdoul Coulibaly,de GER,DF,Werder Bremen,de Bundesliga,18-187,2007,9.9,554,649,85.4,11232,3470,142,152,93.4,346,371,93.3,58,107,54.2,0,0.2,0.2,-0.2,4,29,1,0,21,Matches
474,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,29-230,1996,10.1,202,261,77.4,3447,770,95,114,83.3,85,102,83.3,18,27,66.7,0,0.3,0.5,-0.3,7,23,1,0,26,Matches
475,Lasso Coulibaly,ci CIV,"MF,DF",Auxerre,fr Ligue 1,23-038,2002,2.3,63,85,74.1,1132,257,28,32,87.5,24,28,85.7,8,14,57.1,0,0.0,0.1,0.0,1,5,2,0,9,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
476,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,21-219,2004,6.6,299,342,87.4,4851,1083,152,163,93.3,103,117,88.0,29,36,80.6,1,0.9,0.8,+0.1,7,18,10,0,35,Matches
477,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,22-043,2003,6.0,330,360,91.7,6871,1888,71,75,94.7,228,236,96.6,31,48,64.6,0,0.0,0.1,0.0,1,17,1,0,10,Matches
478,Woyo Coulibaly,ml MLI,DF,Sassuolo,it Serie A,26-190,1999,3.3,124,141,87.9,1878,534,68,71,95.8,41,50,82.0,9,9,100.0,0,0.3,0.2,-0.3,3,3,3,2,8,Matches
479,Marius Courcoul,fr FRA,MF,Angers,fr Ligue 1,18-329,2007,1.5,43,58,74.1,622,193,22,27,81.5,13,19,68.4,3,6,50.0,0,0.0,0.1,0.0,2,7,0,0,10,Matches
480,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,33-199,1992,13.0,330,420,78.6,8451,5787,68,68,100.0,164,166,98.8,94,179,52.5,0,0.0,0.0,0.0,0,6,0,0,1,Matches
481,Yan Couto,br BRA,"DF,MF",Dortmund,de Bundesliga,23-176,2002,5.2,247,307,80.5,4111,1210,114,123,92.7,120,143,83.9,12,30,40.0,1,1.0,1.1,0.0,7,6,5,2,14,Matches
482,Patrice Čović,hr CRO,"MF,FW",Werder Bremen,de Bundesliga,18-154,2007,2.3,97,127,76.4,1590,315,47,57,82.5,37,48,77.1,9,16,56.3,0,0.2,0.3,-0.2,1,9,1,1,9,Matches
483,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,26-322,1999,7.3,226,306,73.9,4278,1774,81,101,80.2,118,140,84.3,23,51,45.1,0,0.1,0.2,-0.1,3,16,3,1,18,Matches
484,Ben Cremaschi,us USA,MF,Parma,it Serie A,20-269,2005,0.2,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
485,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,23-101,2002,13.0,578,658,87.8,11240,4439,186,198,93.9,339,358,94.7,47,93,50.5,1,0.6,0.7,+0.4,7,32,2,0,34,Matches
486,Bryan Cristante,it ITA,MF,Roma,it Serie A,30-268,1995,11.3,551,681,80.9,10285,3337,210,245,85.7,266,306,86.9,64,101,63.4,0,0.6,0.8,-0.6,11,87,13,1,85,Matches
487,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,33-121,1992,6.1,183,213,85.9,3215,1461,71,76,93.4,93,101,92.1,14,28,50.0,0,0.1,0.2,-0.1,2,11,2,1,12,Matches
488,Juan Cuadrado,co COL,"DF,MF",Pisa,it Serie A,37-184,1988,3.6,113,150,75.3,2405,936,41,47,87.2,47,59,79.7,25,40,62.5,0,0.8,0.6,-0.8,8,10,8,4,16,Matches
489,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18-308,2007,8.7,721,766,94.1,12066,4435,311,325,95.7,370,386,95.9,29,43,67.4,0,0.4,0.3,-0.4,4,73,2,0,48,Matches
490,Cucho,co COL,FW,Betis,es La Liga,26-220,1999,12.4,219,309,70.9,3066,723,125,158,79.1,48,73,65.8,19,29,65.5,2,2.3,1.2,-0.3,15,16,5,0,28,Matches
491,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,27-127,1998,11.0,573,653,87.7,9227,2591,292,311,93.9,238,265,89.8,30,54,55.6,2,1.6,1.4,+0.4,16,46,9,1,50,Matches
492,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,26-009,1999,1.9,74,85,87.1,1263,517,27,27,100.0,41,42,97.6,4,11,36.4,0,0.0,0.0,0.0,0,1,0,0,2,Matches
493,Josh Cullen,ie IRL,MF,Burnley,eng Premier League,29-233,1996,11.5,505,594,85.0,8102,2187,276,299,92.3,183,216,84.7,37,58,63.8,1,0.8,0.7,+0.2,9,57,7,0,54,Matches
494,Pablo Cuñat,es ESP,GK,Levante,es La Liga,23-212,2002,2.0,43,71,60.6,1325,952,8,8,100.0,16,16,100.0,19,46,41.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
495,Jair Cunha,br BRA,DF,Nott'ham Forest,eng Premier League,20-264,2005,1.0,38,49,77.6,593,237,20,24,83.3,18,24,75.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,Matches
496,Matheus Cunha,br BRA,"MF,FW",Manchester Utd,eng Premier League,26-183,1999,7.6,181,221,81.9,2466,749,110,121,90.9,42,56,75.0,12,17,70.6,0,0.6,0.9,-0.6,10,14,9,3,27,Matches
497,Patrick Cutrone,it ITA,FW,Parma,it Serie A,27-327,1998,8.4,104,167,62.3,1325,290,65,83,78.3,30,51,58.8,2,11,18.2,0,0.6,0.2,-0.6,3,6,0,0,7,Matches
498,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,24-170,2001,8.4,461,522,88.3,7412,2131,242,254,95.3,176,196,89.8,29,47,61.7,0,0.7,1.0,-0.7,10,31,7,2,32,Matches
499,Adam Daghim,dk DEN,FW,Wolfsburg,de Bundesliga,20-059,2005,6.0,104,174,59.8,1421,538,66,85,77.6,32,52,61.5,2,10,20.0,0,0.0,0.8,0.0,1,7,5,0,17,Matches
500,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,27-244,1998,11.0,320,478,66.9,9108,6321,62,62,100.0,158,159,99.4,99,254,39.0,0,0.0,0.1,0.0,0,20,1,0,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
501,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,29-329,1996,1.8,66,86,76.7,1107,321,33,42,78.6,29,32,90.6,3,8,37.5,0,0.1,0.0,-0.1,2,8,1,0,8,Matches
502,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,23-265,2002,1.4,89,99,89.9,1499,276,37,38,97.4,49,55,89.1,3,5,60.0,0,0.0,0.0,0.0,2,13,0,0,8,Matches
503,Thijs Dallinga,nl NED,FW,Bologna,it Serie A,25-115,2000,4.2,78,107,72.9,1348,297,38,51,74.5,29,37,78.4,9,11,81.8,2,0.3,0.5,+1.7,6,15,1,0,14,Matches
504,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,26-253,1999,7.0,243,314,77.4,4077,1373,118,135,87.4,101,129,78.3,19,38,50.0,1,1.1,0.9,-0.1,9,12,9,5,21,Matches
505,Muhammed Damar,de GER,"FW,MF",Hoffenheim,de Bundesliga,21-231,2004,2.5,89,126,70.6,1481,546,43,49,87.8,36,43,83.7,7,25,28.0,0,0.4,0.5,-0.4,8,10,3,1,13,Matches
506,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,25-146,2000,8.8,223,349,63.9,3779,1533,107,137,78.1,75,102,73.5,27,74,36.5,1,1.7,1.6,-0.7,14,22,14,4,39,Matches
507,Arnaut Danjuma,nl NED,"FW,MF",Valencia,es La Liga,28-299,1997,10.7,173,234,73.9,3009,450,88,110,80.0,55,70,78.6,24,33,72.7,1,0.4,1.0,+0.6,4,6,4,2,15,Matches
508,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,21-151,2004,10.8,447,540,82.8,7788,2267,202,233,86.7,173,195,88.7,55,79,69.6,0,1.8,1.3,-1.8,18,63,6,0,61,Matches
509,Kevin Danso,at AUT,DF,Tottenham,eng Premier League,27-068,1998,3.4,174,211,82.5,3474,1135,43,47,91.5,111,119,93.3,16,37,43.2,0,0.0,0.1,0.0,0,9,1,0,11,Matches
510,Dante,br BRA,DF,Nice,fr Ligue 1,42-039,1983,1.5,79,87,90.8,1386,629,35,36,97.2,30,32,93.8,9,14,64.3,0,0.0,0.0,0.0,0,9,1,0,4,Matches
511,Bence Dárdai,hu HUN,MF,Wolfsburg,de Bundesliga,19-306,2006,0.4,8,8,100.0,89,38,7,7,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,2,0,0,2,Matches
512,Aiman Dardari,lu LUX,MF,Augsburg,de Bundesliga,20-250,2005,0.2,6,8,75.0,80,38,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
513,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,31-339,1993,10.6,353,456,77.4,6971,1766,141,155,91.0,154,184,83.7,52,96,54.2,1,1.4,1.6,-0.4,16,40,8,6,61,Matches
514,Karl Darlow,wls WAL,GK,Leeds United,eng Premier League,35-049,1990,5.0,133,208,63.9,3849,2810,20,20,100.0,70,71,98.6,43,116,37.1,0,0.0,0.0,0.0,0,3,0,0,1,Matches
515,Matteo Darmian,it ITA,DF,Inter,it Serie A,35-359,1989,0.2,1,4,25.0,18,18,0,0,,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
516,Juan David Cabal,co COL,DF,Juventus,it Serie A,24-322,2001,0.6,19,23,82.6,324,81,8,8,100.0,8,10,80.0,2,3,66.7,0,0.0,0.0,0.0,0,4,0,0,4,Matches
517,Jonathan David,ca CAN,FW,Juventus,it Serie A,25-316,2000,4.9,95,123,77.2,1157,201,59,76,77.6,22,29,75.9,4,4,100.0,1,0.7,0.4,+0.3,10,4,0,0,9,Matches
518,Davinchi,es ESP,DF,Getafe,es La Liga,18-041,2007,4.8,140,214,65.4,2186,1062,76,94,80.9,48,68,70.6,10,31,32.3,0,0.0,0.5,0.0,2,9,2,0,11,Matches
519,Keinan Davis,eng ENG,FW,Udinese,it Serie A,27-286,1998,6.9,87,113,77.0,1258,148,51,60,85.0,33,44,75.0,1,2,50.0,1,1.3,0.8,-0.3,10,1,4,0,5,Matches
520,Kevin De Bruyne,be BEL,MF,Napoli,it Serie A,34-151,1991,6.3,342,415,82.4,5892,1566,172,186,92.5,136,159,85.5,29,53,54.7,0,1.5,1.5,-1.5,15,50,15,3,43,Matches
521,Mathys De Carvalho,fr FRA,MF,Lyon,fr Ligue 1,20-209,2005,1.5,96,101,95.0,1850,437,35,35,100.0,48,50,96.0,12,13,92.3,0,0.0,0.0,0.0,0,12,1,0,9,Matches
522,Maxim De Cuyper,be BEL,DF,Brighton,eng Premier League,24-339,2000,5.1,208,262,79.4,3639,1107,98,108,90.7,94,108,87.0,14,37,37.8,0,0.4,0.8,-0.4,6,12,6,2,21,Matches
523,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,24-261,2001,7.1,250,321,77.9,3864,1313,144,166,86.7,78,104,75.0,21,33,63.6,0,1.7,2.4,-1.7,15,30,24,2,60,Matches
524,Jeffrey De Lange,nl NED,GK,Marseille,fr Ligue 1,27-239,1998,3.0,76,89,85.4,1510,1034,25,26,96.2,40,41,97.6,11,22,50.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
525,Manuel De Luca,it ITA,FW,Cremonese,it Serie A,27-132,1998,0.2,1,5,20.0,12,0,1,4,25.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
526,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,24-297,2001,2.5,47,86,54.7,1550,1277,9,9,100.0,16,16,100.0,21,59,35.6,0,0.0,0.0,0.0,0,3,0,0,0,Matches
527,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,37-187,1988,2.2,64,83,77.1,1227,544,26,29,89.7,31,41,75.6,6,8,75.0,0,0.1,0.1,-0.1,3,3,2,1,6,Matches
528,Thibault De Smet,be BEL,DF,Paris FC,fr Ligue 1,27-174,1998,8.3,420,490,85.7,7055,2021,183,196,93.4,205,227,90.3,23,49,46.9,1,0.3,0.4,+0.7,4,26,7,2,29,Matches
529,Koni De Winter,be BEL,DF,Milan,it Serie A,23-167,2002,3.8,191,226,84.5,3495,1145,76,83,91.6,99,109,90.8,14,29,48.3,0,0.1,0.3,-0.1,1,22,1,1,18,Matches
530,Alessandro Deiola,it ITA,"MF,DF",Cagliari,it Serie A,30-117,1995,5.6,151,192,78.6,2547,901,73,84,86.9,57,70,81.4,15,22,68.2,1,0.3,0.2,+0.7,3,10,3,0,10,Matches
531,Romain Del Castillo,fr FRA,"FW,MF",Brest,fr Ligue 1,29-242,1996,11.3,311,485,64.1,5250,1580,154,190,81.1,119,177,67.2,29,85,34.1,2,4.3,2.9,-2.3,30,18,22,9,30,Matches
532,Enrico Del Prato,it ITA,DF,Parma,it Serie A,26-016,1999,12.0,374,459,81.5,6583,2468,172,182,94.5,161,193,83.4,34,70,48.6,0,0.1,0.2,-0.1,1,28,3,0,33,Matches
533,Thomas Delaine,fr FRA,"DF,FW",Le Havre,fr Ligue 1,33-247,1992,2.2,117,164,71.3,1856,659,62,69,89.9,49,59,83.1,5,30,16.7,0,0.3,0.3,-0.3,3,10,2,2,11,Matches
534,Liam Delap,eng ENG,FW,Chelsea,eng Premier League,22-291,2003,2.5,23,33,69.7,289,73,15,21,71.4,7,10,70.0,0,0,,0,0.0,0.1,0.0,0,1,2,0,5,Matches
535,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,it Serie A,24-293,2001,2.3,77,83,92.8,1120,118,45,50,90.0,26,27,96.3,3,3,100.0,0,0.1,0.0,-0.1,2,7,1,0,6,Matches
536,Ali Dembélé,fr FRA,DF,Torino,it Serie A,21-325,2004,0.1,3,7,42.9,69,60,1,2,50.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
537,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,28-195,1997,3.1,223,266,83.8,3861,1048,114,132,86.4,78,93,83.9,27,32,84.4,1,1.3,1.1,-0.3,13,28,13,2,41,Matches
538,Jessy Deminguet,fr FRA,MF,Metz,fr Ligue 1,27-323,1998,8.1,244,284,85.9,3912,956,127,133,95.5,90,103,87.4,18,33,54.5,0,0.0,0.2,0.0,1,20,2,0,26,Matches
539,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,27-246,1998,5.5,52,70,74.3,618,140,36,45,80.0,12,18,66.7,0,0,,1,0.5,0.8,+0.5,5,4,4,0,11,Matches
540,Rav van den Berg,nl NED,DF,Köln,de Bundesliga,21-142,2004,1.8,61,68,89.7,1102,416,19,21,90.5,38,40,95.0,3,6,50.0,0,0.0,0.0,0.0,0,5,0,0,3,Matches
541,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,23-341,2001,12.0,432,482,89.6,7945,2708,135,149,90.6,250,269,92.9,38,50,76.0,0,0.1,0.2,-0.1,1,20,2,0,23,Matches
542,Leander Dendoncker,be BEL,MF,Oviedo,es La Liga,30-225,1995,11.4,362,427,84.8,6087,1319,161,182,88.5,171,189,90.5,18,26,69.2,0,0.4,0.4,-0.4,6,27,3,2,38,Matches
543,Daniel Denoon,ch SUI,DF,Pisa,it Serie A,21-302,2004,1.4,33,40,82.5,718,72,7,8,87.5,20,22,90.9,5,7,71.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
544,Nelson Deossa,co COL,MF,Betis,es La Liga,25-293,2000,1.2,58,64,90.6,845,194,34,34,100.0,18,19,94.7,4,7,57.1,0,0.2,0.1,-0.2,2,3,2,0,8,Matches
545,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,29-154,1996,4.0,91,125,72.8,2017,1291,23,23,100.0,51,54,94.4,17,47,36.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
546,Bahmed Deuff,mr MTN,MF,Nantes,fr Ligue 1,19-258,2006,1.4,27,32,84.4,443,75,16,17,94.1,9,10,90.0,1,3,33.3,0,0.2,0.2,-0.2,1,2,1,1,2,Matches
547,Justin Devenny,nir NIR,"MF,FW",Crystal Palace,eng Premier League,22-046,2003,1.9,41,59,69.5,656,140,22,27,81.5,15,20,75.0,3,8,37.5,0,0.1,0.2,-0.1,2,5,1,0,5,Matches
548,Kiernan Dewsbury-Hall,eng ENG,MF,Everton,eng Premier League,27-081,1998,10.8,310,403,76.9,5033,1212,153,176,86.9,128,146,87.7,22,62,35.5,2,2.7,2.5,-0.7,19,33,24,3,54,Matches
549,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,28-122,1997,11.0,283,347,81.6,7356,4385,41,41,100.0,167,167,100.0,75,136,55.1,0,0.0,0.0,0.0,0,3,0,0,0,Matches
550,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,32-114,1993,12.0,648,780,83.1,10017,3369,329,363,90.6,279,327,85.3,29,52,55.8,1,1.5,1.7,-0.5,6,58,5,1,67,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
551,Alessandro Di Pardo,it ITA,DF,Cagliari,it Serie A,26-131,1999,0.6,18,24,75.0,303,108,7,8,87.5,10,13,76.9,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
552,Boulaye Dia,sn SEN,"FW,MF",Lazio,it Serie A,29-010,1996,8.2,149,183,81.4,2025,260,84,92,91.3,45,53,84.9,6,8,75.0,0,0.2,0.1,-0.2,4,11,2,0,12,Matches
553,Bambo Diaby,sn SEN,DF,Elche,es La Liga,27-344,1997,0.5,29,30,96.7,525,156,9,10,90.0,19,19,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
554,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,28-342,1996,5.0,213,248,85.9,3945,1410,81,88,92.0,112,121,92.6,20,34,58.8,0,0.0,0.1,0.0,1,12,0,0,17,Matches
555,Bafodé Diakité,fr FRA,DF,Bournemouth,eng Premier League,24-324,2001,8.5,427,476,89.7,8419,2920,118,126,93.7,266,283,94.0,38,57,66.7,0,0.1,0.1,-0.1,3,38,1,0,29,Matches
556,Amad Diallo,ci CIV,"DF,MF",Manchester Utd,eng Premier League,23-138,2002,9.4,352,409,86.1,5293,1112,206,221,93.2,121,137,88.3,19,29,65.5,2,1.8,1.6,+0.2,18,16,13,4,40,Matches
557,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,30-161,1995,8.7,73,112,65.2,1075,162,39,58,67.2,19,29,65.5,8,9,88.9,1,0.3,0.3,+0.7,6,5,5,1,9,Matches
558,Grady Diangana,cd COD,MF,Elche,es La Liga,27-221,1998,2.3,64,77,83.1,809,215,48,51,94.1,12,17,70.6,2,2,100.0,0,0.1,0.1,-0.1,1,4,1,0,5,Matches
559,Assane Diao,sn SEN,FW,Como,it Serie A,20-080,2005,2.6,65,90,72.2,841,139,45,53,84.9,17,27,63.0,1,3,33.3,0,0.0,0.1,0.0,0,2,1,0,9,Matches
560,Soriba Diaoune,fr FRA,FW,Lille,fr Ligue 1,18-104,2007,0.0,4,4,100.0,47,0,4,4,100.0,0,0,,0,0,,1,0.1,0.0,+0.9,1,0,0,0,0,Matches
561,Habib Diarra,sn SEN,MF,Sunderland,eng Premier League,21-327,2004,3.8,93,121,76.9,1328,214,56,63,88.9,31,38,81.6,4,7,57.1,0,0.0,0.1,0.0,1,11,2,0,13,Matches
562,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,25-016,2000,2.4,61,93,65.6,936,343,31,39,79.5,24,36,66.7,3,10,30.0,0,0.0,0.0,0.0,1,2,1,1,1,Matches
563,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,28-196,1997,11.1,707,756,93.5,11883,4206,318,330,96.4,354,370,95.7,27,42,64.3,0,0.1,0.3,-0.1,2,55,1,1,37,Matches
564,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,26-274,1999,6.9,280,364,76.9,4388,1430,152,176,86.4,105,134,78.4,17,35,48.6,1,1.3,1.6,-0.3,10,18,10,5,34,Matches
565,Mory Diaw,sn SEN,GK,Le Havre,fr Ligue 1,32-157,1993,13.0,386,514,75.1,10027,6313,77,78,98.7,201,205,98.0,107,226,47.3,1,0.8,0.0,+0.2,3,4,1,0,0,Matches
566,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,26-115,1999,3.3,114,128,89.1,1460,255,74,78,94.9,31,33,93.9,2,4,50.0,2,1.6,1.2,+0.4,9,8,5,3,8,Matches
567,Junior Diaz,ci CIV,DF,Brest,fr Ligue 1,22-126,2003,6.2,185,220,84.1,4216,1244,39,42,92.9,111,123,90.2,33,47,70.2,0,0.0,0.0,0.0,1,10,0,0,16,Matches
568,Luis Díaz,co COL,FW,Bayern Munich,de Bundesliga,28-317,1997,9.9,378,466,81.1,5872,1097,218,241,90.5,121,158,76.6,27,37,73.0,4,2.2,1.4,+1.8,23,20,10,0,36,Matches
569,Pedro Díaz,es ESP,"MF,FW",Rayo Vallecano,es La Liga,27-174,1998,8.6,273,330,82.7,4039,683,158,173,91.3,98,111,88.3,10,24,41.7,0,0.5,0.4,-0.5,9,20,4,1,26,Matches
570,Tyler Dibling,eng ENG,FW,Everton,eng Premier League,19-259,2006,0.7,15,18,83.3,256,19,7,8,87.5,8,9,88.9,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
571,Nouha Dicko,ml MLI,FW,Paris FC,fr Ligue 1,33-196,1992,0.6,7,12,58.3,91,31,4,5,80.0,3,6,50.0,0,0,,1,0.2,0.0,+0.8,1,0,0,0,1,Matches
572,Bamba Dieng,sn SEN,"MF,FW",Lorient,fr Ligue 1,25-248,2000,0.3,0,2,0.0,0,0,0,1,0.0,0,0,,0,1,0.0,1,0.3,0.0,+0.7,1,0,0,0,0,Matches
573,Eric Dier,eng ENG,DF,Monaco,fr Ligue 1,31-315,1994,6.0,451,489,92.2,8618,3113,141,148,95.3,266,278,95.7,40,54,74.1,0,0.1,0.3,-0.1,2,47,1,0,39,Matches
574,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,32-129,1993,9.6,320,442,72.4,5379,2073,161,183,88.0,127,168,75.6,27,58,46.6,3,0.9,1.3,+2.1,10,21,11,6,23,Matches
575,Kevin Diks,id IDN,DF,Gladbach,de Bundesliga,29-051,1996,9.8,516,570,90.5,9430,3722,224,241,92.9,228,238,95.8,59,79,74.7,0,0.2,0.4,-0.2,3,25,4,1,37,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
576,Federico Dimarco,it ITA,DF,Inter,it Serie A,28-016,1997,9.6,386,526,73.4,6748,2560,192,215,89.3,141,185,76.2,46,94,48.9,4,4.9,3.9,-0.9,31,27,28,15,55,Matches
577,Junior Dina Ebimbe,fr FRA,"FW,MF",Brest,fr Ligue 1,25-005,2000,3.7,41,64,64.1,642,86,21,33,63.6,16,21,76.2,1,2,50.0,0,0.5,0.2,-0.5,2,2,0,0,4,Matches
578,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,23-348,2001,2.8,63,96,65.6,946,317,37,47,78.7,19,30,63.3,5,9,55.6,0,0.1,0.3,-0.1,1,5,3,1,7,Matches
579,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,24-231,2001,2.7,101,113,89.4,2084,813,27,28,96.4,56,60,93.3,17,22,77.3,0,0.0,0.0,0.0,0,10,0,0,8,Matches
580,Yan Diomandé,ci CIV,FW,RB Leipzig,de Bundesliga,19-012,2006,6.9,214,271,79.0,3133,792,139,157,88.5,57,75,76.0,14,18,77.8,2,0.9,1.7,+1.1,9,12,10,0,26,Matches
581,Issa Diop,fr FRA,DF,Fulham,eng Premier League,28-321,1997,2.5,90,110,81.8,1646,694,39,42,92.9,41,43,95.3,10,19,52.6,0,0.0,0.0,0.0,0,10,0,0,7,Matches
582,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,20-198,2005,0.1,2,3,66.7,53,23,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
