rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_completed,passes_attempted,pass_completion_pct,total_distance,progressive_distance,assists,expected_assists,expected_assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,expected_assists_xa,season,table_type,processed_at
291,Mergim Berisha,GER,FW,Hoffenheim,Bundesliga,25,1998,1.6,22,33,66.7,290,91,0,0.3,-0.3,2,2,1,0,3,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
292,Mergim Berisha,GER,FW,Augsburg,Bundesliga,25,1998,1.4,10,14,71.4,142,73,0,0.1,-0.1,2,1,1,1,1,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
293,Bernardo,BRA,DF,Bochum,Bundesliga,28,1995,32.5,1167,1622,71.9,20655,8434,0,0.5,-0.5,13,122,14,10,127,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
294,Victor Bernth Kristiansen,DEN,DF,Bologna,Serie A,20,2002,25.6,1422,1688,84.2,21913,8191,3,2.4,0.6,23,111,22,7,123,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
295,Matúš Bero,SVK,"MF,FW",Bochum,Bundesliga,27,1995,18.5,355,535,66.4,5487,1750,1,1.3,-0.3,11,37,11,2,48,1.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
296,Luke Berry,ENG,"MF,DF",Luton Town,Premier League,31,1992,3.6,64,99,64.6,984,310,1,0.3,0.7,2,5,0,0,8,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
297,Dimitry Bertaud,COD,GK,Montpellier,Ligue 1,25,1998,4.0,91,142,64.1,2762,1980,0,0.0,0.0,0,3,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
298,Jan-Niklas Beste,GER,"FW,MF",Heidenheim,Bundesliga,24,1999,28.9,543,947,57.3,10762,4487,11,5.7,5.3,70,26,30,17,57,6.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
299,Beto,GNB,FW,Everton,Premier League,25,1998,10.6,108,180,60.0,1451,323,0,0.9,-0.9,11,7,6,0,14,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
300,Beto,GNB,FW,Udinese,Serie A,25,1998,0.8,10,11,90.9,128,26,0,0.3,-0.3,6,1,0,0,2,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
301,Davide Bettella,ITA,MF,Monza,Serie A,23,2000,0.0,3,5,60.0,55,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
302,Sam Beukema,NED,DF,Bologna,Serie A,24,1998,28.3,1842,2055,89.6,34323,11648,1,0.8,0.2,7,87,5,0,76,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
303,Jordan Beyer,GER,DF,Burnley,Premier League,23,2000,13.7,766,861,89.0,14232,3759,1,0.3,0.7,3,28,1,0,25,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
304,Pep Biel,ESP,"MF,FW",Augsburg,Bundesliga,26,1996,3.2,99,123,80.5,1673,542,0,0.2,-0.2,4,15,4,2,16,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
305,Jaka Bijol,SVN,DF,Udinese,Serie A,24,1999,23.2,645,822,78.5,13456,5996,0,0.2,-0.2,3,40,2,0,42,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
306,El Bilal Touré,MLI,FW,Atalanta,Serie A,21,2001,4.4,92,126,73.0,1229,181,0,0.8,-0.8,7,2,5,0,11,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
307,Philip Billing,DEN,MF,Bournemouth,Premier League,27,1996,15.5,404,537,75.2,6037,1791,2,3.2,-1.2,23,39,15,4,53,2.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
308,Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,30,1992,26.2,1388,1842,75.4,25646,9082,5,3.6,1.4,46,118,31,20,129,4.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
309,Davide Biraschi,ITA,DF,Genoa,Serie A,29,1994,1.0,31,37,83.8,684,308,0,0.0,0.0,0,2,1,0,5,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
310,Samuele Birindelli,ITA,DF,Monza,Serie A,24,1999,22.4,902,1104,81.7,15543,4505,2,2.9,-0.9,24,59,25,14,70,2.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
311,Tom Bischof,GER,"MF,FW",Hoffenheim,Bundesliga,18,2005,2.0,90,112,80.4,1501,532,2,0.8,1.2,5,11,4,2,18,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
312,Yves Bissouma,MLI,MF,Tottenham,Premier League,26,1996,23.0,1689,1842,91.7,25078,7214,0,0.4,-0.4,11,156,12,0,169,1.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
313,Leonardo Bittencourt,GER,MF,Werder Bremen,Bundesliga,29,1993,17.5,665,829,80.2,10812,2713,2,2.9,-0.9,26,64,20,7,85,2.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
314,Marco Bizot,NED,GK,Brest,Ligue 1,32,1991,32.0,826,1100,75.1,25531,18973,0,0.1,-0.1,3,15,0,0,1,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
315,Antonio Blanco,ESP,MF,Alavés,La Liga,23,2000,27.0,811,1053,77.0,14200,5503,1,1.2,-0.2,20,100,19,8,133,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
316,Rubén Blanco,ESP,GK,Marseille,Ligue 1,28,1995,1.3,43,51,84.3,1046,765,0,0.0,0.0,0,2,0,0,2,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
317,Hendry Blank,GER,DF,Dortmund,Bundesliga,18,2004,0.5,58,59,98.3,1016,285,0,0.0,0.0,0,1,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
318,Ludovic Blas,FRA,"FW,MF",Rennes,Ligue 1,25,1997,17.4,395,506,78.1,7024,1852,1,1.7,-0.7,20,37,18,4,59,1.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
319,Janis Blaswich,GER,GK,RB Leipzig,Bundesliga,32,1991,21.0,836,957,87.4,19207,10184,0,0.1,-0.1,1,10,0,0,3,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
320,Alexis Blin,FRA,MF,Lecce,Serie A,26,1996,18.2,671,779,86.1,11579,3436,2,0.7,1.3,7,51,7,2,60,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
321,Daley Blind,NED,DF,Girona,La Liga,33,1990,33.0,2304,2585,89.1,39507,15810,2,1.1,0.9,17,256,26,3,209,1.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
322,Myron Boadu,NED,FW,Monaco,Ligue 1,22,2001,0.9,10,15,66.7,114,23,0,0.0,0.0,0,0,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
323,Benicio Boaitey,ENG,"FW,DF",Brighton,Premier League,19,2004,0.4,13,20,65.0,188,30,0,0.1,-0.1,1,0,0,0,2,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
324,Jérôme Boateng,GER,DF,Salernitana,Serie A,34,1988,2.6,106,126,84.1,2322,890,0,0.1,-0.1,1,10,2,0,9,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
325,Oscar Bobb,NOR,"FW,MF",Manchester City,Premier League,20,2003,3.4,155,177,87.6,2056,478,1,1.2,-0.2,9,3,19,1,25,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
326,Sacha Boey,FRA,DF,Bayern Munich,Bundesliga,22,2000,1.2,58,69,84.1,745,210,0,0.0,0.0,0,4,0,0,5,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
327,Jeremie Boga,CIV,FW,Nice,Ligue 1,26,1997,22.2,583,753,77.4,8887,2093,6,4.2,1.8,33,28,28,4,64,4.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
328,Jayden Bogle,ENG,DF,Sheffield Utd,Premier League,23,2000,31.0,684,969,70.6,10589,3926,0,1.0,-1.0,10,45,20,5,60,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
329,Emil Bohinen,NOR,MF,Genoa,Serie A,24,1999,0.6,26,34,76.5,395,157,0,0.1,-0.1,2,4,2,1,3,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
330,Emil Bohinen,NOR,MF,Salernitana,Serie A,24,1999,5.9,262,333,78.7,4069,1031,0,0.2,-0.2,5,18,2,0,26,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
331,Adama Bojang,GAM,FW,Reims,Ligue 1,19,2004,0.9,17,27,63.0,182,66,0,0.0,0.0,1,0,0,0,1,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
332,Daniel Boloca,ROU,MF,Sassuolo,Serie A,24,1998,22.5,956,1064,89.8,17430,4310,0,0.4,-0.4,14,97,5,1,109,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
333,Willy Boly,CIV,DF,Nott'ham Forest,Premier League,32,1991,16.0,502,671,74.8,9338,4056,1,1.3,-0.3,9,34,8,0,32,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
334,Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,33,1989,25.3,928,1126,82.4,15645,3647,3,3.6,-0.6,41,81,45,11,140,5.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
335,Federico Bonazzoli,ITA,"FW,MF",Hellas Verona,Serie A,26,1997,11.3,242,314,77.1,4025,534,1,1.1,-0.1,8,21,7,0,26,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
336,Warren Bondo,FRA,MF,Monza,Serie A,19,2003,16.4,557,621,89.7,9504,1586,1,0.3,0.7,7,40,2,1,43,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
337,Giovanni Bonfanti,ITA,DF,Atalanta,Serie A,20,2003,1.0,46,57,80.7,797,245,0,0.0,0.0,0,1,1,1,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
338,Victor Boniface,NGA,FW,Leverkusen,Bundesliga,22,2000,17.2,278,385,72.2,3892,732,8,3.7,4.3,22,13,13,0,34,3.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
339,Kevin Bonifazi,ITA,DF,Bologna,Serie A,27,1996,1.0,72,82,87.8,1259,518,0,0.0,0.0,0,3,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
340,Kevin Bonifazi,ITA,DF,Frosinone,Serie A,27,1996,3.4,123,145,84.8,2029,731,0,0.1,-0.1,1,12,1,0,7,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
341,Leonardo Bonucci,ITA,DF,Union Berlin,Bundesliga,36,1987,5.1,190,248,76.6,4063,1911,0,0.3,-0.3,2,17,2,1,21,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
342,Neto Borges,BRA,DF,Clermont Foot,Ligue 1,26,1996,28.0,1148,1422,80.7,18050,6542,1,2.8,-1.8,25,62,17,10,88,2.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
343,Yvandro Borges Sanches,LUX,"MF,FW",Gladbach,Bundesliga,19,2004,0.2,7,11,63.6,127,10,0,0.0,0.0,0,2,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
344,Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,24,1999,15.9,737,842,87.5,13040,4770,0,0.4,-0.4,3,23,0,0,41,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
345,Rafael Borré,COL,FW,Werder Bremen,Bundesliga,27,1995,11.0,223,301,74.1,3375,679,0,1.8,-1.8,13,20,9,3,28,1.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
346,Gennaro Borrelli,ITA,FW,Frosinone,Serie A,23,2000,0.3,0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
347,Adri Bosch,ESP,DF,Granada,La Liga,22,2001,0.3,11,14,78.6,211,61,0,0.0,0.0,0,2,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
348,Erik Botheim,NOR,"FW,MF",Salernitana,Serie A,23,2000,3.5,48,65,73.8,653,76,0,0.0,0.0,0,2,1,0,5,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
349,Sven Botman,NED,DF,Newcastle Utd,Premier League,23,2000,15.3,921,1017,90.6,17027,6760,2,1.0,1.0,5,38,1,0,35,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
350,Saïmon Bouabré,FRA,MF,Monaco,Ligue 1,17,2006,0.5,15,17,88.2,220,42,0,0.0,0.0,0,2,0,0,3,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
351,Ayyoub Bouaddi,FRA,MF,Lille,Ligue 1,15,2007,1.5,103,115,89.6,1783,594,0,0.0,0.0,1,10,1,1,12,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
352,Badredine Bouanani,ALG,FW,Nice,Ligue 1,18,2004,1.8,54,70,77.1,959,207,0,0.5,-0.5,6,1,3,3,2,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
353,Badredine Bouanani,ALG,MF,Lorient,Ligue 1,18,2004,4.9,146,180,81.1,2763,796,0,0.9,-0.9,9,13,13,2,32,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
354,Mohamed Bouchenna,FRA,"MF,FW",Clermont Foot,Ligue 1,17,2006,0.3,8,8,100.0,122,49,0,0.2,-0.2,1,1,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
355,Hicham Boudaoui,ALG,MF,Nice,Ligue 1,23,1999,17.9,601,717,83.8,9088,2370,0,1.8,-1.8,21,44,19,2,78,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
356,Yassine Bounou,MAR,GK,Sevilla,La Liga,32,1991,1.0,20,31,64.5,673,573,0,0.0,0.0,0,1,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
357,Mehdi Bourabia,MAR,MF,Frosinone,Serie A,31,1991,2.2,76,98,77.6,914,218,0,0.0,0.0,1,5,1,1,7,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
358,Benjamin Bourigeaud,FRA,"MF,FW",Rennes,Ligue 1,29,1994,26.9,1197,1566,76.4,23252,7305,6,6.7,-0.7,69,136,44,10,178,6.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
359,Bilal Boutobba,FRA,"FW,MF",Clermont Foot,Ligue 1,24,1998,10.3,273,395,69.1,4089,1266,1,1.7,-0.7,12,26,17,9,43,1.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
360,Hugo Boutsingkham,FRA,"MF,FW",Nantes,Ligue 1,20,2003,0.1,1,1,100.0,6,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
361,Edoardo Bove,ITA,MF,Roma,Serie A,21,2002,19.8,649,780,83.2,9698,2639,2,0.7,1.3,16,59,19,1,88,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
362,Jarrod Bowen,ENG,FW,West Ham,Premier League,26,1996,33.5,484,702,68.9,6899,1825,6,5.5,0.5,31,29,13,3,52,4.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
363,Lucas Boyé,ARG,FW,Granada,La Liga,27,1996,28.2,454,631,71.9,6448,1566,3,2.8,0.2,26,44,13,4,65,2.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
364,Domagoj Bradarić,CRO,DF,Salernitana,Serie A,23,1999,30.5,1184,1536,77.1,18474,5884,3,1.8,1.2,36,54,18,11,76,1.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
365,Conor Bradley,NIR,DF,Liverpool,Premier League,20,2003,8.4,419,530,79.1,6224,1849,3,1.5,1.5,15,27,13,3,29,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
366,Bilal Brahimi,ALG,FW,Nice,Ligue 1,23,2000,0.1,10,13,76.9,120,50,0,0.1,-0.1,1,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
367,Bilal Brahimi,ALG,"FW,MF",Brest,Ligue 1,23,2000,2.5,72,122,59.0,1213,394,0,0.3,-0.3,6,4,4,3,9,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
368,Julian Brandt,GER,"MF,FW",Dortmund,Bundesliga,27,1996,24.7,1054,1319,79.9,17725,4294,11,9.5,1.5,80,63,32,8,116,7.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
369,Jarrad Branthwaite,ENG,DF,Everton,Premier League,21,2002,34.6,1105,1385,79.8,20561,8048,0,1.0,-1.0,4,60,1,0,74,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
370,Darko Brašanac,SRB,MF,Osasuna,La Liga,31,1992,0.5,9,15,60.0,142,18,0,0.0,0.0,1,1,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
371,Lilian Brassier,FRA,DF,Brest,Ligue 1,23,1999,29.7,1503,1810,83.0,33730,12106,0,0.6,-0.6,6,114,8,3,121,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
372,Brau,ESP,DF,Granada,La Liga,21,2001,0.3,7,10,70.0,83,7,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
373,Claudio Bravo,CHI,GK,Betis,La Liga,40,1983,7.0,186,230,80.9,4988,3322,0,0.0,0.0,1,3,2,0,1,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
374,Fabian Bredlow,GER,GK,Stuttgart,Bundesliga,28,1995,4.0,136,179,76.0,3385,2506,0,0.0,0.0,0,1,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
375,Tim Breithaupt,GER,MF,Augsburg,Bundesliga,21,2002,7.0,232,281,82.6,3821,1252,0,0.1,-0.1,3,20,3,0,21,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
376,Josip Brekalo,CRO,FW,Fiorentina,Serie A,25,1998,7.2,234,291,80.4,3917,819,0,0.3,-0.3,6,16,11,3,25,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
377,Gleison Bremer,BRA,DF,Juventus,Serie A,26,1997,35.9,1661,1930,86.1,34805,12857,0,0.4,-0.4,7,111,0,0,120,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
378,Brenner,BRA,"MF,FW",Udinese,Serie A,23,2000,2.1,47,54,87.0,846,186,0,0.0,0.0,2,6,0,0,8,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
379,Ben Brereton,CHI,"FW,MF",Sheffield Utd,Premier League,24,1999,12.3,201,266,75.6,2817,720,1,1.5,-0.5,8,22,12,2,37,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
380,Ben Brereton,CHI,"FW,MF",Villarreal,La Liga,24,1999,3.0,55,74,74.3,869,208,0,0.3,-0.3,2,3,2,0,14,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
381,Marco Brescianini,ITA,MF,Frosinone,Serie A,23,2000,25.8,632,804,78.6,8979,2644,2,1.6,0.4,22,50,15,4,70,1.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
382,Maximilian Breunig,GER,FW,Freiburg,Bundesliga,22,2000,0.1,1,2,50.0,13,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
383,Rhian Brewster,ENG,"FW,MF",Sheffield Utd,Premier League,23,2000,3.8,52,76,68.4,702,178,0,0.1,-0.1,2,6,1,0,3,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
384,Bennit Bröger,GER,FW,Wolfsburg,Bundesliga,17,2006,0.1,2,4,50.0,13,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
385,Armando Broja,ALB,FW,Chelsea,Premier League,21,2001,5.0,83,94,88.3,932,91,0,0.2,-0.2,3,2,2,0,6,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
386,Armando Broja,ALB,FW,Fulham,Premier League,21,2001,1.0,19,27,70.4,200,71,1,0.4,0.6,1,4,1,0,2,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
387,Dylan Bronn,TUN,"DF,MF",Salernitana,Serie A,28,1995,0.6,8,12,66.7,116,60,0,0.0,0.0,0,2,1,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
388,Andre Brooks,ENG,"MF,DF",Sheffield Utd,Premier League,19,2003,10.4,196,260,75.4,2943,511,0,0.1,-0.1,3,11,5,0,18,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
389,David Brooks,WAL,"FW,MF",Bournemouth,Premier League,26,1997,3.1,95,132,72.0,1545,666,1,1.0,0.0,8,14,12,3,21,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
390,John Brooks,USA,DF,Hoffenheim,Bundesliga,30,1993,17.1,740,892,83.0,15150,6266,0,0.1,-0.1,3,56,3,1,61,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
391,Moritz Broschinski,GER,FW,Bochum,Bundesliga,22,2000,13.9,135,223,60.5,1682,261,3,1.8,1.2,15,7,9,3,10,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
392,Jacob Brown,SCO,"MF,FW",Luton Town,Premier League,25,1998,11.3,136,247,55.1,1865,626,0,0.7,-0.7,8,6,3,1,19,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
393,Josh Brownhill,ENG,MF,Burnley,Premier League,27,1995,25.0,850,1106,76.9,13206,3449,2,2.1,-0.1,34,71,16,0,90,2.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
394,Alexander Brunst,GER,GK,Darmstadt 98,Bundesliga,28,1995,3.0,103,150,68.7,3309,2597,0,0.0,0.0,0,7,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
395,Jacob Bruun Larsen,DEN,"MF,FW",Burnley,Premier League,24,1998,13.9,378,526,71.9,6208,1406,0,1.5,-1.5,25,12,13,2,38,1.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
396,Tajon Buchanan,CAN,DF,Inter,Serie A,24,1999,1.8,58,72,80.6,787,103,0,0.3,-0.3,2,1,1,1,4,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
397,Ante Budimir,CRO,FW,Osasuna,La Liga,32,1991,27.1,241,441,54.6,2893,814,2,1.8,0.2,12,27,10,2,42,1.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
398,Hugo Bueno,ESP,"DF,MF",Wolves,Premier League,20,2002,8.2,318,406,78.3,4380,1005,0,0.8,-0.8,6,11,8,8,8,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
399,Manu Bueno,ESP,MF,Sevilla,La Liga,19,2004,1.3,45,49,91.8,831,175,0,0.1,-0.1,2,1,1,0,3,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
400,Santiago Bueno,URU,DF,Wolves,Premier League,24,1998,9.1,426,480,88.8,7158,2158,0,0.1,-0.1,2,16,0,0,11,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
401,Marius Bülter,GER,"DF,FW",Hoffenheim,Bundesliga,30,1993,15.0,500,695,71.9,8626,3041,4,3.4,0.6,21,35,22,11,60,4.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
402,Facundo Buonanotte,ARG,"FW,MF",Brighton,Premier League,18,2004,15.2,404,478,84.5,5038,1028,1,1.8,-0.8,18,26,14,1,42,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
403,Alessandro Buongiorno,ITA,DF,Torino,Serie A,24,1999,28.1,1012,1187,85.3,17567,5255,0,0.1,-0.1,4,28,4,1,62,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
404,Jonathan Burkardt,GER,"FW,MF",Mainz 05,Bundesliga,23,2000,17.1,266,394,67.5,3883,771,2,2.1,-0.1,15,20,8,5,28,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
405,Oliver Burke,SCO,FW,Werder Bremen,Bundesliga,26,1997,0.4,6,12,50.0,98,18,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
406,Reece Burke,ENG,DF,Luton Town,Premier League,26,1996,18.4,547,719,76.1,10396,4169,4,1.4,2.6,13,58,9,3,67,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
407,Dan Burn,ENG,DF,Newcastle Utd,Premier League,31,1992,30.3,1351,1667,81.0,22402,8237,2,1.1,0.9,10,67,7,3,75,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
408,Rareș-Cătălin Burnete,ROU,FW,Lecce,Serie A,19,2004,0.1,1,1,100.0,8,0,1,0.1,0.9,1,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
409,Mason Burstow,ENG,FW,Chelsea,Premier League,19,2003,0.1,3,4,75.0,29,1,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
410,Marnon Busch,GER,DF,Heidenheim,Bundesliga,28,1994,6.6,282,411,68.6,5437,2102,0,0.3,-0.3,5,32,9,2,34,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
411,Maxime Busi,BEL,"FW,DF",Reims,Ligue 1,23,1999,1.8,71,95,74.7,1205,526,0,0.2,-0.2,3,2,1,0,3,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
412,Pablo Busto,ESP,DF,Betis,La Liga,17,2005,0.5,18,26,69.2,254,79,0,0.2,-0.2,1,1,1,0,1,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
413,Aurélio Buta,POR,"DF,MF",Eint Frankfurt,Bundesliga,26,1997,19.4,875,1112,78.7,12888,4356,1,0.7,0.3,9,71,26,6,90,1.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
414,Marcin Bułka,POL,GK,Nice,Ligue 1,23,1999,34.0,1060,1235,85.8,21917,13487,0,0.0,0.0,0,1,0,0,0,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
415,Rémy Cabella,FRA,"FW,MF",Lille,Ligue 1,33,1990,16.4,732,908,80.6,10534,3045,2,3.3,-1.3,32,67,24,0,106,3.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
416,Jovane Cabral,CPV,"MF,FW",Salernitana,Serie A,25,1998,7.5,185,245,75.5,3216,1015,0,0.4,-0.4,10,22,12,3,40,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
417,Liberato Cacace,NZL,DF,Empoli,Serie A,22,2000,21.2,832,1110,75.0,14084,5589,1,1.7,-0.7,21,67,13,5,84,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
418,Anthony Caci,FRA,DF,Mainz 05,Bundesliga,26,1997,27.6,1118,1523,73.4,21669,9351,3,2.9,0.1,25,123,39,14,144,3.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
419,Moisés Caicedo,ECU,MF,Chelsea,Premier League,21,2001,31.8,1907,2119,90.0,29696,8181,3,2.6,0.4,23,176,20,0,173,2.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
420,Tom Cairney,SCO,MF,Fulham,Premier League,32,1991,16.5,1126,1272,88.5,17463,3797,4,2.3,1.7,26,84,25,4,145,2.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
421,Jens Cajuste,SWE,MF,Napoli,Serie A,23,1999,11.3,369,435,84.8,5697,1065,2,1.1,0.9,15,35,10,1,37,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
