rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_completed,passes_attempted,pass_completion_pct,total_distance,progressive_distance,assists,expected_assists,expected_assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,expected_assists_xa,season,table_type,processed_at
129,Alphonse Areola,FRA,GK,West Ham,Premier League,30,1993,30.0,562,867,64.8,17799,12917,0,0.0,0.0,0,8,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
130,Adu Ares,ESP,FW,Athletic Club,La Liga,21,2001,2.9,79,104,76.0,1252,82,0,0.0,0.0,1,5,0,0,3,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
131,Jesús Areso,ESP,DF,Osasuna,La Liga,24,1999,29.6,1021,1368,74.6,16878,7275,6,3.6,2.4,36,77,40,24,106,2.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
132,Simone Aresti,ITA,GK,Cagliari,Serie A,37,1986,0.0,0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
133,Matias Arezo,URU,FW,Granada,La Liga,20,2002,4.1,52,82,63.4,736,186,0,0.1,-0.1,2,3,2,1,5,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
134,Iñigo Arguibide,ESP,DF,Osasuna,La Liga,18,2005,0.2,1,4,25.0,10,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
135,Yoël Armougom,FRA,"DF,MF",Clermont Foot,Ligue 1,25,1998,2.6,97,131,74.0,1282,363,0,0.3,-0.3,5,5,6,3,12,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
136,José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,28,1995,10.3,233,318,73.3,3471,615,1,1.8,-0.8,14,6,5,1,11,1.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
137,Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20,2003,14.3,451,549,82.1,6644,1432,0,1.5,-1.5,15,38,11,1,48,1.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
138,Marko Arnautović,AUT,FW,Inter,Serie A,34,1989,8.9,203,271,74.9,2726,533,3,2.6,0.4,16,9,10,1,20,2.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
139,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,27.8,1285,1582,81.2,25047,7547,1,3.9,-2.9,48,151,28,11,143,4.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
140,Mohamed El Arouch,FRA,FW,Lyon,Ligue 1,19,2004,0.0,1,1,100.0,22,22,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
141,Sergio Arribas,ESP,"MF,FW",Almería,La Liga,21,2001,22.7,588,751,78.3,8318,2305,4,3.7,0.3,42,51,26,4,81,3.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
142,Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,28,1994,13.3,386,456,84.6,8976,5956,0,0.0,0.0,0,2,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
143,Arthur,BRA,DF,Leverkusen,Bundesliga,20,2003,2.0,88,109,80.7,1360,367,2,0.3,1.7,5,2,6,5,7,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
144,Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,22.1,262,397,66.0,3476,855,1,1.3,-0.3,21,17,13,1,32,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
145,Marco Asensio,ESP,"MF,FW",Paris S-G,Ligue 1,27,1996,12.4,545,656,83.1,8033,2110,5,5.8,-0.8,33,49,22,5,71,4.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
146,Kristjan Asllani,ALB,MF,Inter,Serie A,21,2002,8.7,662,744,89.0,12108,3064,2,1.1,0.9,8,47,4,1,32,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
147,Joel Asoro,SWE,"FW,MF",Metz,Ligue 1,24,1999,9.4,94,147,63.9,1492,451,1,0.3,0.7,8,9,6,3,16,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
148,Jonathan Asp Jensen,DEN,FW,Bayern Munich,Bundesliga,17,2006,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
149,Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,30.1,949,1305,72.7,15355,4670,10,10.1,-0.1,90,99,55,6,161,9.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
150,Lorenz Assignon,TOG,DF,Burnley,Premier League,23,2000,13.7,352,485,72.6,5411,1984,2,2.6,-0.6,13,16,10,5,34,1.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
151,Lorenz Assignon,TOG,DF,Rennes,Ligue 1,23,2000,11.2,516,600,86.0,8700,2414,1,1.8,-0.8,20,32,12,5,51,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
152,Youcef Atal,ALG,DF,Nice,Ligue 1,27,1996,4.0,214,238,89.9,3127,832,0,0.8,-0.8,4,8,3,1,15,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
153,Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,17,2005,6.2,155,179,86.6,2784,585,0,0.1,-0.1,2,14,1,1,21,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
154,Arthur Atta,FRA,"MF,FW",Metz,Ligue 1,20,2003,10.3,301,401,75.1,5603,1409,2,1.3,0.7,12,37,12,4,48,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
155,Noah Atubolu,GER,GK,Freiburg,Bundesliga,21,2002,34.0,982,1392,70.5,28328,20599,0,0.0,0.0,0,33,2,0,1,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
156,Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,34,1989,29.1,444,660,67.3,6310,1446,8,5.6,2.4,27,29,27,5,58,4.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
157,Emil Audero,IDN,GK,Inter,Serie A,26,1997,3.7,166,197,84.3,3484,2227,0,0.0,0.0,0,1,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
158,Tommaso Augello,ITA,DF,Cagliari,Serie A,28,1994,26.9,919,1329,69.1,16120,7212,1,2.0,-1.0,27,68,31,20,96,2.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
159,Carlos Augusto,BRA,DF,Inter,Serie A,24,1999,19.2,921,1099,83.8,14740,4852,3,2.8,0.2,19,45,15,9,54,2.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
160,Yann Aurel Bisseck,GER,DF,Inter,Serie A,22,2000,10.0,590,641,92.0,10225,2915,0,0.5,-0.5,1,27,4,1,30,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
161,Serge Aurier,CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,9.3,348,448,77.7,5238,2147,2,0.5,1.5,4,31,9,4,47,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
162,Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,29,1994,9.6,232,371,62.5,5068,1419,3,2.3,0.7,21,25,18,7,39,2.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
163,Ezequiel Ávila,ARG,FW,Betis,La Liga,29,1994,3.3,55,91,60.4,914,180,0,0.1,-0.1,2,2,2,0,6,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
164,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,11.6,127,175,72.6,1594,312,3,1.7,1.3,10,6,3,0,14,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
165,André Ayew,GHA,FW,Le Havre,Ligue 1,33,1989,12.3,197,266,74.1,2678,655,0,0.8,-0.8,8,26,4,1,23,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
166,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,31,1991,28.3,681,920,74.0,9753,1856,7,4.2,2.8,25,43,26,10,63,2.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
167,Neil El Aynaoui,MAR,MF,Lens,Ligue 1,22,2001,17.4,576,670,86.0,8486,2193,2,0.8,1.2,16,66,10,1,59,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
168,Sardar Azmoun,IRN,"FW,MF",Roma,Serie A,28,1995,6.5,108,156,69.2,1497,361,0,1.4,-1.4,8,9,4,1,14,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
169,César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,33,1989,15.8,867,1035,83.8,13049,5238,2,2.4,-0.4,15,74,15,2,77,1.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
170,Paulo Azzi,BRA,"DF,MF",Cagliari,Serie A,29,1994,10.6,322,487,66.1,5033,2123,0,0.7,-0.7,9,24,10,6,35,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
171,Oussama El Azzouzi,MAR,MF,Bologna,Serie A,22,2001,6.1,352,390,90.3,6100,1161,2,0.6,1.4,6,21,0,0,19,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
172,Abdellah Baallal,MAR,MF,Clermont Foot,Ligue 1,18,2004,0.0,3,4,75.0,40,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
173,Iddrisu Baba,GHA,MF,Almería,La Liga,27,1996,15.9,543,654,83.0,10011,2718,0,0.6,-0.6,6,51,3,2,60,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
174,Srđan Babić,SRB,DF,Almería,La Liga,27,1996,1.0,58,62,93.5,1267,388,0,0.0,0.0,0,2,0,0,6,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
175,Shavy Babicka,GAB,"FW,MF",Toulouse,Ligue 1,23,2000,4.1,77,127,60.6,1188,236,0,0.1,-0.1,2,3,7,3,8,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
176,Aliou Badara Baldé,GUI,"FW,DF",Nice,Ligue 1,20,2002,0.8,15,30,50.0,183,33,0,0.0,0.0,0,0,0,0,2,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
177,Loïc Bade,FRA,DF,Sevilla,La Liga,23,2000,25.3,1113,1346,82.7,21547,8244,1,0.5,0.5,9,79,1,0,76,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
178,Milan Badelj,CRO,MF,Genoa,Serie A,34,1989,28.2,1136,1407,80.7,19451,6788,3,1.1,1.9,18,140,23,4,151,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
179,Matthias Bader,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,20.0,687,912,75.3,12501,4100,2,2.3,-0.3,18,38,22,6,67,3.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
180,Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,14.9,1065,1173,90.8,18737,7087,1,1.5,-0.5,6,48,4,0,46,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
181,Alex Baena,ESP,"MF,FW",Villarreal,La Liga,22,2001,28.7,893,1255,71.2,16899,5861,14,9.2,4.8,83,95,59,15,165,9.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
182,Jaime Báez,URU,"FW,MF",Frosinone,Serie A,28,1995,5.6,141,202,69.8,2309,920,0,0.5,-0.5,8,12,9,0,29,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
183,Nicola Bagnolini,ITA,GK,Bologna,Serie A,19,2004,0.1,2,3,66.7,106,82,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
184,Leon Bailey,JAM,"MF,FW",Aston Villa,Premier League,25,1997,23.0,573,790,72.5,8993,2559,9,9.2,-0.2,52,38,51,7,82,7.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
185,Eric Bailly,CIV,DF,Villarreal,La Liga,29,1994,9.3,337,385,87.5,6283,2551,0,0.0,0.0,0,12,1,0,18,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
186,Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,0.3,7,10,70.0,101,44,0,0.0,0.0,0,0,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
187,Nedim Bajrami,ALB,"MF,FW",Sassuolo,Serie A,24,1999,14.6,330,460,71.7,5347,1538,2,2.2,-0.2,22,16,15,2,49,1.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
188,Cédric Bakambu,COD,FW,Betis,La Liga,32,1991,2.2,26,39,66.7,277,58,0,0.3,-0.3,3,1,0,0,4,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
189,Tiemoué Bakayoko,FRA,MF,Lorient,Ligue 1,28,1994,14.6,550,637,86.3,9243,2584,1,0.5,0.5,4,55,2,0,54,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
190,Mitchel Bakker,NED,DF,Atalanta,Serie A,23,2000,4.2,167,212,78.8,2347,433,0,0.1,-0.1,3,9,0,0,10,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
191,Ridle Baku,GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,22.4,789,1048,75.3,12508,3955,0,3.0,-3.0,29,46,26,10,85,3.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
192,Dilane Bakwa,FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,24.2,587,862,68.1,10108,3121,6,6.3,-0.3,49,50,36,10,92,4.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
193,Tommaso Baldanzi,ITA,"MF,FW",Empoli,Serie A,20,2003,8.3,201,257,78.2,3075,751,0,1.0,-1.0,13,12,11,3,30,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
194,Tommaso Baldanzi,ITA,"FW,MF",Roma,Serie A,20,2003,5.8,175,205,85.4,2356,434,0,0.7,-0.7,4,16,6,3,14,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
195,Alejandro Balde,ESP,DF,Barcelona,La Liga,19,2003,15.3,694,817,84.9,9879,2231,1,1.2,-0.2,13,26,20,7,41,1.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
196,George Baldock,GRE,DF,Sheffield Utd,Premier League,30,1993,10.8,291,397,73.3,4602,1810,1,0.8,0.2,7,18,11,4,31,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
197,Carlos Baleba,CMR,MF,Brighton,Premier League,19,2004,14.7,713,775,92.0,10618,2185,0,0.3,-0.3,8,38,3,0,50,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
198,Carlos Baleba,CMR,MF,Lille,Ligue 1,19,2004,0.7,39,45,86.7,627,100,0,0.0,0.0,0,5,0,0,3,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
199,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,25.2,1402,1628,86.1,26569,9543,0,0.2,-0.2,5,115,3,0,122,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
200,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,31.9,1116,1487,75.1,18841,8333,1,2.6,-1.6,24,77,18,10,98,2.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
201,Fodé Ballo-Touré,SEN,"DF,MF",Fulham,Premier League,26,1997,0.8,56,78,71.8,1002,224,0,0.0,0.0,0,3,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
202,Folarin Balogun,USA,FW,Monaco,Ligue 1,22,2001,18.8,263,365,72.1,3304,588,5,3.3,1.7,26,20,11,0,30,1.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
203,Jonathan Bamba,CIV,"MF,FW",Celta Vigo,La Liga,27,1996,22.0,590,769,76.7,7575,2148,2,4.7,-2.7,38,38,33,10,80,3.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
204,Mohamed Bamba,CIV,FW,Lorient,Ligue 1,21,2001,12.6,185,256,72.3,2456,373,3,2.1,0.9,14,8,10,0,16,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
205,Samuel Bamba,GER,FW,Dortmund,Bundesliga,19,2004,0.5,14,20,70.0,207,42,0,0.1,-0.1,1,0,1,0,2,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
206,Lameck Banda,ZAM,FW,Lecce,Serie A,22,2001,15.0,250,342,73.1,3877,745,4,1.9,2.1,24,12,17,9,22,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
207,Daniel Bandeira,POR,MF,Hellas Verona,Serie A,23,2000,5.0,187,233,80.3,3306,1112,0,0.2,-0.2,3,30,5,0,34,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
208,Mamady Bangré,BFA,"FW,MF",Toulouse,Ligue 1,22,2001,1.1,59,74,79.7,791,234,1,0.7,0.3,6,2,5,2,9,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
209,Mattia Bani,ITA,DF,Genoa,Serie A,29,1993,25.6,962,1152,83.5,18643,6794,0,0.1,-0.1,2,36,1,0,37,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
210,Léo Baptistão,BRA,FW,Almería,La Liga,30,1992,20.4,366,568,64.4,5127,1333,0,1.8,-1.8,19,21,8,2,45,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
211,Shandon Baptiste,GRN,MF,Brentford,Premier League,25,1998,2.5,66,90,73.3,1144,351,1,0.2,0.8,4,7,3,2,5,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
212,Antonín Barák,CZE,"MF,FW",Fiorentina,Serie A,28,1994,9.0,338,392,86.2,5238,1035,3,2.2,0.8,14,30,9,3,33,1.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
213,Valentín Barco,ARG,"DF,FW",Brighton,Premier League,19,2004,3.4,179,233,76.8,2509,864,0,0.2,-0.2,4,10,3,0,14,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
214,Bradley Barcola,FRA,FW,Lyon,Ligue 1,20,2002,3.0,70,90,77.8,946,275,0,0.3,-0.3,4,5,3,0,9,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
215,Bradley Barcola,FRA,"FW,MF",Paris S-G,Ligue 1,20,2002,15.2,436,562,77.6,6173,1516,7,5.2,1.8,29,26,19,1,56,4.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
216,Melvin Bard,FRA,DF,Nice,Ligue 1,22,2000,29.5,1457,1784,81.7,23609,6956,2,2.8,-0.8,18,77,26,14,111,2.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
217,Nicolò Barella,ITA,MF,Inter,Serie A,26,1997,31.6,1835,2168,84.6,30143,9590,3,3.4,-0.4,42,212,78,11,278,4.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
218,Kike Barja,ESP,"FW,MF",Osasuna,La Liga,26,1997,3.4,83,114,72.8,1232,240,0,0.5,-0.5,5,0,6,3,8,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
219,Ross Barkley,ENG,MF,Luton Town,Premier League,29,1993,29.1,1218,1474,82.6,21602,6544,4,3.7,0.3,44,138,27,1,163,2.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
220,Aymen Barkok,MAR,"MF,FW",Mainz 05,Bundesliga,25,1998,3.6,118,184,64.1,1842,639,0,0.3,-0.3,5,11,4,1,16,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
221,Harvey Barnes,ENG,"FW,MF",Newcastle Utd,Premier League,25,1997,8.9,208,272,76.5,2981,750,3,3.2,-0.2,13,11,17,3,34,1.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
222,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,23,2000,29.0,679,925,73.4,10846,3124,1,1.1,-0.1,20,74,12,2,93,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
223,Enzo Barrenechea,ARG,MF,Frosinone,Serie A,22,2001,31.2,1624,1903,85.3,26904,7782,1,1.7,-0.7,25,160,8,0,155,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
224,Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,La Liga,21,2001,15.9,372,555,67.0,5706,1226,1,1.3,-0.3,13,15,15,4,39,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
225,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,20,2003,17.3,728,873,83.4,11531,3536,1,1.9,-0.9,16,75,16,0,98,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
226,Davide Bartesaghi,ITA,"DF,MF",Milan,Serie A,17,2005,0.9,28,35,80.0,493,221,0,0.0,0.0,0,1,0,0,3,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
227,Marc Bartra,ESP,DF,Betis,La Liga,32,1991,2.5,101,118,85.6,1910,620,0,0.0,0.0,0,5,0,0,5,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
228,Federico Baschirotto,ITA,DF,Lecce,Serie A,26,1996,36.6,1516,1808,83.8,30369,9843,1,0.7,0.3,2,71,1,0,96,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
229,Steven Baseya,FRA,DF,Strasbourg,Ligue 1,18,2005,0.1,11,12,91.7,203,78,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
230,Chris Basham,ENG,"DF,MF",Sheffield Utd,Premier League,35,1988,3.6,103,138,74.6,1506,484,0,0.3,-0.3,2,7,2,0,7,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
231,Toma Bašić,CRO,MF,Salernitana,Serie A,26,1996,12.9,442,540,81.9,7981,2047,0,0.5,-0.5,16,43,6,4,53,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
232,Calvin Bassey,NGA,DF,Fulham,Premier League,23,1999,25.6,1440,1674,86.0,27276,9421,0,0.0,0.0,1,80,2,0,62,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
233,Alessandro Bastoni,ITA,DF,Inter,Serie A,24,1999,25.2,1671,1935,86.4,32047,10473,3,3.4,-0.4,22,135,35,14,142,3.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
234,Simone Bastoni,ITA,"MF,DF",Empoli,Serie A,26,1996,8.3,246,360,68.3,4104,1653,0,0.5,-0.5,12,25,6,2,31,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
235,Augusto Batalla,ARG,GK,Granada,La Liga,27,1996,17.0,445,689,64.6,14317,11262,0,0.0,0.0,1,26,0,0,1,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
236,Daniel Batz,GER,GK,Mainz 05,Bundesliga,32,1991,4.0,104,153,68.0,2854,2094,0,0.0,0.0,0,5,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
237,Maximilian Bauer,GER,DF,Augsburg,Bundesliga,23,2000,9.0,423,491,86.2,7834,2619,0,0.0,0.0,0,28,0,0,25,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
238,Elias Baum,GER,"DF,MF",Eint Frankfurt,Bundesliga,17,2005,0.3,13,17,76.5,193,76,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
239,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,33,1990,34.0,1055,1412,74.7,29010,21712,1,0.2,0.8,2,24,2,0,1,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
240,Christoph Baumgartner,AUT,"MF,FW",RB Leipzig,Bundesliga,23,1999,12.9,340,456,74.6,4651,1244,1,1.6,-0.6,16,31,12,1,47,1.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
241,Bebé,CPV,"MF,FW",Rayo Vallecano,La Liga,33,1990,2.4,63,104,60.6,1125,323,0,0.2,-0.2,3,5,4,3,6,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
242,Ihlas Bebou,TOG,"FW,DF",Hoffenheim,Bundesliga,29,1994,18.2,360,514,70.0,5117,1476,5,2.6,2.4,15,9,15,4,38,3.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
243,Mohamed Bechikh,FRA,"FW,MF",Strasbourg,Ligue 1,18,2005,0.2,5,5,100.0,83,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
244,Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,26,1997,10.8,311,431,72.2,5102,1027,1,0.8,0.2,11,25,5,0,29,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
245,Owen Beck,WAL,DF,Liverpool,Premier League,20,2002,0.1,3,4,75.0,31,1,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
246,Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,28,1995,8.6,154,243,63.4,2212,363,2,1.8,0.2,8,1,10,3,13,1.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
247,Sheraldo Becker,SUR,"FW,MF",Union Berlin,Bundesliga,28,1995,7.2,183,280,65.4,3161,770,1,1.8,-0.8,12,15,12,7,20,1.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
248,Chris Bedia,CIV,"FW,MF",Union Berlin,Bundesliga,27,1996,1.6,14,20,70.0,140,19,0,0.2,-0.2,3,0,0,0,1,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
249,Donny van de Beek,NED,DF,Manchester Utd,Premier League,26,1997,0.0,1,1,100.0,7,0,0,0.1,-0.1,1,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
250,Donny van de Beek,NED,"MF,FW",Eint Frankfurt,Bundesliga,26,1997,4.0,109,139,78.4,1428,365,0,0.4,-0.4,3,8,2,0,10,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
251,Yanis Begraoui,MAR,"FW,MF",Toulouse,Ligue 1,22,2001,3.3,70,97,72.2,881,201,0,0.1,-0.1,2,8,1,0,8,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
252,Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,32,1991,6.8,112,175,64.0,1539,251,1,0.9,0.1,8,9,8,1,17,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
253,Kevin Behrens,GER,FW,Union Berlin,Bundesliga,32,1991,14.0,215,336,64.0,3380,842,0,0.9,-0.9,16,24,7,0,45,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
254,Maximilian Beier,GER,"FW,MF",Hoffenheim,Bundesliga,20,2002,26.9,384,550,69.8,4753,790,1,2.4,-1.4,24,7,27,9,30,3.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
255,Jérémie Bela,ANG,"MF,FW",Clermont Foot,Ligue 1,30,1993,2.3,70,100,70.0,1031,311,0,0.1,-0.1,3,7,3,1,10,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
256,Reda Belahyane,MAR,MF,Hellas Verona,Serie A,19,2004,1.0,23,25,92.0,298,88,0,0.0,0.0,0,2,0,0,4,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
257,Reda Belahyane,MAR,MF,Nice,Ligue 1,19,2004,0.3,13,15,86.7,183,17,0,0.0,0.0,0,1,1,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
