rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_attempted,passes_live,passes_dead,passes_free_kick,passes_through_ball,passes_switched,passes_crosses,passes_throw_in,passes_corner_kick,passes_in,passes_out,passes_straight,passes_completed,passes_offsides,passes_blocks,season,table_type,processed_at
635,Dante,BRA,DF,Nice,Ligue 1,39,1983,31.6,2803,2665,133,69,4,11,10,8,0,0,0,0,2540,5,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
636,Raimane Daou,COM,"DF,MF",Marseille,Ligue 1,18,2004,0.3,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
637,Mohamed Daramy,DEN,"FW,MF",Reims,Ligue 1,21,2002,18.3,527,499,26,0,7,4,15,12,1,0,0,0,401,2,23,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
638,Sergi Darder,ESP,MF,Mallorca,La Liga,29,1993,24.0,1002,841,150,55,10,19,149,13,63,23,36,2,725,11,25,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
639,Achraf Dari,MAR,"DF,FW",Brest,Ligue 1,24,1999,1.3,85,83,2,2,0,0,0,0,0,0,0,0,73,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
640,Matteo Darmian,ITA,DF,Inter,Serie A,33,1989,26.7,1389,1236,150,16,5,9,21,134,0,0,0,0,1181,3,30,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
641,Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,24,1998,6.0,179,164,14,4,2,2,20,2,8,6,0,0,107,1,9,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
642,Josh Dasilva,ENG,"DF,FW",Brentford,Premier League,24,1998,0.3,19,17,2,0,0,0,6,0,2,2,0,0,10,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
643,David Datro Fofana,CIV,FW,Burnley,Premier League,20,2002,9.8,173,167,4,0,1,0,3,0,0,0,0,0,117,2,8,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
644,David Datro Fofana,CIV,"FW,MF",Union Berlin,Bundesliga,20,2002,7.6,152,147,4,0,0,0,11,1,0,0,0,0,106,1,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
645,Juan David Cabal,COL,DF,Hellas Verona,Serie A,22,2001,16.6,790,620,168,14,1,6,33,153,1,0,0,0,561,2,29,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
646,Jonathan David,CAN,FW,Lille,Ligue 1,23,2000,29.2,655,610,40,2,0,0,2,0,0,0,0,0,537,5,18,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
647,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,22,2000,22.9,1642,1455,187,27,4,1,31,160,0,0,0,0,1440,0,31,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
648,Ben Davies,WAL,DF,Tottenham,Premier League,30,1993,12.1,850,788,61,34,3,3,10,27,0,0,0,0,766,1,10,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
649,Tom Davies,ENG,MF,Sheffield Utd,Premier League,25,1998,2.5,99,92,5,2,1,0,4,1,0,0,0,0,68,2,5,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
650,Keinan Davis,ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,50,49,1,0,0,0,0,0,0,0,0,0,36,0,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
651,Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,28,1995,23.8,1173,1102,70,52,0,11,2,10,0,0,0,0,972,1,12,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
652,Craig Dawson,ENG,DF,Wolves,Premier League,33,1990,24.5,1277,1236,38,29,2,22,1,1,0,0,0,0,1104,3,9,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
653,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,32,1991,13.6,971,840,124,23,11,6,136,24,69,29,16,5,732,7,27,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
654,Bobby De Cordova-Reid,JAM,FW,Fulham,Premier League,30,1993,15.8,487,474,12,2,2,1,35,9,1,0,0,0,364,1,16,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
655,Charles De Ketelaere,BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,782,746,35,7,6,2,47,8,2,0,2,0,565,1,25,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
656,Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,29,1994,23.1,1553,1461,75,51,23,16,46,12,12,3,4,0,1291,17,23,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
657,Mattia De Sciglio,ITA,DF,Juventus,Serie A,30,1992,0.5,19,17,2,0,0,0,0,2,0,0,0,0,17,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
658,Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,35,1988,7.5,432,365,66,16,0,1,9,50,0,0,0,0,373,1,7,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
659,Thibault De Smet,BEL,DF,Reims,Ligue 1,25,1998,20.3,1046,878,163,12,0,2,31,149,2,2,0,0,837,5,29,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
660,Koni De Winter,BEL,DF,Genoa,Serie A,21,2002,26.4,1269,1158,111,35,1,0,5,45,0,0,0,0,1122,0,14,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
661,Grégoire Defrel,MTQ,"FW,MF",Sassuolo,Serie A,32,1991,8.4,221,209,10,1,0,0,2,3,2,0,0,0,187,2,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
662,Alessandro Deiola,ITA,MF,Cagliari,Serie A,27,1995,17.9,524,511,11,4,2,11,15,7,0,0,0,0,364,2,10,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
663,Romain Del Castillo,FRA,FW,Brest,Ligue 1,27,1996,27.7,1469,1255,209,52,9,11,251,45,104,57,45,0,989,5,67,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
664,Thomas Delaine,FRA,"DF,MF",Strasbourg,Ligue 1,31,1992,22.7,882,699,179,24,2,1,104,146,9,0,8,0,638,4,25,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
665,Sacha Delaye,FRA,"MF,FW",Montpellier,Ligue 1,21,2002,1.4,48,48,0,0,0,0,3,0,0,0,0,0,38,0,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
666,Hannes Delcroix,HAI,DF,Burnley,Premier League,24,1999,6.5,350,320,29,3,0,0,5,26,0,0,0,0,300,1,2,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
667,Alessandro Dellavalle,ITA,DF,Torino,Serie A,19,2004,0.2,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
668,Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,23,2000,15.2,730,607,121,6,0,5,45,110,4,2,1,0,543,2,28,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
669,Karamoko Dembélé,ENG,"MF,FW",Brest,Ligue 1,20,2003,0.2,10,9,1,0,0,0,1,0,1,1,0,0,8,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
670,Ousmane Dembélé,FRA,"MF,FW",Paris S-G,Ligue 1,26,1997,16.7,1044,974,65,13,11,4,99,3,49,7,18,0,792,5,24,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
671,Jessy Deminguet,FRA,"MF,FW",Strasbourg,Ligue 1,25,1998,7.7,258,231,25,13,1,3,9,5,7,2,1,0,221,2,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
672,Ermedin Demirović,BIH,"FW,MF",Augsburg,Bundesliga,25,1998,31.9,574,523,44,3,3,1,10,4,1,0,0,0,371,7,35,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
673,Diego Demme,GER,MF,Napoli,Serie A,31,1991,0.8,76,76,0,0,0,2,3,0,0,0,0,0,63,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
674,Sepp van den Berg,NED,DF,Mainz 05,Bundesliga,21,2001,31.5,1469,1424,41,34,0,2,2,2,0,0,0,0,1190,4,10,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
675,Leander Dendoncker,BEL,MF,Aston Villa,Premier League,28,1995,1.3,56,56,0,0,0,1,0,0,0,0,0,0,45,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
676,Leander Dendoncker,BEL,MF,Napoli,Serie A,28,1995,0.3,27,26,1,1,0,0,0,0,0,0,0,0,23,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
677,Rémy Descamps,FRA,GK,Nantes,Ligue 1,27,1996,6.0,212,123,89,18,0,0,0,0,0,0,0,0,128,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
678,Mikkel Desler,DEN,DF,Toulouse,Ligue 1,28,1995,17.2,944,775,169,20,0,1,30,149,0,0,0,0,788,0,23,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
679,Arthur Desmas,FRA,GK,Le Havre,Ligue 1,29,1994,33.0,945,617,324,102,0,0,0,0,0,0,0,0,611,4,2,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
680,Mattia Destro,ITA,"FW,MF",Empoli,Serie A,32,1991,4.1,63,52,10,0,0,0,0,0,0,0,0,0,41,1,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
681,Samuele Di Benedetto,GER,MF,Stuttgart,Bundesliga,18,2005,0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
682,Federico Di Francesco,ITA,"FW,MF",Lecce,Serie A,29,1994,0.2,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
683,Raffaele Di Gennaro,ITA,GK,Inter,Serie A,29,1993,0.3,17,15,1,0,0,0,0,0,0,0,0,0,15,1,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
684,Michele Di Gregorio,ITA,GK,Monza,Serie A,26,1997,31.9,1350,1053,296,73,0,2,0,0,0,0,0,0,1054,1,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
685,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,29,1993,35.9,2732,2336,386,42,6,26,126,343,1,0,0,0,2314,10,46,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
686,Alessandro Di Pardo,ITA,"DF,MF",Cagliari,Serie A,24,1999,4.0,175,146,29,0,0,1,18,29,0,0,0,0,115,0,7,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
687,Boulaye Dia,SEN,"FW,MF",Salernitana,Serie A,26,1996,12.7,244,227,16,2,2,5,1,0,0,0,0,0,204,1,5,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
688,Moussa Diaby,FRA,"FW,MF",Aston Villa,Premier League,24,1999,24.2,619,567,51,3,6,2,45,4,1,0,0,0,485,1,15,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
689,Lamine Diack,SEN,MF,Nantes,Ligue 1,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
690,Mouctar Diakhaby,GUI,"DF,MF",Valencia,La Liga,26,1996,11.9,546,530,15,13,0,3,0,0,0,0,0,0,475,1,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
691,Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,17,2005,2.3,48,46,2,0,1,1,4,2,0,0,0,0,38,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
692,Bafodé Diakité,FRA,DF,Lille,Ligue 1,22,2001,18.8,1311,1209,102,45,0,3,3,49,0,0,0,0,1206,0,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
693,Ibrahim Diakité,GUI,DF,Reims,Ligue 1,19,2003,1.2,85,67,18,2,0,1,9,16,0,0,0,0,57,0,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
694,Moussa Diakité,MLI,MF,Cádiz,La Liga,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
695,Oumar Diakité,CIV,FW,Reims,Ligue 1,19,2003,17.6,305,279,26,1,4,0,3,1,0,0,0,0,239,0,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
696,Amad Diallo,CIV,"FW,MF",Manchester Utd,Premier League,21,2002,4.3,170,166,4,1,0,1,1,2,1,1,0,0,149,0,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
697,Amadou Diallo,ENG,MF,Newcastle Utd,Premier League,20,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
698,Assane Diao,SEN,FW,Betis,La Liga,17,2005,11.6,264,261,2,0,0,0,9,0,0,0,0,0,200,1,12,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
699,Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,19,2004,25.6,874,850,23,8,3,4,22,4,3,2,0,0,735,1,13,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
700,Moussa Diarra,MLI,DF,Toulouse,Ligue 1,22,2000,15.5,680,587,90,25,1,2,16,59,0,0,0,0,550,3,19,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
701,Rúben Dias,POR,DF,Manchester City,Premier League,26,1997,28.4,2635,2567,65,46,2,7,13,11,0,0,0,0,2469,3,8,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
702,Krépin Diatta,SEN,"DF,FW",Monaco,Ligue 1,24,1999,13.4,787,629,152,16,0,5,39,126,10,4,4,0,602,6,13,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
703,Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,30,1993,30.0,1245,952,289,113,1,7,0,0,0,0,0,0,848,4,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
704,Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,18,2005,4.0,147,144,2,2,0,0,2,0,0,0,0,0,125,1,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
705,Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,23,1999,17.2,740,705,29,8,7,2,31,6,7,3,2,0,624,6,12,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
706,Luis Díaz,COL,FW,Liverpool,Premier League,26,1997,29.2,1075,1040,29,4,4,11,26,24,0,0,0,0,898,6,29,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
707,Víctor Díaz,ESP,"DF,MF",Granada,La Liga,35,1988,1.8,74,63,9,6,0,0,0,3,0,0,0,0,47,2,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
708,Famara Diedhiou,SEN,"FW,MF",Granada,La Liga,30,1992,1.0,41,40,1,0,0,0,2,1,0,0,0,0,20,0,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
709,Justin Diehl,GER,"FW,MF",Köln,Bundesliga,18,2004,1.9,64,48,16,2,0,0,18,1,13,7,6,0,41,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
710,Bamba Dieng,SEN,FW,Lorient,Ligue 1,23,2000,6.1,117,99,18,0,0,0,5,1,0,0,0,0,90,0,2,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
711,Eric Dier,ENG,DF,Tottenham,Premier League,29,1994,2.2,141,132,9,6,0,0,0,0,0,0,0,0,125,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
712,Eric Dier,ENG,DF,Bayern Munich,Bundesliga,29,1994,13.0,1143,1092,48,19,0,16,7,3,0,0,0,0,1042,3,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
713,Guillaume Dietsch,FRA,GK,Metz,Ligue 1,22,2001,0.8,26,12,14,7,0,0,0,0,0,0,0,0,15,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
714,Florian Dietz,GER,"FW,MF",Köln,Bundesliga,24,1998,0.8,19,18,1,0,0,0,0,0,0,0,0,0,13,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
715,Lucas Digne,FRA,DF,Aston Villa,Premier League,30,1993,26.8,1351,1095,253,36,0,4,154,181,36,25,5,0,1015,3,42,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
716,Federico Dimarco,ITA,DF,Inter,Serie A,25,1997,23.1,1328,1116,207,24,1,6,196,124,59,22,30,0,1027,5,34,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
717,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,29,1993,37.0,1198,794,401,134,0,5,0,0,0,0,0,0,732,3,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
718,Junior Dina Ebimbe,FRA,"MF,DF",Eint Frankfurt,Bundesliga,22,2000,21.7,935,839,93,5,7,5,21,88,0,0,0,0,715,3,27,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
719,Eren Dinkçi,GER,"FW,MF",Heidenheim,Bundesliga,21,2001,29.4,819,791,25,3,2,5,79,18,3,0,3,0,508,3,52,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
720,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,22,2001,9.9,570,554,15,13,1,3,1,2,0,0,0,0,521,1,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
721,Edan Diop,FRA,"MF,DF",Monaco,Ligue 1,18,2004,1.8,97,86,10,1,0,0,2,9,0,0,0,0,71,1,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
722,Issa Diop,FRA,DF,Fulham,Premier League,26,1997,15.8,1080,1041,37,22,1,5,0,2,0,0,0,0,950,2,13,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
723,Sofiane Diop,FRA,FW,Nice,Ligue 1,23,2000,5.5,176,171,5,2,0,1,13,1,2,2,0,0,143,0,2,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
724,Andy Diouf,FRA,MF,Lens,Ligue 1,20,2003,14.6,737,689,45,13,1,0,47,0,32,15,14,0,591,3,27,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
725,Yehvann Diouf,SEN,GK,Reims,Ligue 1,23,1999,34.0,1301,1065,227,70,0,3,0,0,0,0,0,0,1020,9,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
726,Axel Disasi,FRA,DF,Chelsea,Premier League,25,1998,28.7,2256,2153,98,49,3,11,10,43,0,0,0,0,2031,5,19,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
727,Tiago Djaló,POR,DF,Juventus,Serie A,23,2000,0.2,13,11,2,2,0,0,0,0,0,0,0,0,12,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
728,Chaim El Djebali,TUN,MF,Lyon,Ligue 1,19,2004,0.1,9,9,0,0,0,0,1,0,0,0,0,0,7,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
729,Djené,TOG,"DF,MF",Getafe,La Liga,31,1991,27.6,1121,1049,69,21,0,4,30,48,0,0,0,0,861,3,14,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
730,Koffi Djidji,CIV,DF,Torino,Serie A,30,1992,8.4,434,411,20,10,0,0,2,10,0,0,0,0,372,3,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
731,Berat Djimsiti,ALB,DF,Atalanta,Serie A,30,1993,31.5,1661,1584,75,58,1,6,6,17,0,0,0,0,1454,2,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
732,Marko Dmitrović,SRB,GK,Sevilla,La Liga,31,1992,13.0,394,291,102,23,0,0,0,0,0,0,0,0,292,1,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
733,Ritsu Doan,JPN,"DF,MF",Freiburg,Bundesliga,25,1998,25.0,713,678,31,11,5,6,61,5,15,10,5,0,504,4,26,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
734,Lewis Dobbin,ENG,MF,Everton,Premier League,20,2003,2.6,65,60,3,1,0,0,7,2,0,0,0,0,44,2,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
735,Dodô,BRA,DF,Fiorentina,Serie A,24,1998,5.8,347,296,50,4,1,1,19,46,0,0,0,0,278,1,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
736,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,25,1998,24.0,919,894,23,21,0,5,4,2,0,0,0,0,738,2,9,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
737,Matt Doherty,IRL,"DF,MF",Wolves,Premier League,31,1992,12.8,653,566,87,11,0,5,13,76,0,0,0,0,515,0,18,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
738,Josh Doig,SCO,DF,Hellas Verona,Serie A,21,2002,9.2,338,261,74,4,0,1,30,70,0,0,0,0,251,3,9,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
739,Josh Doig,SCO,DF,Sassuolo,Serie A,21,2002,14.9,591,413,177,4,0,2,47,172,1,0,1,0,404,1,19,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
740,Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,21,2002,17.7,852,844,8,0,2,2,61,5,3,0,0,0,693,0,34,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
741,Jeremy Doku,BEL,FW,Rennes,Ligue 1,21,2002,1.2,49,49,0,0,0,0,1,0,0,0,0,0,43,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
742,Jaume Doménech,ESP,GK,Valencia,La Liga,32,1990,0.9,31,18,13,6,0,0,0,0,0,0,0,0,13,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
743,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,22,2001,17.6,864,831,30,27,0,12,3,3,0,0,0,0,681,3,10,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
744,Mario Dominguez,ESP,FW,Valencia,La Liga,19,2004,0.3,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
745,Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,25,1998,16.6,843,817,22,10,2,5,6,4,1,0,1,0,714,4,13,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
746,Nicolás Domínguez,ARG,MF,Bologna,Serie A,25,1998,1.1,92,90,2,1,0,0,0,1,0,0,0,0,83,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
747,Giulio Donati,ITA,DF,Monza,Serie A,33,1990,0.4,46,40,6,1,0,0,4,5,0,0,0,0,38,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
748,Jamie Donley,NIR,FW,Tottenham,Premier League,18,2005,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
749,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,24,1999,24.1,773,609,163,31,0,0,0,1,0,0,0,0,686,1,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
750,Patrick Dorgu,DEN,"DF,MF",Lecce,Serie A,18,2004,17.4,729,612,115,19,0,5,41,91,5,0,0,0,582,2,16,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
751,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,25,1998,15.4,628,600,25,22,2,4,3,0,1,0,1,0,545,3,5,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
752,Alberto Dossena,ITA,DF,Cagliari,Serie A,24,1998,33.1,1305,1255,49,41,3,11,1,7,0,0,0,0,1042,1,8,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
753,Carlos Dotor,ESP,MF,Celta Vigo,La Liga,22,2001,7.9,350,339,10,2,1,0,9,4,3,3,0,0,289,1,7,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
754,Abdoulaye Doucouré,MLI,"FW,MF",Everton,Premier League,30,1993,29.2,893,876,16,0,1,1,26,0,0,0,0,0,683,1,29,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
755,Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,23,2000,10.2,422,418,4,4,5,0,1,0,0,0,0,0,367,0,7,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
756,Siriné Doucouré,MLI,FW,Lorient,Ligue 1,21,2002,4.7,94,87,7,0,2,1,1,0,0,0,0,0,71,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
757,Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,18,2005,18.1,779,734,41,18,6,6,70,4,18,11,7,0,576,4,24,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
758,Guela Doué,CIV,DF,Rennes,Ligue 1,20,2002,13.7,669,556,113,8,2,1,43,105,0,0,0,0,502,0,18,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
759,Alfie Doughty,ENG,DF,Luton Town,Premier League,23,1999,32.5,1686,1190,489,89,0,9,340,249,151,66,80,5,1121,7,60,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
760,Douglas,BRA,MF,Nantes,Ligue 1,26,1997,19.7,1040,991,47,34,4,8,20,2,11,8,2,0,904,2,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
761,Ismaël Doukouré,FRA,"MF,DF",Strasbourg,Ligue 1,20,2003,18.4,771,729,40,23,4,7,0,8,0,0,0,0,660,2,9,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
762,Kamory Doumbia,MLI,MF,Brest,Ligue 1,20,2003,9.8,487,472,14,5,2,0,8,3,2,0,2,0,420,1,8,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
763,Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,23,1999,10.1,166,154,12,0,1,1,2,0,0,0,0,0,105,0,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
764,Artem Dovbyk,UKR,FW,Girona,La Liga,26,1997,28.7,392,359,28,0,2,2,1,0,0,0,0,0,277,5,16,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
765,Nikola Dovedan,AUT,"MF,FW",Heidenheim,Bundesliga,29,1994,7.3,204,187,16,2,4,1,8,3,3,0,0,0,125,1,15,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
766,Damion Downs,USA,"FW,MF",Köln,Bundesliga,19,2004,2.0,36,35,1,0,0,0,1,1,0,0,0,0,24,0,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
767,Tommy Doyle,ENG,MF,Wolves,Premier League,21,2001,13.6,955,878,69,44,2,15,28,8,15,8,3,0,801,8,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
768,Radu Drăgușin,ROU,DF,Tottenham,Premier League,21,2002,4.8,370,352,18,8,1,0,0,1,0,0,0,0,326,0,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
769,Radu Drăgușin,ROU,DF,Genoa,Serie A,21,2002,19.0,721,623,98,20,0,3,1,34,0,0,0,0,592,0,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
770,Dion Drena Beljo,CRO,"FW,MF",Augsburg,Bundesliga,21,2002,6.5,160,150,9,0,2,1,3,2,0,0,0,0,115,1,2,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
771,Tim Drexler,GER,DF,Hoffenheim,Bundesliga,18,2005,6.4,349,341,7,6,0,0,0,1,0,0,0,0,315,1,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
